TaskID,目标区域,开工小时,等待_h,时延_ms
16121,RegionE,508,0.0,5.0
16122,RegionD,1143,0.0,5.0
16123,RegionB,1676,0.0,5.0
16124,RegionB,1710,0.0,5.0
16125,RegionB,2116,0.0,5.0
16126,RegionE,388,0.0,5.0
16127,RegionE,2189,0.0,5.0
16128,RegionF,417,0.0,5.0
16129,RegionF,1772,0.0,5.0
16130,RegionA,2017,0.0,5.0
16131,RegionA,1283,0.0,5.0
16132,RegionC,996,0.0,5.0
16133,RegionB,1670,0.0,5.0
16134,RegionC,385,0.0,5.0
16135,RegionD,1888,0.0,5.0
16136,RegionA,1443,0.0,5.0
16137,RegionB,729,0.0,5.0
16138,RegionD,1697,0.0,5.0
16139,RegionB,1714,0.0,5.0
16140,RegionE,1249,0.0,5.0
16141,RegionF,1681,0.0,5.0
16142,RegionF,1998,0.0,5.0
16143,RegionC,2077,0.0,5.0
16144,RegionA,363,0.0,5.0
16145,RegionD,865,0.0,5.0
16146,RegionE,2378,0.0,5.0
16147,RegionE,219,0.0,5.0
16148,RegionF,2172,0.0,5.0
16149,RegionA,193,0.0,5.0
16150,RegionA,848,0.0,5.0
16151,RegionD,53,0.0,5.0
16152,RegionC,314,0.0,5.0
16153,RegionD,2022,0.0,5.0
16154,RegionE,772,0.0,5.0
16155,RegionF,703,0.0,5.0
16156,RegionA,1593,0.0,5.0
16157,RegionA,796,0.0,5.0
16158,RegionC,493,0.0,5.0
16159,RegionB,314,0.0,5.0
16160,RegionD,2158,0.0,5.0
16161,RegionE,1096,0.0,5.0
16162,RegionA,150,0.0,5.0
16163,RegionA,1271,0.0,5.0
16164,RegionD,230,0.0,5.0
16165,RegionB,1950,0.0,5.0
16166,RegionE,669,0.0,5.0
16167,RegionF,1463,0.0,5.0
16168,RegionF,1211,0.0,5.0
16169,RegionA,2113,0.0,5.0
16170,RegionB,2062,0.0,5.0
16171,RegionB,1399,0.0,5.0
16172,RegionE,1724,0.0,5.0
16173,RegionC,2245,0.0,5.0
16174,RegionC,627,0.0,5.0
16175,RegionA,1140,0.0,5.0
16176,RegionD,892,0.0,5.0
16177,RegionD,631,0.0,5.0
16178,RegionB,1319,0.0,5.0
16179,RegionD,433,0.0,5.0
16180,RegionE,1115,0.0,5.0
16181,RegionD,754,0.0,5.0
16182,RegionA,2284,0.0,5.0
16183,RegionA,1040,0.0,5.0
16184,RegionB,1724,0.0,5.0
16185,RegionB,435,0.0,5.0
16186,RegionE,746,0.0,5.0
16187,RegionF,769,0.0,5.0
16188,RegionF,152,0.0,5.0
16189,RegionA,2220,0.0,5.0
16190,RegionB,955,0.0,5.0
16191,RegionD,1069,0.0,5.0
16192,RegionD,1057,0.0,5.0
16193,RegionC,851,0.0,5.0
16194,RegionF,2272,0.0,5.0
16195,RegionA,1303,0.0,5.0
16196,RegionA,384,0.0,5.0
16197,RegionB,1595,0.0,5.0
16198,RegionB,215,0.0,5.0
16199,RegionE,992,0.0,5.0
16200,RegionC,1926,0.0,5.0
16201,RegionF,1638,0.0,5.0
16202,RegionC,1383,0.0,5.0
16203,RegionD,188,0.0,5.0
16204,RegionD,1755,0.0,5.0
16205,RegionE,1252,0.0,5.0
16206,RegionD,2372,0.0,5.0
16207,RegionF,1903,0.0,5.0
16208,RegionA,1136,0.0,5.0
16209,RegionD,131,0.0,5.0
16210,RegionD,720,0.0,5.0
16211,RegionD,440,0.0,5.0
16212,RegionD,1980,0.0,5.0
16213,RegionF,770,0.0,5.0
16214,RegionF,380,0.0,5.0
16215,RegionA,1640,0.0,5.0
16216,RegionD,263,0.0,5.0
16217,RegionB,844,0.0,5.0
16218,RegionB,1927,0.0,5.0
16219,RegionC,1756,0.0,5.0
16220,RegionE,117,0.0,5.0
16221,RegionA,557,0.0,5.0
16222,RegionA,1961,0.0,5.0
16223,RegionD,927,0.0,5.0
16224,RegionD,1203,0.0,5.0
16225,RegionB,738,0.0,5.0
16226,RegionE,543,0.0,5.0
16227,RegionF,703,0.0,5.0
16228,RegionB,699,0.0,5.0
16229,RegionD,1107,0.0,5.0
16230,RegionB,2151,0.0,5.0
16231,RegionE,940,0.0,5.0
16232,RegionC,1686,0.0,5.0
16233,RegionF,1006,0.0,5.0
16234,RegionF,961,0.0,5.0
16235,RegionA,1280,0.0,5.0
16236,RegionB,59,0.0,5.0
16237,RegionB,2229,0.0,5.0
16238,RegionB,1269,0.0,5.0
16239,RegionE,1099,0.0,5.0
16240,RegionD,1214,0.0,5.0
16241,RegionB,1108,0.0,5.0
16242,RegionA,126,0.0,5.0
16243,RegionB,1144,0.0,5.0
16244,RegionB,1506,0.0,5.0
16245,RegionC,1260,0.0,5.0
16246,RegionE,1684,0.0,5.0
16247,RegionF,372,0.0,5.0
16248,RegionA,2108,0.0,5.0
16249,RegionB,266,0.0,5.0
16250,RegionC,1706,0.0,5.0
16251,RegionD,33,0.0,5.0
16252,RegionE,2359,0.0,5.0
16253,RegionF,422,0.0,5.0
16254,RegionA,2027,0.0,5.0
16255,RegionA,788,0.0,5.0
16256,RegionD,2208,0.0,5.0
16257,RegionE,266,0.0,5.0
16258,RegionC,1914,0.0,5.0
16259,RegionC,1310,0.0,5.0
16260,RegionF,549,0.0,5.0
16261,RegionA,1330,0.0,5.0
16262,RegionA,228,0.0,5.0
16263,RegionD,733,0.0,5.0
16264,RegionD,311,0.0,5.0
16265,RegionE,289,0.0,5.0
16266,RegionC,817,0.0,5.0
16267,RegionA,1570,0.0,5.0
16268,RegionA,1094,0.0,5.0
16269,RegionA,2367,0.0,5.0
16270,RegionD,718,0.0,5.0
16271,RegionB,714,0.0,5.0
16272,RegionC,1967,0.0,5.0
16273,RegionF,1563,0.0,5.0
16274,RegionA,2388,0.0,5.0
16275,RegionD,1734,0.0,5.0
16276,RegionD,709,0.0,5.0
16277,RegionB,2334,0.0,5.0
16278,RegionD,957,0.0,5.0
16279,RegionC,2200,0.0,5.0
16280,RegionA,382,0.0,5.0
16281,RegionD,1024,0.0,5.0
16282,RegionA,267,0.0,5.0
16283,RegionD,2219,0.0,5.0
16284,RegionB,66,0.0,5.0
16285,RegionF,944,0.0,5.0
16286,RegionF,519,0.0,5.0
16287,RegionA,609,0.0,5.0
16288,RegionB,9,0.0,5.0
16289,RegionB,1739,0.0,5.0
16290,RegionE,727,0.0,5.0
16291,RegionE,769,0.0,5.0
16292,RegionE,1679,0.0,5.0
16293,RegionF,825,0.0,5.0
16294,RegionA,2119,0.0,5.0
16295,RegionD,942,0.0,5.0
16296,RegionB,1054,0.0,5.0
16297,RegionB,1935,0.0,5.0
16298,RegionE,419,0.0,5.0
16299,RegionF,2157,0.0,5.0
16300,RegionA,1786,0.0,5.0
16301,RegionD,1042,0.0,5.0
16302,RegionD,152,0.0,5.0
16303,RegionE,1780,0.0,5.0
16304,RegionD,1179,0.0,5.0
16305,RegionC,1164,0.0,5.0
16306,RegionF,2302,0.0,5.0
16307,RegionA,1571,0.0,5.0
16308,RegionD,547,0.0,5.0
16309,RegionD,1350,0.0,5.0
16310,RegionD,85,0.0,5.0
16311,RegionD,1101,0.0,5.0
16312,RegionC,1392,0.0,5.0
16313,RegionA,2365,0.0,5.0
16314,RegionA,668,0.0,5.0
16315,RegionD,2142,0.0,5.0
16316,RegionD,1528,0.0,5.0
16317,RegionE,1114,0.0,5.0
16318,RegionE,33,0.0,5.0
16319,RegionE,2331,0.0,5.0
16320,RegionA,1728,0.0,5.0
16321,RegionB,1338,0.0,5.0
16322,RegionB,1321,0.0,5.0
16323,RegionE,393,0.0,5.0
16324,RegionD,1658,0.0,5.0
16325,RegionE,183,0.0,5.0
16326,RegionA,1875,0.0,5.0
16327,RegionA,2250,0.0,5.0
16328,RegionD,824,0.0,5.0
16329,RegionB,154,0.0,5.0
16330,RegionE,1393,0.0,5.0
16331,RegionE,558,0.0,5.0
16332,RegionF,2083,0.0,5.0
16333,RegionA,869,0.0,5.0
16334,RegionB,1166,0.0,5.0
16335,RegionD,1646,0.0,5.0
16336,RegionE,1545,0.0,5.0
16337,RegionE,1776,0.0,5.0
16338,RegionE,1843,0.0,5.0
16339,RegionA,2207,0.0,5.0
16340,RegionD,2373,0.0,5.0
16341,RegionB,1871,0.0,5.0
16342,RegionB,1673,0.0,5.0
16343,RegionE,436,0.0,5.0
16344,RegionE,91,0.0,5.0
16345,RegionF,2393,0.0,5.0
16346,RegionA,348,0.0,5.0
16347,RegionB,1803,0.0,5.0
16348,RegionB,330,0.0,5.0
16349,RegionB,880,0.0,5.0
16350,RegionE,1067,0.0,5.0
16351,RegionF,1835,0.0,5.0
16352,RegionF,1379,0.0,5.0
16353,RegionA,1967,0.0,5.0
16354,RegionB,1715,0.0,5.0
16355,RegionC,1334,0.0,5.0
16356,RegionB,1387,0.0,5.0
16357,RegionC,2223,0.0,5.0
16358,RegionF,2069,0.0,5.0
16359,RegionA,81,0.0,5.0
16360,RegionD,392,0.0,5.0
16361,RegionB,2012,0.0,5.0
16362,RegionE,1198,0.0,5.0
16363,RegionD,2305,0.0,5.0
16364,RegionF,740,0.0,5.0
16365,RegionE,1163,0.0,5.0
16366,RegionC,849,0.0,5.0
16367,RegionB,1781,0.0,5.0
16368,RegionD,2118,0.0,5.0
16369,RegionD,76,0.0,5.0
16370,RegionD,1327,0.0,5.0
16371,RegionC,1372,0.0,5.0
16372,RegionA,1673,0.0,5.0
16373,RegionD,2361,0.0,5.0
16374,RegionA,1984,0.0,5.0
16375,RegionC,1273,0.0,5.0
16376,RegionB,555,0.0,5.0
16377,RegionF,1082,0.0,5.0
16378,RegionE,2297,0.0,5.0
16379,RegionA,295,0.0,5.0
16380,RegionB,2199,0.0,5.0
16381,RegionD,687,0.0,5.0
16382,RegionD,1825,0.0,5.0
16383,RegionC,1231,0.0,5.0
16384,RegionC,532,0.0,5.0
16385,RegionA,228,0.0,5.0
16386,RegionD,985,0.0,5.0
16387,RegionD,1325,0.0,5.0
16388,RegionD,2009,0.0,5.0
16389,RegionD,706,0.0,5.0
16390,RegionE,1232,0.0,5.0
16391,RegionF,292,0.0,5.0
16392,RegionB,1684,0.0,5.0
16393,RegionA,2118,0.0,5.0
16394,RegionD,1177,0.0,5.0
16395,RegionE,1001,0.0,5.0
16396,RegionE,1667,0.0,5.0
16397,RegionF,212,0.0,5.0
16398,RegionF,1578,0.0,5.0
16399,RegionA,1323,0.0,5.0
16400,RegionD,1436,0.0,5.0
16401,RegionB,77,0.0,5.0
16402,RegionE,346,0.0,5.0
16403,RegionC,325,0.0,5.0
16404,RegionD,1799,0.0,5.0
16405,RegionB,2367,0.0,5.0
16406,RegionB,1365,0.0,5.0
16407,RegionB,853,0.0,5.0
16408,RegionB,1204,0.0,5.0
16409,RegionE,2063,0.0,5.0
16410,RegionE,603,0.0,5.0
16411,RegionF,2005,0.0,5.0
16412,RegionA,1434,0.0,5.0
16413,RegionD,1540,0.0,5.0
16414,RegionC,199,0.0,5.0
16415,RegionB,1586,0.0,5.0
16416,RegionD,1699,0.0,5.0
16417,RegionC,211,0.0,5.0
16418,RegionA,1730,0.0,5.0
16419,RegionA,1039,0.0,5.0
16420,RegionB,1152,0.0,5.0
16421,RegionB,1057,0.0,5.0
16422,RegionD,2083,0.0,5.0
16423,RegionF,1546,0.0,5.0
16424,RegionF,1001,0.0,5.0
16425,RegionA,429,0.0,5.0
16426,RegionD,294,0.0,5.0
16427,RegionD,616,0.0,5.0
16428,RegionB,910,0.0,5.0
16429,RegionD,1801,0.0,5.0
16430,RegionF,1727,0.0,5.0
16431,RegionA,1952,0.0,5.0
16432,RegionD,195,0.0,5.0
16433,RegionB,900,0.0,5.0
16434,RegionB,1828,0.0,5.0
16435,RegionD,1146,0.0,5.0
16436,RegionE,1888,0.0,5.0
16437,RegionF,1753,0.0,5.0
16438,RegionA,1693,0.0,5.0
16439,RegionA,1589,0.0,5.0
16440,RegionB,1607,0.0,5.0
16441,RegionD,2204,0.0,5.0
16442,RegionD,168,0.0,5.0
16443,RegionF,2270,0.0,5.0
16444,RegionA,2000,0.0,5.0
16445,RegionA,1085,0.0,5.0
16446,RegionB,1533,0.0,5.0
16447,RegionD,1116,0.0,5.0
16448,RegionE,1174,0.0,5.0
16449,RegionF,980,0.0,5.0
16450,RegionF,2057,0.0,5.0
16451,RegionB,1369,0.0,5.0
16452,RegionA,1450,0.0,5.0
16453,RegionB,1827,0.0,5.0
16454,RegionE,1882,0.0,5.0
16455,RegionD,112,0.0,5.0
16456,RegionC,1950,0.0,5.0
16457,RegionF,1907,0.0,5.0
16458,RegionA,2283,0.0,5.0
16459,RegionB,1152,0.0,5.0
16460,RegionB,1086,0.0,5.0
16461,RegionB,92,0.0,5.0
16462,RegionE,1725,0.0,5.0
16463,RegionF,1452,0.0,5.0
16464,RegionA,1262,0.0,5.0
16465,RegionD,1823,0.0,5.0
16466,RegionB,818,0.0,5.0
16467,RegionC,361,0.0,5.0
16468,RegionC,1298,0.0,5.0
16469,RegionE,850,0.0,5.0
16470,RegionF,851,0.0,5.0
16471,RegionA,238,0.0,5.0
16472,RegionA,190,0.0,5.0
16473,RegionD,1137,0.0,5.0
16474,RegionE,137,0.0,5.0
16475,RegionD,1526,0.0,5.0
16476,RegionF,1462,0.0,5.0
16477,RegionA,2073,0.0,5.0
16478,RegionA,991,0.0,5.0
16479,RegionD,1189,0.0,5.0
16480,RegionD,1078,0.0,5.0
16481,RegionD,1000,0.0,5.0
16482,RegionF,1366,0.0,5.0
16483,RegionF,1731,0.0,5.0
16484,RegionA,1007,0.0,5.0
16485,RegionB,738,0.0,5.0
16486,RegionB,533,0.0,5.0
16487,RegionD,1760,0.0,5.0
16488,RegionC,55,0.0,5.0
16489,RegionC,1065,0.0,5.0
16490,RegionA,118,0.0,5.0
16491,RegionD,322,0.0,5.0
16492,RegionA,245,0.0,5.0
16493,RegionD,1005,0.0,5.0
16494,RegionD,2395,0.0,5.0
16495,RegionF,1481,0.0,5.0
16496,RegionF,318,0.0,5.0
16497,RegionA,2055,0.0,5.0
16498,RegionD,1634,0.0,5.0
16499,RegionB,329,0.0,5.0
16500,RegionB,2243,0.0,5.0
16501,RegionC,1303,0.0,5.0
16502,RegionF,880,0.0,5.0
16503,RegionA,1834,0.0,5.0
16504,RegionA,1645,0.0,5.0
16505,RegionB,313,0.0,5.0
16506,RegionC,1255,0.0,5.0
16507,RegionD,1837,0.0,5.0
16508,RegionE,380,0.0,5.0
16509,RegionF,1672,0.0,5.0
16510,RegionB,1994,0.0,5.0
16511,RegionD,0,0.0,5.0
16512,RegionB,1890,0.0,5.0
16513,RegionE,2390,0.0,5.0
16514,RegionD,1637,0.0,5.0
16515,RegionF,1570,0.0,5.0
16516,RegionF,603,0.0,5.0
16517,RegionC,64,0.0,5.0
16518,RegionD,1527,0.0,5.0
16519,RegionD,545,0.0,5.0
16520,RegionD,1655,0.0,5.0
16521,RegionD,1535,0.0,5.0
16522,RegionD,2157,0.0,5.0
16523,RegionB,277,0.0,5.0
16524,RegionB,672,0.0,5.0
16525,RegionD,953,0.0,5.0
16526,RegionE,948,0.0,5.0
16527,RegionC,739,0.0,5.0
16528,RegionF,761,0.0,5.0
16529,RegionF,1731,0.0,5.0
16530,RegionA,71,0.0,5.0
16531,RegionB,1139,0.0,5.0
16532,RegionC,991,0.0,5.0
16533,RegionE,2191,0.0,5.0
16534,RegionD,715,0.0,5.0
16535,RegionC,274,0.0,5.0
16536,RegionA,224,0.0,5.0
16537,RegionA,275,0.0,5.0
16538,RegionA,361,0.0,5.0
16539,RegionD,1591,0.0,5.0
16540,RegionD,132,0.0,5.0
16541,RegionE,1984,0.0,5.0
16542,RegionF,1847,0.0,5.0
16543,RegionA,873,0.0,5.0
16544,RegionD,369,0.0,5.0
16545,RegionC,1858,0.0,5.0
16546,RegionE,2049,0.0,5.0
16547,RegionD,686,0.0,5.0
16548,RegionE,1864,0.0,5.0
16549,RegionA,1238,0.0,5.0
16550,RegionA,10,0.0,5.0
16551,RegionA,1340,0.0,5.0
16552,RegionD,1075,0.0,5.0
16553,RegionD,422,0.0,5.0
16554,RegionC,681,0.0,5.0
16555,RegionF,925,0.0,5.0
16556,RegionB,1969,0.0,5.0
16557,RegionD,924,0.0,5.0
16558,RegionB,336,0.0,5.0
16559,RegionE,1664,0.0,5.0
16560,RegionD,1270,0.0,5.0
16561,RegionE,1962,0.0,5.0
16562,RegionA,391,0.0,5.0
16563,RegionA,369,0.0,5.0
16564,RegionA,1501,0.0,5.0
16565,RegionB,2070,0.0,5.0
16566,RegionE,769,0.0,5.0
16567,RegionC,578,0.0,5.0
16568,RegionF,2105,0.0,5.0
16569,RegionA,801,0.0,5.0
16570,RegionB,1713,0.0,5.0
16571,RegionB,2189,0.0,5.0
16572,RegionB,1430,0.0,5.0
16573,RegionC,2159,0.0,5.0
16574,RegionF,1493,0.0,5.0
16575,RegionF,687,0.0,5.0
16576,RegionC,487,0.0,5.0
16577,RegionB,2254,0.0,5.0
16578,RegionD,1342,0.0,5.0
16579,RegionD,237,0.0,5.0
16580,RegionE,2140,0.0,5.0
16581,RegionF,311,0.0,5.0
16582,RegionA,2269,0.0,5.0
16583,RegionB,1352,0.0,5.0
16584,RegionB,2125,0.0,5.0
16585,RegionB,1543,0.0,5.0
16586,RegionD,1413,0.0,5.0
16587,RegionF,728,0.0,5.0
16588,RegionE,2203,0.0,5.0
16589,RegionA,397,0.0,5.0
16590,RegionD,902,0.0,5.0
16591,RegionC,2181,0.0,5.0
16592,RegionE,375,0.0,5.0
16593,RegionE,168,0.0,5.0
16594,RegionE,227,0.0,18.0
16595,RegionA,2182,0.0,5.0
16596,RegionA,1057,0.0,5.0
16597,RegionB,774,0.0,5.0
16598,RegionC,520,0.0,5.0
16599,RegionE,708,0.0,5.0
16600,RegionE,643,0.0,5.0
16601,RegionE,1515,0.0,5.0
16602,RegionB,1897,0.0,5.0
16603,RegionD,991,0.0,5.0
16604,RegionB,416,0.0,5.0
16605,RegionB,259,0.0,5.0
16606,RegionE,1287,0.0,5.0
16607,RegionC,1934,0.0,5.0
16608,RegionA,1209,0.0,5.0
16609,RegionA,356,0.0,5.0
16610,RegionB,1644,0.0,5.0
16611,RegionB,805,0.0,5.0
16612,RegionB,343,0.0,5.0
16613,RegionE,1459,0.0,5.0
16614,RegionF,801,0.0,5.0
16615,RegionA,257,0.0,5.0
16616,RegionB,915,0.0,5.0
16617,RegionB,777,0.0,5.0
16618,RegionB,1258,0.0,5.0
16619,RegionD,42,0.0,5.0
16620,RegionE,1806,0.0,5.0
16621,RegionE,360,0.0,18.0
16622,RegionC,408,0.0,5.0
16623,RegionA,1668,0.0,5.0
16624,RegionC,2248,0.0,5.0
16625,RegionD,1281,0.0,5.0
16626,RegionE,1870,0.0,5.0
16627,RegionF,1770,0.0,5.0
16628,RegionA,1251,0.0,5.0
16629,RegionB,1243,0.0,5.0
16630,RegionB,2287,0.0,5.0
16631,RegionE,752,0.0,5.0
16632,RegionE,402,0.0,5.0
16633,RegionC,1665,0.0,5.0
16634,RegionF,1093,0.0,5.0
16635,RegionA,625,0.0,5.0
16636,RegionA,1707,0.0,5.0
16637,RegionC,336,0.0,5.0
16638,RegionE,421,0.0,5.0
16639,RegionC,1717,0.0,5.0
16640,RegionC,1566,0.0,5.0
16641,RegionA,1558,0.0,5.0
16642,RegionD,382,0.0,5.0
16643,RegionA,241,0.0,5.0
16644,RegionE,2156,0.0,5.0
16645,RegionE,542,0.0,5.0
16646,RegionC,1024,0.0,5.0
16647,RegionE,505,0.0,5.0
16648,RegionA,2193,0.0,5.0
16649,RegionA,1709,0.0,5.0
16650,RegionD,515,0.0,5.0
16651,RegionB,342,0.0,5.0
16652,RegionE,2044,0.0,5.0
16653,RegionE,1647,0.0,5.0
16654,RegionA,1560,0.0,5.0
16655,RegionD,2328,0.0,5.0
16656,RegionB,598,0.0,5.0
16657,RegionB,2167,0.0,5.0
16658,RegionB,1109,0.0,5.0
16659,RegionE,2346,0.0,5.0
16660,RegionF,353,0.0,5.0
16661,RegionB,15,0.0,5.0
16662,RegionA,1414,0.0,5.0
16663,RegionD,943,0.0,5.0
16664,RegionB,1440,0.0,5.0
16665,RegionD,530,0.0,5.0
16666,RegionC,2257,0.0,5.0
16667,RegionA,1867,0.0,5.0
16668,RegionA,824,0.0,5.0
16669,RegionA,597,0.0,5.0
16670,RegionB,190,0.0,5.0
16671,RegionE,1897,0.0,5.0
16672,RegionE,2289,0.0,5.0
16673,RegionF,2020,0.0,5.0
16674,RegionB,527,0.0,5.0
16675,RegionB,783,0.0,5.0
16676,RegionD,1896,0.0,5.0
16677,RegionB,592,0.0,5.0
16678,RegionE,1432,0.0,5.0
16679,RegionC,1209,0.0,5.0
16680,RegionF,762,0.0,5.0
16681,RegionC,183,0.0,5.0
16682,RegionB,2096,0.0,5.0
16683,RegionD,94,0.0,5.0
16684,RegionE,603,0.0,5.0
16685,RegionF,2113,0.0,5.0
16686,RegionF,65,0.0,5.0
16687,RegionA,179,0.0,5.0
16688,RegionB,2262,0.0,5.0
16689,RegionB,710,0.0,5.0
16690,RegionB,1073,0.0,5.0
16691,RegionC,1714,0.0,5.0
16692,RegionE,1230,0.0,5.0
16693,RegionF,1079,0.0,5.0
16694,RegionA,1634,0.0,5.0
16695,RegionD,1397,0.0,5.0
16696,RegionB,2373,0.0,5.0
16697,RegionB,1053,0.0,5.0
16698,RegionC,2058,0.0,5.0
16699,RegionF,2393,0.0,5.0
16700,RegionA,1353,0.0,5.0
16701,RegionA,1606,0.0,5.0
16702,RegionD,1063,0.0,5.0
16703,RegionB,144,0.0,5.0
16704,RegionB,1593,0.0,5.0
16705,RegionE,1451,0.0,5.0
16706,RegionF,551,0.0,5.0
16707,RegionA,2108,0.0,5.0
16708,RegionD,2015,0.0,5.0
16709,RegionD,2083,0.0,5.0
16710,RegionE,1813,0.0,5.0
16711,RegionE,1560,0.0,5.0
16712,RegionE,1743,0.0,5.0
16713,RegionA,973,0.0,5.0
16714,RegionA,843,0.0,5.0
16715,RegionB,214,0.0,5.0
16716,RegionC,524,0.0,5.0
16717,RegionB,94,0.0,5.0
16718,RegionC,400,0.0,5.0
16719,RegionF,792,0.0,5.0
16720,RegionB,1565,0.0,5.0
16721,RegionA,1144,0.0,5.0
16722,RegionB,1134,0.0,5.0
16723,RegionE,1831,0.0,5.0
16724,RegionC,2365,0.0,5.0
16725,RegionF,63,0.0,5.0
16726,RegionA,2084,0.0,5.0
16727,RegionA,849,0.0,5.0
16728,RegionB,496,0.0,5.0
16729,RegionD,1050,0.0,5.0
16730,RegionE,1321,0.0,5.0
16731,RegionF,1007,0.0,5.0
16732,RegionF,690,0.0,5.0
16733,RegionB,2332,0.0,5.0
16734,RegionB,1261,0.0,5.0
16735,RegionB,499,0.0,5.0
16736,RegionC,1882,0.0,5.0
16737,RegionE,195,0.0,5.0
16738,RegionE,955,0.0,5.0
16739,RegionF,1804,0.0,5.0
16740,RegionA,2297,0.0,5.0
16741,RegionA,1468,0.0,5.0
16742,RegionB,1674,0.0,5.0
16743,RegionD,880,0.0,5.0
16744,RegionE,230,0.0,5.0
16745,RegionF,1357,0.0,5.0
16746,RegionB,905,0.0,5.0
16747,RegionA,1613,0.0,5.0
16748,RegionB,32,0.0,5.0
16749,RegionE,1047,0.0,5.0
16750,RegionE,2117,0.0,5.0
16751,RegionE,2165,0.0,5.0
16752,RegionF,1695,0.0,5.0
16753,RegionA,1556,0.0,5.0
16754,RegionD,611,0.0,5.0
16755,RegionD,683,0.0,5.0
16756,RegionD,2190,0.0,5.0
16757,RegionE,760,0.0,5.0
16758,RegionC,2152,0.0,5.0
16759,RegionA,2197,0.0,5.0
16760,RegionA,453,0.0,5.0
16761,RegionD,894,0.0,5.0
16762,RegionB,1005,0.0,5.0
16763,RegionD,858,0.0,5.0
16764,RegionC,1789,0.0,5.0
16765,RegionF,2106,0.0,5.0
16766,RegionA,1749,0.0,5.0
16767,RegionD,1220,0.0,5.0
16768,RegionD,1730,0.0,5.0
16769,RegionD,1677,0.0,5.0
16770,RegionE,2028,0.0,5.0
16771,RegionF,75,0.0,5.0
16772,RegionA,1635,0.0,5.0
16773,RegionA,1326,0.0,5.0
16774,RegionD,896,0.0,5.0
16775,RegionC,1101,0.0,5.0
16776,RegionE,1149,0.0,5.0
16777,RegionF,1333,0.0,5.0
16778,RegionF,1945,0.0,5.0
16779,RegionA,600,0.0,5.0
16780,RegionA,946,0.0,5.0
16781,RegionB,821,0.0,5.0
16782,RegionB,1956,0.0,5.0
16783,RegionD,1411,0.0,5.0
16784,RegionF,1350,0.0,5.0
16785,RegionF,649,0.0,5.0
16786,RegionC,2001,0.0,5.0
16787,RegionB,2201,0.0,5.0
16788,RegionD,1873,0.0,5.0
16789,RegionD,356,0.0,5.0
16790,RegionE,263,0.0,18.0
16791,RegionF,1192,0.0,5.0
16792,RegionB,1580,0.0,5.0
16793,RegionD,640,0.0,5.0
16794,RegionB,1817,0.0,5.0
16795,RegionC,492,0.0,5.0
16796,RegionE,482,0.0,5.0
16797,RegionF,2019,0.0,5.0
16798,RegionF,1053,0.0,5.0
16799,RegionA,917,0.0,5.0
16800,RegionB,1664,0.0,5.0
16801,RegionC,1303,0.0,5.0
16802,RegionB,1467,0.0,5.0
16803,RegionE,1785,0.0,5.0
16804,RegionF,457,0.0,5.0
16805,RegionA,1651,0.0,5.0
16806,RegionA,2168,0.0,5.0
16807,RegionD,1748,0.0,5.0
16808,RegionB,32,0.0,5.0
16809,RegionC,2317,0.0,5.0
16810,RegionC,1437,0.0,5.0
16811,RegionF,2065,0.0,5.0
16812,RegionA,249,0.0,5.0
16813,RegionA,1622,0.0,5.0
16814,RegionB,154,0.0,5.0
16815,RegionB,1340,0.0,5.0
16816,RegionE,1947,0.0,5.0
16817,RegionF,635,0.0,5.0
16818,RegionA,1150,0.0,5.0
16819,RegionA,517,0.0,5.0
16820,RegionD,1150,0.0,5.0
16821,RegionD,880,0.0,5.0
16822,RegionD,685,0.0,5.0
16823,RegionE,1562,0.0,5.0
16824,RegionF,2266,0.0,5.0
16825,RegionA,2325,0.0,5.0
16826,RegionD,2129,0.0,5.0
16827,RegionB,1785,0.0,5.0
16828,RegionE,201,0.0,5.0
16829,RegionC,2073,0.0,5.0
16830,RegionC,1124,0.0,5.0
16831,RegionA,835,0.0,5.0
16832,RegionA,1228,0.0,5.0
16833,RegionD,20,0.0,5.0
16834,RegionB,1366,0.0,5.0
16835,RegionB,1796,0.0,5.0
16836,RegionF,991,0.0,5.0
16837,RegionF,2158,0.0,5.0
16838,RegionA,1639,0.0,5.0
16839,RegionD,1990,0.0,5.0
16840,RegionB,1416,0.0,5.0
16841,RegionC,1069,0.0,5.0
16842,RegionD,1707,0.0,5.0
16843,RegionC,1413,0.0,5.0
16844,RegionF,2399,0.0,5.0
16845,RegionA,1609,0.0,5.0
16846,RegionA,1791,0.0,5.0
16847,RegionC,1094,0.0,5.0
16848,RegionE,1650,0.0,5.0
16849,RegionF,564,0.0,5.0
16850,RegionF,557,0.0,5.0
16851,RegionA,1362,0.0,5.0
16852,RegionD,844,0.0,5.0
16853,RegionB,1224,0.0,5.0
16854,RegionE,2348,0.0,5.0
16855,RegionC,438,0.0,5.0
16856,RegionF,627,0.0,5.0
16857,RegionF,2173,0.0,5.0
16858,RegionA,1674,0.0,5.0
16859,RegionB,628,0.0,5.0
16860,RegionD,1492,0.0,5.0
16861,RegionE,174,0.0,5.0
16862,RegionC,350,0.0,5.0
16863,RegionF,1314,0.0,5.0
16864,RegionA,890,0.0,5.0
16865,RegionD,1007,0.0,5.0
16866,RegionA,2036,0.0,5.0
16867,RegionC,1393,0.0,5.0
16868,RegionD,2248,0.0,5.0
16869,RegionC,365,0.0,5.0
16870,RegionE,1582,0.0,5.0
16871,RegionA,1707,0.0,5.0
