TaskType,EstimatedDuration_min,Count,Probability
BatchInference,355,51,0.003050786624394329
BatchInference,356,43,0.002572231859783454
BatchInference,357,46,0.002751689896512532
BatchInference,358,46,0.002751689896512532
BatchInference,359,37,0.0022133157863252974
BatchInference,360,35,0.002093677095172579
BatchInference,361,33,0.00197403840401986
BatchInference,362,33,0.00197403840401986
BatchInference,363,43,0.002572231859783454
BatchInference,364,41,0.002452593168630735
BatchInference,365,40,0.002392773823054376
BatchInference,366,46,0.002751689896512532
BatchInference,367,51,0.003050786624394329
BatchInference,368,55,0.0032900640066997667
BatchInference,369,41,0.002452593168630735
BatchInference,370,38,0.002273135131901657
BatchInference,371,42,0.0025124125142070948
BatchInference,372,38,0.002273135131901657
BatchInference,373,39,0.0023329544774780163
BatchInference,374,45,0.002691870550936173
BatchInference,375,37,0.0022133157863252974
BatchInference,376,42,0.0025124125142070948
BatchInference,377,45,0.002691870550936173
BatchInference,378,46,0.002751689896512532
BatchInference,379,47,0.0028115092420888917
BatchInference,380,40,0.002392773823054376
BatchInference,381,44,0.002632051205359813
BatchInference,382,46,0.002751689896512532
BatchInference,383,40,0.002392773823054376
BatchInference,384,35,0.002093677095172579
BatchInference,385,41,0.002452593168630735
BatchInference,386,51,0.003050786624394329
BatchInference,387,35,0.002093677095172579
BatchInference,388,32,0.0019142190584435007
BatchInference,389,45,0.002691870550936173
BatchInference,390,46,0.002751689896512532
BatchInference,391,40,0.002392773823054376
BatchInference,392,38,0.002273135131901657
BatchInference,393,45,0.002691870550936173
BatchInference,394,42,0.0025124125142070948
BatchInference,395,41,0.002452593168630735
BatchInference,396,40,0.002392773823054376
BatchInference,397,40,0.002392773823054376
BatchInference,398,38,0.002273135131901657
BatchInference,399,34,0.0020338577495962193
RealTimeInference,10,40,0.002391772303276728
RealTimeInference,11,43,0.0025711552260224827
RealTimeInference,12,38,0.002272183688112892
RealTimeInference,13,43,0.0025711552260224827
RealTimeInference,14,47,0.0028103324563501556
RealTimeInference,15,44,0.0026309495336044007
RealTimeInference,16,46,0.002750538148768237
RealTimeInference,17,27,0.0016144463047117915
RealTimeInference,18,41,0.0024515666108586463
RealTimeInference,19,50,0.00298971537909591
RealTimeInference,20,45,0.002690743841186319
RealTimeInference,21,41,0.0024515666108586463
RealTimeInference,22,36,0.0021525950729490554
RealTimeInference,23,40,0.002391772303276728
RealTimeInference,24,45,0.002690743841186319
RealTimeInference,25,48,0.0028701267639320736
RealTimeInference,26,50,0.00298971537909591
RealTimeInference,27,48,0.0028701267639320736
RealTimeInference,28,46,0.002750538148768237
RealTimeInference,29,52,0.0031093039942597465
RealTimeInference,30,54,0.003228892609423583
RealTimeInference,31,44,0.0026309495336044007
RealTimeInference,32,45,0.002690743841186319
RealTimeInference,33,42,0.0025113609184405643
RealTimeInference,34,45,0.002690743841186319
RealTimeInference,35,46,0.002750538148768237
RealTimeInference,36,35,0.002092800765367137
RealTimeInference,37,41,0.0024515666108586463
RealTimeInference,38,47,0.0028103324563501556
RealTimeInference,39,45,0.002690743841186319
RealTimeInference,40,36,0.0021525950729490554
RealTimeInference,41,37,0.0022123893805309734
RealTimeInference,42,33,0.0019732121502033005
RealTimeInference,43,34,0.002033006457785219
RealTimeInference,44,41,0.0024515666108586463
RealTimeInference,45,47,0.0028103324563501556
RealTimeInference,46,46,0.002750538148768237
RealTimeInference,47,37,0.0022123893805309734
RealTimeInference,48,41,0.0024515666108586463
RealTimeInference,49,38,0.002272183688112892
RealTimeInference,50,65,0.003886629992824683
RealTimeInference,51,43,0.0025711552260224827
RealTimeInference,52,45,0.002690743841186319
RealTimeInference,53,47,0.0028103324563501556
RealTimeInference,54,43,0.0025711552260224827
RealTimeInference,55,43,0.0025711552260224827
RealTimeInference,56,45,0.002690743841186319
RealTimeInference,57,50,0.00298971537909591
RealTimeInference,58,37,0.0022123893805309734
RealTimeInference,59,46,0.002750538148768237
RealTimeInference,60,50,0.00298971537909591
RealTimeInference,61,38,0.002272183688112892
RealTimeInference,62,46,0.002750538148768237
RealTimeInference,63,39,0.00233197799569481
RealTimeInference,64,39,0.00233197799569481
RealTimeInference,65,38,0.002272183688112892
RealTimeInference,66,51,0.0030495096866778285
RealTimeInference,67,41,0.0024515666108586463
RealTimeInference,68,38,0.002272183688112892
RealTimeInference,69,51,0.0030495096866778285
RealTimeInference,70,32,0.0019134178426213825
RealTimeInference,71,49,0.002929921071513992
RealTimeInference,72,39,0.00233197799569481
RealTimeInference,73,43,0.0025711552260224827
RealTimeInference,74,50,0.00298971537909591
RealTimeInference,75,42,0.0025113609184405643
RealTimeInference,76,33,0.0019732121502033005
RealTimeInference,77,41,0.0024515666108586463
RealTimeInference,78,49,0.002929921071513992
RealTimeInference,79,43,0.0025711552260224827
RealTimeInference,80,47,0.0028103324563501556
RealTimeInference,81,42,0.0025113609184405643
RealTimeInference,82,36,0.0021525950729490554
RealTimeInference,83,45,0.002690743841186319
RealTimeInference,84,39,0.00233197799569481
RealTimeInference,85,39,0.00233197799569481
RealTimeInference,86,46,0.002750538148768237
RealTimeInference,87,59,0.003527864147333174
RealTimeInference,88,51,0.0030495096866778285
RealTimeInference,89,37,0.0022123893805309734
RealTimeInference,90,42,0.0025113609184405643
RealTimeInference,91,40,0.002391772303276728
RealTimeInference,92,48,0.0028701267639320736
RealTimeInference,93,50,0.00298971537909591
RealTimeInference,94,44,0.0026309495336044007
RealTimeInference,95,44,0.0026309495336044007
RealTimeInference,96,59,0.003527864147333174
RealTimeInference,97,37,0.0022123893805309734
RealTimeInference,98,43,0.0025711552260224827
RealTimeInference,99,46,0.002750538148768237
RealTimeInference,100,35,0.002092800765367137
RealTimeInference,101,35,0.002092800765367137
RealTimeInference,102,39,0.00233197799569481
RealTimeInference,103,36,0.0021525950729490554
RealTimeInference,104,41,0.0024515666108586463
RealTimeInference,105,47,0.0028103324563501556
RealTimeInference,106,43,0.0025711552260224827
RealTimeInference,107,51,0.0030495096866778285
RealTimeInference,108,44,0.0026309495336044007
RealTimeInference,109,50,0.00298971537909591
RealTimeInference,110,40,0.002391772303276728
RealTimeInference,111,47,0.0028103324563501556
RealTimeInference,112,42,0.0025113609184405643
RealTimeInference,113,53,0.0031690983018416645
RealTimeInference,114,42,0.0025113609184405643
RealTimeInference,115,49,0.002929921071513992
RealTimeInference,116,46,0.002750538148768237
RealTimeInference,117,54,0.003228892609423583
RealTimeInference,118,49,0.002929921071513992
RealTimeInference,119,46,0.002750538148768237
RealTimeInference,120,44,0.0026309495336044007
RealTimeInference,121,43,0.0025711552260224827
RealTimeInference,122,35,0.002092800765367137
RealTimeInference,123,42,0.0025113609184405643
RealTimeInference,124,48,0.0028701267639320736
RealTimeInference,125,46,0.002750538148768237
RealTimeInference,126,54,0.003228892609423583
RealTimeInference,127,39,0.00233197799569481
RealTimeInference,128,44,0.0026309495336044007
RealTimeInference,129,40,0.002391772303276728
RealTimeInference,130,55,0.003288686917005501
RealTimeInference,131,35,0.002092800765367137
RealTimeInference,132,36,0.0021525950729490554
RealTimeInference,133,43,0.0025711552260224827
RealTimeInference,134,43,0.0025711552260224827
RealTimeInference,135,33,0.0019732121502033005
RealTimeInference,136,47,0.0028103324563501556
RealTimeInference,137,45,0.002690743841186319
RealTimeInference,138,36,0.0021525950729490554
RealTimeInference,139,39,0.00233197799569481
RealTimeInference,140,31,0.0018536235350394643
RealTimeInference,141,41,0.0024515666108586463
RealTimeInference,142,51,0.0030495096866778285
RealTimeInference,143,34,0.002033006457785219
RealTimeInference,144,37,0.0022123893805309734
RealTimeInference,145,49,0.002929921071513992
RealTimeInference,146,42,0.0025113609184405643
RealTimeInference,147,39,0.00233197799569481
RealTimeInference,148,30,0.0017938292274575461
RealTimeInference,149,49,0.002929921071513992
RealTimeInference,150,51,0.0030495096866778285
RealTimeInference,151,42,0.0025113609184405643
RealTimeInference,152,38,0.002272183688112892
RealTimeInference,153,33,0.0019732121502033005
RealTimeInference,154,48,0.0028701267639320736
RealTimeInference,155,43,0.0025711552260224827
RealTimeInference,156,46,0.002750538148768237
RealTimeInference,157,46,0.002750538148768237
RealTimeInference,158,51,0.0030495096866778285
RealTimeInference,159,33,0.0019732121502033005
RealTimeInference,160,28,0.0016742406122937097
RealTimeInference,161,40,0.002391772303276728
RealTimeInference,162,40,0.002391772303276728
RealTimeInference,163,49,0.002929921071513992
RealTimeInference,164,41,0.0024515666108586463
RealTimeInference,165,47,0.0028103324563501556
RealTimeInference,166,39,0.00233197799569481
RealTimeInference,167,48,0.0028701267639320736
RealTimeInference,168,53,0.0031690983018416645
RealTimeInference,169,40,0.002391772303276728
RealTimeInference,170,42,0.0025113609184405643
RealTimeInference,171,44,0.0026309495336044007
RealTimeInference,172,46,0.002750538148768237
RealTimeInference,173,48,0.0028701267639320736
RealTimeInference,174,44,0.0026309495336044007
RealTimeInference,175,35,0.002092800765367137
RealTimeInference,176,29,0.001734034919875628
RealTimeInference,177,30,0.0017938292274575461
RealTimeInference,178,47,0.0028103324563501556
RealTimeInference,179,48,0.0028701267639320736
RealTimeInference,180,39,0.00233197799569481
RealTimeInference,181,48,0.0028701267639320736
RealTimeInference,182,40,0.002391772303276728
RealTimeInference,183,44,0.0026309495336044007
RealTimeInference,184,34,0.002033006457785219
RealTimeInference,185,43,0.0025711552260224827
RealTimeInference,186,41,0.0024515666108586463
RealTimeInference,187,33,0.0019732121502033005
RealTimeInference,188,34,0.002033006457785219
RealTimeInference,189,41,0.0024515666108586463
RealTimeInference,190,37,0.0022123893805309734
RealTimeInference,191,32,0.0019134178426213825
RealTimeInference,192,37,0.0022123893805309734
RealTimeInference,193,38,0.002272183688112892
RealTimeInference,194,36,0.0021525950729490554
RealTimeInference,195,37,0.0022123893805309734
RealTimeInference,196,46,0.002750538148768237
RealTimeInference,197,53,0.0031690983018416645
RealTimeInference,198,54,0.003228892609423583
RealTimeInference,199,34,0.002033006457785219
RealTimeInference,200,56,0.0033484812245874193
RealTimeInference,201,56,0.0033484812245874193
RealTimeInference,202,39,0.00233197799569481
RealTimeInference,203,45,0.002690743841186319
RealTimeInference,204,38,0.002272183688112892
RealTimeInference,205,38,0.002272183688112892
RealTimeInference,206,52,0.0031093039942597465
RealTimeInference,207,43,0.0025711552260224827
RealTimeInference,208,47,0.0028103324563501556
RealTimeInference,209,55,0.003288686917005501
RealTimeInference,210,41,0.0024515666108586463
RealTimeInference,211,50,0.00298971537909591
RealTimeInference,212,51,0.0030495096866778285
RealTimeInference,213,42,0.0025113609184405643
RealTimeInference,214,44,0.0026309495336044007
RealTimeInference,215,39,0.00233197799569481
RealTimeInference,216,34,0.002033006457785219
RealTimeInference,217,31,0.0018536235350394643
RealTimeInference,218,40,0.002391772303276728
RealTimeInference,219,31,0.0018536235350394643
RealTimeInference,220,39,0.00233197799569481
RealTimeInference,221,50,0.00298971537909591
RealTimeInference,222,39,0.00233197799569481
RealTimeInference,223,45,0.002690743841186319
RealTimeInference,224,44,0.0026309495336044007
RealTimeInference,225,47,0.0028103324563501556
RealTimeInference,226,44,0.0026309495336044007
RealTimeInference,227,46,0.002750538148768237
RealTimeInference,228,44,0.0026309495336044007
RealTimeInference,229,38,0.002272183688112892
RealTimeInference,230,48,0.0028701267639320736
RealTimeInference,231,54,0.003228892609423583
RealTimeInference,232,49,0.002929921071513992
RealTimeInference,233,32,0.0019134178426213825
RealTimeInference,234,47,0.0028103324563501556
RealTimeInference,235,47,0.0028103324563501556
RealTimeInference,236,40,0.002391772303276728
RealTimeInference,237,46,0.002750538148768237
RealTimeInference,238,38,0.002272183688112892
RealTimeInference,239,41,0.0024515666108586463
RealTimeInference,240,47,0.0028103324563501556
RealTimeInference,241,44,0.0026309495336044007
RealTimeInference,242,44,0.0026309495336044007
RealTimeInference,243,50,0.00298971537909591
RealTimeInference,244,56,0.0033484812245874193
RealTimeInference,245,37,0.0022123893805309734
RealTimeInference,246,41,0.0024515666108586463
RealTimeInference,247,38,0.002272183688112892
RealTimeInference,248,34,0.002033006457785219
RealTimeInference,249,45,0.002690743841186319
RealTimeInference,250,33,0.0019732121502033005
RealTimeInference,251,46,0.002750538148768237
RealTimeInference,252,47,0.0028103324563501556
RealTimeInference,253,50,0.00298971537909591
RealTimeInference,254,40,0.002391772303276728
RealTimeInference,255,55,0.003288686917005501
RealTimeInference,256,42,0.0025113609184405643
RealTimeInference,257,39,0.00233197799569481
RealTimeInference,258,47,0.0028103324563501556
RealTimeInference,259,39,0.00233197799569481
RealTimeInference,260,45,0.002690743841186319
RealTimeInference,261,39,0.00233197799569481
RealTimeInference,262,41,0.0024515666108586463
RealTimeInference,263,51,0.0030495096866778285
RealTimeInference,264,40,0.002391772303276728
RealTimeInference,265,43,0.0025711552260224827
RealTimeInference,266,46,0.002750538148768237
RealTimeInference,267,36,0.0021525950729490554
RealTimeInference,268,55,0.003288686917005501
RealTimeInference,269,36,0.0021525950729490554
RealTimeInference,270,38,0.002272183688112892
RealTimeInference,271,46,0.002750538148768237
RealTimeInference,272,44,0.0026309495336044007
RealTimeInference,273,46,0.002750538148768237
RealTimeInference,274,56,0.0033484812245874193
RealTimeInference,275,42,0.0025113609184405643
RealTimeInference,276,38,0.002272183688112892
RealTimeInference,277,37,0.0022123893805309734
RealTimeInference,278,49,0.002929921071513992
RealTimeInference,279,33,0.0019732121502033005
RealTimeInference,280,50,0.00298971537909591
RealTimeInference,281,40,0.002391772303276728
RealTimeInference,282,29,0.001734034919875628
RealTimeInference,283,33,0.0019732121502033005
RealTimeInference,284,50,0.00298971537909591
RealTimeInference,285,48,0.0028701267639320736
RealTimeInference,286,45,0.002690743841186319
RealTimeInference,287,49,0.002929921071513992
RealTimeInference,288,45,0.002690743841186319
RealTimeInference,289,46,0.002750538148768237
RealTimeInference,290,52,0.0031093039942597465
RealTimeInference,291,49,0.002929921071513992
RealTimeInference,292,34,0.002033006457785219
RealTimeInference,293,43,0.0025711552260224827
RealTimeInference,294,47,0.0028103324563501556
RealTimeInference,295,36,0.0021525950729490554
RealTimeInference,296,38,0.002272183688112892
RealTimeInference,297,45,0.002690743841186319
RealTimeInference,298,59,0.003527864147333174
RealTimeInference,299,41,0.0024515666108586463
RealTimeInference,300,41,0.0024515666108586463
RealTimeInference,301,43,0.0025711552260224827
RealTimeInference,302,47,0.0028103324563501556
RealTimeInference,303,49,0.002929921071513992
RealTimeInference,304,41,0.0024515666108586463
RealTimeInference,305,38,0.002272183688112892
RealTimeInference,306,30,0.0017938292274575461
RealTimeInference,307,32,0.0019134178426213825
RealTimeInference,308,35,0.002092800765367137
RealTimeInference,309,41,0.0024515666108586463
RealTimeInference,310,49,0.002929921071513992
RealTimeInference,311,37,0.0022123893805309734
RealTimeInference,312,30,0.0017938292274575461
RealTimeInference,313,55,0.003288686917005501
RealTimeInference,314,37,0.0022123893805309734
RealTimeInference,315,52,0.0031093039942597465
RealTimeInference,316,50,0.00298971537909591
RealTimeInference,317,45,0.002690743841186319
RealTimeInference,318,43,0.0025711552260224827
RealTimeInference,319,38,0.002272183688112892
RealTimeInference,320,46,0.002750538148768237
RealTimeInference,321,43,0.0025711552260224827
RealTimeInference,322,39,0.00233197799569481
RealTimeInference,323,43,0.0025711552260224827
RealTimeInference,324,39,0.00233197799569481
RealTimeInference,325,64,0.003826835685242765
RealTimeInference,326,47,0.0028103324563501556
RealTimeInference,327,46,0.002750538148768237
RealTimeInference,328,30,0.0017938292274575461
RealTimeInference,329,44,0.0026309495336044007
RealTimeInference,330,45,0.002690743841186319
RealTimeInference,331,43,0.0025711552260224827
RealTimeInference,332,49,0.002929921071513992
RealTimeInference,333,38,0.002272183688112892
RealTimeInference,334,53,0.0031690983018416645
RealTimeInference,335,42,0.0025113609184405643
RealTimeInference,336,41,0.0024515666108586463
RealTimeInference,337,42,0.0025113609184405643
RealTimeInference,338,39,0.00233197799569481
RealTimeInference,339,42,0.0025113609184405643
RealTimeInference,340,32,0.0019134178426213825
RealTimeInference,341,38,0.002272183688112892
RealTimeInference,342,44,0.0026309495336044007
RealTimeInference,343,42,0.0025113609184405643
RealTimeInference,344,44,0.0026309495336044007
RealTimeInference,345,43,0.0025711552260224827
RealTimeInference,346,50,0.00298971537909591
RealTimeInference,347,44,0.0026309495336044007
RealTimeInference,348,38,0.002272183688112892
RealTimeInference,349,39,0.00233197799569481
RealTimeInference,350,42,0.0025113609184405643
RealTimeInference,351,32,0.0019134178426213825
RealTimeInference,352,39,0.00233197799569481
RealTimeInference,353,44,0.0026309495336044007
RealTimeInference,354,29,0.001734034919875628
RealTimeInference,355,39,0.00233197799569481
RealTimeInference,356,34,0.002033006457785219
RealTimeInference,357,43,0.0025711552260224827
RealTimeInference,358,48,0.0028701267639320736
RealTimeInference,359,38,0.002272183688112892
RealTimeInference,360,41,0.0024515666108586463
RealTimeInference,361,45,0.002690743841186319
RealTimeInference,362,42,0.0025113609184405643
RealTimeInference,363,36,0.0021525950729490554
RealTimeInference,364,39,0.00233197799569481
RealTimeInference,365,49,0.002929921071513992
RealTimeInference,366,50,0.00298971537909591
RealTimeInference,367,50,0.00298971537909591
RealTimeInference,368,49,0.002929921071513992
RealTimeInference,369,42,0.0025113609184405643
RealTimeInference,370,39,0.00233197799569481
RealTimeInference,371,45,0.002690743841186319
RealTimeInference,372,47,0.0028103324563501556
RealTimeInference,373,34,0.002033006457785219
RealTimeInference,374,42,0.0025113609184405643
RealTimeInference,375,40,0.002391772303276728
RealTimeInference,376,34,0.002033006457785219
RealTimeInference,377,46,0.002750538148768237
RealTimeInference,378,49,0.002929921071513992
RealTimeInference,379,38,0.002272183688112892
RealTimeInference,380,34,0.002033006457785219
RealTimeInference,381,43,0.0025711552260224827
RealTimeInference,382,42,0.0025113609184405643
RealTimeInference,383,39,0.00233197799569481
RealTimeInference,384,57,0.0034082755321693373
RealTimeInference,385,53,0.0031690983018416645
RealTimeInference,386,52,0.0031093039942597465
RealTimeInference,387,52,0.0031093039942597465
RealTimeInference,388,35,0.002092800765367137
RealTimeInference,389,48,0.0028701267639320736
RealTimeInference,390,37,0.0022123893805309734
RealTimeInference,391,42,0.0025113609184405643
RealTimeInference,392,37,0.0022123893805309734
RealTimeInference,393,34,0.002033006457785219
RealTimeInference,394,47,0.0028103324563501556
RealTimeInference,395,47,0.0028103324563501556
RealTimeInference,396,47,0.0028103324563501556
RealTimeInference,397,43,0.0025711552260224827
RealTimeInference,398,39,0.00233197799569481
RealTimeInference,399,42,0.0025113609184405643
