Hour,TaskCount,TotalGPU,TotalGPUHour,Count_RegionA_RealTimeInference,GPU_RegionA_RealTimeInference,GPUHour_RegionA_RealTimeInference,Count_RegionA_BatchInference,GPU_RegionA_BatchInference,GPUHour_RegionA_BatchInference,Count_RegionA_AITraining,GPU_RegionA_AITraining,GPUHour_RegionA_AITraining,Count_RegionB_RealTimeInference,GPU_RegionB_RealTimeInference,GPUHour_RegionB_RealTimeInference,Count_RegionB_BatchInference,GPU_RegionB_BatchInference,GPUHour_RegionB_BatchInference,Count_RegionB_AITraining,GPU_RegionB_AITraining,GPUHour_RegionB_AITraining,Count_RegionC_RealTimeInference,GPU_RegionC_RealTimeInference,GPUHour_RegionC_RealTimeInference,Count_RegionC_BatchInference,GPU_RegionC_BatchInference,GPUHour_RegionC_BatchInference,Count_RegionC_AITraining,GPU_RegionC_AITraining,GPUHour_RegionC_AITraining,Count_RegionD_RealTimeInference,GPU_RegionD_RealTimeInference,GPUHour_RegionD_RealTimeInference,Count_RegionD_BatchInference,GPU_RegionD_BatchInference,GPUHour_RegionD_BatchInference,Count_RegionD_AITraining,GPU_RegionD_AITraining,GPUHour_RegionD_AITraining,Count_RegionE_RealTimeInference,GPU_RegionE_RealTimeInference,GPUHour_RegionE_RealTimeInference,Count_RegionE_BatchInference,GPU_RegionE_BatchInference,GPUHour_RegionE_BatchInference,Count_RegionE_AITraining,GPU_RegionE_AITraining,GPUHour_RegionE_AITraining,Count_RegionF_RealTimeInference,GPU_RegionF_RealTimeInference,GPUHour_RegionF_RealTimeInference,Count_RegionF_BatchInference,GPU_RegionF_BatchInference,GPUHour_RegionF_BatchInference,Count_RegionF_AITraining,GPU_RegionF_AITraining,GPUHour_RegionF_AITraining
241,21,710,2243.6833333333334,3.0,13.0,11.116666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,5.333333333333333,1.0,17.0,104.55000000000001,1.0,78.0,196.29999999999998,2.0,12.0,38.083333333333336,3.0,42.0,97.78333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,103.76666666666667,1.0,78.0,508.3,0.0,0.0,0.0,1.0,11.0,8.433333333333334,2.0,129.0,277.55,0.0,0.0,0.0,0.0,0.0,0.0,4.0,302.0,892.4666666666667
242,18,535,2173.3,2.0,13.0,53.5,2.0,29.0,131.75,0.0,0.0,0.0,2.0,9.0,27.799999999999997,1.0,14.0,53.66666666666667,0.0,0.0,0.0,1.0,5.0,18.583333333333336,1.0,12.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,32.266666666666666,1.0,117.0,614.25,0.0,0.0,0.0,2.0,34.0,96.5,1.0,60.0,388.0,1.0,3.0,15.0,1.0,5.0,32.583333333333336,2.0,212.0,689.0
243,20,772,2993.0833333333335,1.0,4.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,16.233333333333334,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,13.233333333333333,1.0,7.0,43.16666666666667,0.0,0.0,0.0,1.0,3.0,4.65,1.0,22.0,84.33333333333334,3.0,265.0,1315.0333333333333,0.0,0.0,0.0,2.0,18.0,58.03333333333333,3.0,280.0,1145.65,1.0,5.0,6.0,2.0,23.0,143.45,1.0,126.0,140.70000000000002
244,19,568,2553.85,1.0,7.0,13.766666666666666,3.0,45.0,138.91666666666666,0.0,0.0,0.0,5.0,30.0,110.56666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,23.349999999999998,0.0,0.0,0.0,1.0,63.0,369.59999999999997,0.0,0.0,0.0,2.0,26.0,115.76666666666667,2.0,156.0,855.4166666666667,0.0,0.0,0.0,1.0,14.0,48.300000000000004,2.0,222.0,878.1666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,25,828,2563.4666666666667,2.0,6.0,33.1,1.0,6.0,35.5,2.0,183.0,873.9666666666667,4.0,12.0,54.58333333333333,1.0,9.0,34.8,1.0,77.0,374.7333333333333,0.0,0.0,0.0,1.0,13.0,82.33333333333333,1.0,26.0,100.10000000000001,0.0,0.0,0.0,2.0,26.0,156.36666666666667,2.0,105.0,242.7,1.0,6.0,27.800000000000004,0.0,0.0,0.0,3.0,187.0,392.71666666666664,0.0,0.0,0.0,2.0,30.0,57.83333333333333,2.0,142.0,96.93333333333332
246,15,674,2332.55,4.0,12.0,39.233333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.3666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,36.7,0.0,0.0,0.0,1.0,123.0,649.85,0.0,0.0,0.0,1.0,12.0,59.400000000000006,2.0,225.0,873.45,0.0,0.0,0.0,0.0,0.0,0.0,2.0,140.0,441.1166666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,149.0,231.43333333333334
247,23,512,1848.5666666666666,3.0,9.0,34.333333333333336,1.0,6.0,12.2,0.0,0.0,0.0,3.0,12.0,41.099999999999994,1.0,21.0,32.550000000000004,0.0,0.0,0.0,2.0,6.0,29.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,72.0,421.63333333333327,4.0,282.0,1077.4833333333333,1.0,4.0,12.933333333333334,0.0,0.0,0.0,1.0,73.0,55.96666666666667,0.0,0.0,0.0,2.0,27.0,130.53333333333333,0.0,0.0,0.0
248,17,332,1051.9833333333333,1.0,4.0,20.933333333333334,1.0,6.0,32.099999999999994,0.0,0.0,0.0,2.0,9.0,46.53333333333333,1.0,23.0,9.966666666666667,0.0,0.0,0.0,2.0,3.0,6.533333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,88.66666666666667,2.0,90.0,204.3,0.0,0.0,0.0,2.0,30.0,90.10000000000001,1.0,39.0,21.450000000000003,0.0,0.0,0.0,2.0,25.0,109.18333333333334,1.0,77.0,422.2166666666667
249,25,721,1953.3166666666668,3.0,15.0,22.46666666666667,1.0,11.0,43.81666666666667,1.0,27.0,59.85,1.0,3.0,9.4,3.0,38.0,208.23333333333335,0.0,0.0,0.0,2.0,9.0,48.25,0.0,0.0,0.0,1.0,107.0,205.08333333333334,0.0,0.0,0.0,1.0,6.0,12.299999999999999,3.0,212.0,343.5166666666667,2.0,7.0,7.049999999999999,2.0,28.0,150.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,83.51666666666668,3.0,230.0,759.0333333333333
250,23,1001,3169.5166666666664,3.0,11.0,23.216666666666665,1.0,6.0,29.5,0.0,0.0,0.0,5.0,22.0,51.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,30.0,1.0,22.0,92.76666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,569.0,1865.3,0.0,0.0,0.0,1.0,22.0,80.66666666666666,3.0,305.0,929.7833333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,66.95
251,25,538,1254.5333333333333,3.0,14.0,37.266666666666666,2.0,22.0,80.03333333333333,0.0,0.0,0.0,2.0,5.0,15.4,0.0,0.0,0.0,1.0,22.0,37.03333333333333,2.0,11.0,47.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,75.0,317.08333333333337,1.0,63.0,202.65,1.0,3.0,18.400000000000002,2.0,13.0,60.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,155.83333333333334,4.0,277.0,283.03333333333336
252,25,731,2309.5833333333335,0.0,0.0,0.0,2.0,26.0,129.68333333333334,1.0,59.0,304.83333333333337,2.0,7.0,14.016666666666667,1.0,18.0,69.3,0.0,0.0,0.0,4.0,12.0,54.15,1.0,6.0,24.699999999999996,1.0,25.0,58.75,1.0,4.0,9.066666666666666,3.0,36.0,57.71666666666666,4.0,359.0,1057.1333333333334,1.0,1.0,1.7833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,20.166666666666664,1.0,23.0,133.78333333333333,2.0,150.0,374.5
253,24,842,2680.2000000000003,5.0,17.0,76.55,1.0,6.0,3.0,1.0,81.0,251.1,3.0,11.0,10.549999999999999,1.0,7.0,7.3500000000000005,1.0,89.0,390.11666666666673,1.0,5.0,3.1666666666666665,0.0,0.0,0.0,1.0,86.0,485.90000000000003,0.0,0.0,0.0,3.0,21.0,75.86666666666667,3.0,287.0,448.25,0.0,0.0,0.0,1.0,4.0,2.7333333333333334,1.0,31.0,70.78333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,197.0,854.8333333333333
254,22,357,1563.6666666666665,5.0,20.0,54.56666666666666,1.0,19.0,68.08333333333334,0.0,0.0,0.0,3.0,12.0,36.88333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,50.5,2.0,27.0,94.86666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,121.0,740.1166666666666,0.0,0.0,0.0,3.0,31.0,37.41666666666667,1.0,80.0,362.66666666666663,1.0,4.0,9.266666666666667,2.0,29.0,109.3,0.0,0.0,0.0
255,21,870,2717.616666666667,4.0,11.0,44.93333333333334,1.0,10.0,62.5,1.0,127.0,673.1,2.0,10.0,34.2,3.0,24.0,110.16666666666667,3.0,243.0,650.2333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,291.0,1021.6166666666667,0.0,0.0,0.0,1.0,9.0,21.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,42.16666666666667,1.0,123.0,57.4
256,13,277,1206.9166666666665,1.0,5.0,18.333333333333332,1.0,23.0,38.333333333333336,1.0,37.0,93.11666666666666,1.0,5.0,19.333333333333332,1.0,8.0,22.266666666666666,0.0,0.0,0.0,1.0,2.0,11.966666666666667,2.0,22.0,77.73333333333333,1.0,26.0,43.766666666666666,0.0,0.0,0.0,1.0,5.0,12.666666666666666,3.0,144.0,869.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,19,570,1404.4666666666667,4.0,13.0,51.81666666666667,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,45.516666666666666,1.0,19.0,72.83333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,89.13333333333333,1.0,59.0,11.8,1.0,1.0,1.5833333333333333,1.0,11.0,53.900000000000006,4.0,264.0,478.8666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,76.0,148.2,0.0,0.0,0.0,1.0,20.0,114.66666666666667,1.0,81.0,336.15000000000003
258,31,884,3190.233333333333,3.0,9.0,36.36666666666667,3.0,26.0,133.46666666666667,0.0,0.0,0.0,2.0,11.0,63.85,0.0,0.0,0.0,1.0,90.0,75.0,4.0,9.0,37.3,1.0,11.0,54.083333333333336,0.0,0.0,0.0,1.0,6.0,18.2,1.0,22.0,97.16666666666667,5.0,339.0,1518.6666666666665,1.0,7.0,17.03333333333333,2.0,40.0,61.5,4.0,282.0,989.7166666666667,0.0,0.0,0.0,3.0,32.0,87.88333333333334,0.0,0.0,0.0
259,25,771,1543.0666666666666,1.0,2.0,4.433333333333334,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,30.21666666666667,3.0,39.0,154.06666666666666,1.0,86.0,60.199999999999996,2.0,9.0,19.9,2.0,29.0,113.21666666666665,1.0,118.0,298.93333333333334,0.0,0.0,0.0,2.0,40.0,137.16666666666669,2.0,147.0,193.68333333333334,2.0,8.0,40.699999999999996,1.0,9.0,52.349999999999994,2.0,120.0,172.85000000000002,0.0,0.0,0.0,1.0,7.0,26.95,2.0,142.0,238.39999999999998
260,29,858,2604.133333333333,8.0,44.0,116.83333333333333,1.0,19.0,50.03333333333333,2.0,232.0,1000.9166666666666,3.0,15.0,31.36666666666667,1.0,8.0,28.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,45.0,111.43333333333332,4.0,228.0,884.4,1.0,3.0,14.95,2.0,33.0,128.8,1.0,121.0,42.349999999999994,0.0,0.0,0.0,1.0,19.0,27.55,2.0,91.0,166.83333333333331
261,24,512,1501.6833333333334,1.0,7.0,26.95,1.0,12.0,61.0,0.0,0.0,0.0,6.0,26.0,68.26666666666667,1.0,8.0,14.0,0.0,0.0,0.0,2.0,14.0,77.69999999999999,2.0,37.0,81.91666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,24.266666666666666,1.0,87.0,46.4,0.0,0.0,0.0,1.0,5.0,7.833333333333333,2.0,173.0,694.8833333333333,0.0,0.0,0.0,5.0,78.0,232.21666666666667,1.0,57.0,166.25
262,21,494,1638.35,2.0,7.0,10.066666666666666,2.0,23.0,62.96666666666667,1.0,45.0,143.25,1.0,2.0,12.9,3.0,38.0,96.53333333333333,0.0,0.0,0.0,3.0,8.0,45.099999999999994,1.0,17.0,66.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,203.33333333333334,2.0,160.0,564.5333333333333,0.0,0.0,0.0,1.0,5.0,19.666666666666664,1.0,99.0,59.4,0.0,0.0,0.0,1.0,9.0,55.05,1.0,45.0,299.25
263,24,616,2635.5833333333335,4.0,23.0,108.91666666666666,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,36.75,4.0,42.0,210.5,0.0,0.0,0.0,1.0,5.0,32.5,0.0,0.0,0.0,1.0,92.0,578.0666666666666,0.0,0.0,0.0,3.0,43.0,198.86666666666667,1.0,49.0,65.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,87.0,535.0500000000001,0.0,0.0,0.0,4.0,55.0,156.25,2.0,203.0,713.3500000000001
264,17,342,1082.5333333333333,2.0,13.0,61.833333333333336,4.0,70.0,296.6333333333333,0.0,0.0,0.0,3.0,7.0,19.9,1.0,5.0,24.833333333333336,1.0,72.0,124.80000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,9.0,42.0,2.0,145.0,458.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.733333333333333,1.0,15.0,46.75,0.0,0.0,0.0
265,23,716,2274.866666666667,0.0,0.0,0.0,6.0,94.0,459.4166666666667,0.0,0.0,0.0,2.0,4.0,17.283333333333335,1.0,19.0,17.1,1.0,91.0,521.7333333333333,3.0,10.0,48.86666666666666,2.0,27.0,84.53333333333333,1.0,76.0,101.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,6.0,340.0,952.1833333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0,72.41666666666667
266,27,1016,3811.3166666666666,6.0,24.0,41.43333333333334,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,32.449999999999996,3.0,53.0,239.63333333333333,1.0,42.0,31.5,1.0,7.0,37.449999999999996,1.0,12.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,347.0,1389.6833333333334,0.0,0.0,0.0,0.0,0.0,0.0,6.0,456.0,1717.8,0.0,0.0,0.0,2.0,31.0,29.366666666666667,1.0,37.0,222.0
267,15,516,1968.1333333333332,2.0,5.0,23.1,1.0,21.0,14.0,0.0,0.0,0.0,3.0,18.0,62.06666666666666,0.0,0.0,0.0,1.0,89.0,223.98333333333332,2.0,9.0,40.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0,280.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,155.0,655.3666666666667,0.0,0.0,0.0,1.0,12.0,23.2,2.0,122.0,645.0666666666666
268,21,564,1815.3333333333333,2.0,11.0,53.86666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,27.583333333333332,2.0,14.0,54.86666666666666,1.0,50.0,287.5,2.0,3.0,13.733333333333333,1.0,17.0,94.91666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,124.0,3.0,224.0,531.95,0.0,0.0,0.0,1.0,10.0,63.166666666666664,1.0,47.0,300.8,0.0,0.0,0.0,1.0,12.0,63.8,3.0,140.0,199.15
269,18,602,1784.5500000000002,4.0,11.0,57.81666666666666,3.0,47.0,76.08333333333334,0.0,0.0,0.0,1.0,6.0,32.7,1.0,23.0,76.28333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,84.31666666666668,1.0,73.0,164.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,171.0,541.8833333333333,0.0,0.0,0.0,1.0,4.0,24.533333333333335,3.0,241.0,726.6833333333334
270,26,997,3120.616666666667,3.0,9.0,37.9,2.0,33.0,108.33333333333333,1.0,127.0,23.28333333333333,2.0,5.0,28.2,0.0,0.0,0.0,1.0,86.0,220.73333333333335,4.0,10.0,27.366666666666667,1.0,18.0,44.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,453.0,1727.0666666666666,0.0,0.0,0.0,1.0,23.0,56.733333333333334,1.0,50.0,276.6666666666667,1.0,5.0,25.416666666666664,1.0,12.0,40.0,3.0,166.0,504.21666666666664
271,22,992,3168.7333333333336,0.0,0.0,0.0,4.0,28.0,97.83333333333331,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,147.61666666666667,1.0,65.0,292.5,1.0,5.0,29.583333333333336,2.0,30.0,84.60000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,10.266666666666667,3.0,117.0,314.75,1.0,5.0,6.166666666666667,0.0,0.0,0.0,4.0,422.0,1240.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,278.0,945.4166666666667
272,19,354,1070.6666666666667,3.0,11.0,37.733333333333334,2.0,25.0,110.00000000000001,0.0,0.0,0.0,3.0,14.0,62.46666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,60.9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,39.0,123.98333333333335,1.0,38.0,120.96666666666665,0.0,0.0,0.0,1.0,8.0,28.133333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,200.0,526.4833333333333
273,23,705,1933.2666666666667,5.0,10.0,36.5,1.0,21.0,14.0,1.0,17.0,87.55000000000001,3.0,14.0,39.61666666666667,1.0,7.0,36.75,1.0,105.0,482.99999999999994,3.0,11.0,42.083333333333336,1.0,7.0,9.799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,26.083333333333336,1.0,101.0,207.04999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,122.0,34.56666666666666,0.0,0.0,0.0,0.0,0.0,0.0,4.0,285.0,916.2666666666667
274,23,263,919.4,6.0,19.0,59.900000000000006,1.0,11.0,39.96666666666667,1.0,26.0,68.03333333333333,4.0,21.0,66.8,1.0,19.0,61.11666666666667,0.0,0.0,0.0,4.0,15.0,47.38333333333333,1.0,23.0,93.14999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,93.0,287.84999999999997,0.0,0.0,0.0,1.0,5.0,27.0,1.0,16.0,83.2
275,35,1127,2566.6,4.0,12.0,61.91666666666667,3.0,51.0,65.05,0.0,0.0,0.0,2.0,11.0,33.233333333333334,2.0,27.0,141.58333333333334,1.0,87.0,274.05,2.0,9.0,14.200000000000001,1.0,16.0,56.8,1.0,68.0,436.33333333333337,0.0,0.0,0.0,3.0,31.0,138.28333333333333,5.0,416.0,413.1333333333333,0.0,0.0,0.0,1.0,15.0,65.0,3.0,156.0,352.95,1.0,6.0,30.699999999999996,2.0,16.0,21.6,4.0,206.0,461.76666666666665
276,24,503,1596.0833333333333,2.0,7.0,27.616666666666664,2.0,39.0,163.15,0.0,0.0,0.0,2.0,8.0,36.083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,58.516666666666666,1.0,14.0,16.099999999999998,1.0,22.0,119.9,0.0,0.0,0.0,5.0,104.0,414.58333333333337,2.0,125.0,316.7,1.0,1.0,4.3,2.0,27.0,34.333333333333336,2.0,139.0,404.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,20,514,1401.5666666666666,2.0,7.0,29.71666666666667,2.0,30.0,52.25,0.0,0.0,0.0,1.0,2.0,9.433333333333334,3.0,42.0,140.35000000000002,1.0,85.0,70.83333333333334,1.0,4.0,10.6,1.0,22.0,67.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,94.51666666666667,1.0,68.0,154.13333333333333,1.0,5.0,12.333333333333334,2.0,37.0,115.3,2.0,129.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,383.0
278,22,751,2852.5,2.0,3.0,10.616666666666667,1.0,9.0,39.3,0.0,0.0,0.0,1.0,4.0,24.666666666666668,2.0,17.0,57.599999999999994,0.0,0.0,0.0,1.0,6.0,13.3,2.0,27.0,90.05,1.0,56.0,271.59999999999997,0.0,0.0,0.0,0.0,0.0,0.0,6.0,395.0,1482.1833333333334,0.0,0.0,0.0,2.0,33.0,118.64999999999999,2.0,160.0,681.1666666666667,0.0,0.0,0.0,1.0,22.0,9.533333333333333,1.0,19.0,53.833333333333336
279,18,671,1945.8833333333334,1.0,6.0,33.3,0.0,0.0,0.0,1.0,95.0,435.41666666666663,2.0,8.0,25.4,0.0,0.0,0.0,1.0,53.0,90.1,0.0,0.0,0.0,3.0,35.0,80.18333333333332,1.0,52.0,138.66666666666666,0.0,0.0,0.0,2.0,20.0,69.41666666666667,2.0,166.0,170.89999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,105.0,497.0,0.0,0.0,0.0,1.0,7.0,35.699999999999996,3.0,124.0,369.80000000000007
280,18,547,2069.0333333333333,3.0,9.0,34.266666666666666,2.0,42.0,184.45000000000002,1.0,46.0,51.36666666666667,1.0,4.0,3.6666666666666665,1.0,5.0,10.583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,197.38333333333333,4.0,164.0,249.66666666666663,0.0,0.0,0.0,1.0,7.0,27.883333333333333,2.0,179.0,969.6833333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,340.08333333333337
281,22,630,2127.233333333333,1.0,3.0,3.75,2.0,26.0,90.73333333333333,1.0,41.0,161.95000000000002,1.0,3.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,22.2,3.0,45.0,126.65,1.0,16.0,60.53333333333333,0.0,0.0,0.0,2.0,19.0,66.71666666666667,3.0,206.0,1022.0499999999998,0.0,0.0,0.0,2.0,18.0,51.91666666666667,1.0,113.0,178.91666666666666,0.0,0.0,0.0,2.0,32.0,40.91666666666667,1.0,104.0,296.40000000000003
282,15,601,1988.05,3.0,14.0,52.48333333333333,1.0,4.0,6.333333333333333,1.0,90.0,412.5,2.0,12.0,31.91666666666667,1.0,10.0,9.333333333333334,3.0,338.0,962.4833333333333,1.0,3.0,18.349999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,54.599999999999994,1.0,111.0,431.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,0.0,0.0,0.0
283,21,541,1646.85,3.0,7.0,24.166666666666664,3.0,27.0,52.31666666666666,0.0,0.0,0.0,1.0,1.0,5.566666666666666,1.0,20.0,126.66666666666666,0.0,0.0,0.0,2.0,6.0,24.466666666666665,2.0,44.0,63.900000000000006,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,89.03333333333333,6.0,389.0,1187.9333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,72.8
284,27,559,2189.4166666666665,2.0,11.0,31.9,3.0,35.0,140.5,0.0,0.0,0.0,1.0,6.0,26.0,4.0,61.0,282.35,1.0,23.0,108.86666666666667,4.0,12.0,56.11666666666666,1.0,21.0,64.05,1.0,47.0,118.28333333333333,0.0,0.0,0.0,4.0,45.0,163.91666666666666,3.0,220.0,912.5833333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,69.0,234.45,0.0,0.0,0.0,1.0,9.0,50.4,0.0,0.0,0.0
285,16,305,523.2333333333333,3.0,10.0,36.266666666666666,1.0,5.0,2.166666666666667,0.0,0.0,0.0,2.0,10.0,20.833333333333332,2.0,36.0,167.6,1.0,22.0,97.9,3.0,10.0,18.599999999999998,1.0,22.0,12.100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,173.0,152.75,0.0,0.0,0.0,1.0,17.0,15.016666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,21,427,1252.3166666666666,2.0,10.0,49.46666666666666,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,21.21666666666667,5.0,64.0,170.8,2.0,127.0,330.43333333333334,0.0,0.0,0.0,2.0,43.0,92.38333333333334,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,23.366666666666667,1.0,69.0,315.09999999999997,0.0,0.0,0.0,1.0,17.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,136.15,1.0,38.0,108.3
287,20,483,1980.1333333333334,2.0,7.0,23.96666666666667,1.0,19.0,53.833333333333336,0.0,0.0,0.0,3.0,10.0,18.566666666666666,2.0,26.0,121.08333333333333,1.0,86.0,222.16666666666669,2.0,7.0,26.266666666666666,2.0,40.0,165.85000000000002,0.0,0.0,0.0,0.0,0.0,0.0,3.0,44.0,154.01666666666668,1.0,105.0,687.75,0.0,0.0,0.0,0.0,0.0,0.0,2.0,110.0,344.23333333333335,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,162.39999999999998
288,24,713,2207.6833333333334,1.0,4.0,21.466666666666665,3.0,53.0,235.6,0.0,0.0,0.0,3.0,17.0,82.7,2.0,24.0,99.95,0.0,0.0,0.0,3.0,5.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,28.0,2.0,179.0,120.76666666666667,0.0,0.0,0.0,1.0,23.0,41.016666666666666,2.0,98.0,596.1,0.0,0.0,0.0,1.0,17.0,27.766666666666666,5.0,279.0,938.5166666666667
289,22,644,1504.25,3.0,17.0,70.88333333333334,1.0,5.0,5.416666666666666,0.0,0.0,0.0,2.0,3.0,6.1,1.0,6.0,31.5,1.0,21.0,16.1,3.0,7.0,22.55,1.0,6.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,49.0,104.76666666666665,1.0,33.0,78.65,0.0,0.0,0.0,0.0,0.0,0.0,3.0,294.0,882.4666666666667,1.0,1.0,4.183333333333334,0.0,0.0,0.0,2.0,202.0,276.3333333333333
290,29,995,4116.2,3.0,13.0,36.65,2.0,28.0,128.6,0.0,0.0,0.0,2.0,10.0,36.766666666666666,3.0,40.0,184.66666666666666,1.0,115.0,609.5,1.0,2.0,12.0,2.0,26.0,89.35000000000001,1.0,127.0,110.06666666666668,0.0,0.0,0.0,1.0,13.0,71.93333333333334,6.0,352.0,1293.6166666666666,0.0,0.0,0.0,1.0,11.0,36.3,3.0,173.0,1000.4333333333333,1.0,3.0,14.45,1.0,18.0,97.2,1.0,64.0,394.6666666666667
