TaskID,SourceRegion,ExecutionRegion,ArrivalHour,StartHour,FinishTime,GPU_Demand,Duration_h,TaskType,Latency_ms,Moved,Delayed
28692,RegionA,RegionA,2388,2388,2392.3,3.0,4.3,RealTimeInference,5.0,0,0
583,RegionA,RegionA,2388,2388,2391.9166666666665,12.0,3.9166666666666665,BatchInference,5.0,0,0
6323,RegionA,RegionA,2388,2388,2390.366666666667,5.0,2.3666666666666667,BatchInference,5.0,0,0
16274,RegionA,RegionA,2388,2388,2394.05,21.0,6.05,BatchInference,5.0,0,0
18061,RegionC,RegionC,2388,2388,2393.0666666666666,9.0,5.066666666666666,BatchInference,5.0,0,0
20403,RegionD,RegionD,2388,2388,2391.983333333333,14.0,3.9833333333333334,BatchInference,5.0,0,0
32420,RegionD,RegionD,2388,2388,2393.7166666666667,19.0,5.716666666666667,BatchInference,5.0,0,0
36729,RegionC,RegionC,2388,2388,2394.4166666666665,9.0,6.416666666666667,BatchInference,5.0,0,0
40539,RegionB,RegionB,2388,2388,2390.2,10.0,2.2,BatchInference,5.0,0,0
42007,RegionA,RegionA,2388,2388,2390.733333333333,21.0,2.7333333333333334,BatchInference,5.0,0,0
42663,RegionA,RegionA,2388,2388,2394.233333333333,7.0,6.233333333333333,BatchInference,5.0,0,0
43463,RegionA,RegionA,2388,2388,2389.3333333333335,10.0,1.3333333333333333,BatchInference,5.0,0,0
45156,RegionA,RegionA,2388,2388,2393.0333333333333,9.0,5.033333333333333,BatchInference,5.0,0,0
1264,RegionF,RegionF,2388,2388,2392.7,113.0,4.7,AITraining,5.0,0,0
17991,RegionF,RegionF,2388,2388,2390.266666666667,26.0,2.2666666666666666,AITraining,5.0,0,0
21356,RegionF,RegionF,2388,2388,2393.133333333333,125.0,5.133333333333334,AITraining,5.0,0,0
21837,RegionD,RegionD,2388,2388,2392.266666666667,59.0,4.266666666666667,AITraining,5.0,0,0
27293,RegionF,RegionF,2388,2389,2394.3333333333335,50.0,5.333333333333333,AITraining,5.0,0,1
35545,RegionF,RegionF,2388,2388,2389.383333333333,31.0,1.3833333333333333,AITraining,5.0,0,0
43266,RegionA,RegionA,2388,2388,2388.983333333333,103.0,0.9833333333333333,AITraining,5.0,0,0
48004,RegionA,RegionA,2389,2389,2389.8333333333335,6.0,0.8333333333333334,RealTimeInference,5.0,0,0
32162,RegionA,RegionA,2389,2389,2390.9166666666665,2.0,1.9166666666666667,RealTimeInference,5.0,0,0
10407,RegionC,RegionC,2389,2389,2391.366666666667,7.0,2.3666666666666667,RealTimeInference,5.0,0,0
1096,RegionA,RegionA,2389,2389,2393.8333333333335,1.0,4.833333333333333,RealTimeInference,5.0,0,0
6232,RegionA,RegionA,2389,2389,2395.0,5.0,6.0,RealTimeInference,5.0,0,0
16109,RegionF,RegionF,2389,2389,2391.9166666666665,7.0,2.9166666666666665,BatchInference,5.0,0,0
17044,RegionC,RegionC,2389,2389,2389.6,6.0,0.6,BatchInference,5.0,0,0
36902,RegionE,RegionE,2389,2389,2394.516666666667,22.0,5.516666666666667,BatchInference,5.0,0,0
39318,RegionA,RegionA,2389,2389,2391.75,21.0,2.75,BatchInference,5.0,0,0
45583,RegionB,RegionB,2389,2389,2394.5333333333333,13.0,5.533333333333333,BatchInference,5.0,0,0
5727,RegionD,RegionD,2389,2389,2391.3166666666666,82.0,2.316666666666667,AITraining,5.0,0,0
13747,RegionF,RegionF,2389,2389,2395.6,41.0,6.6,AITraining,5.0,0,0
14749,RegionE,RegionE,2389,2389,2392.15,97.0,3.15,AITraining,5.0,0,0
23936,RegionD,RegionD,2389,2389,2392.8333333333335,127.0,3.8333333333333335,AITraining,5.0,0,0
33779,RegionE,RegionE,2389,2389,2394.1,31.0,5.1,AITraining,5.0,0,0
34647,RegionB,RegionB,2389,2389,2391.3,59.0,2.3,AITraining,5.0,0,0
47013,RegionD,RegionD,2389,2389,2389.1666666666665,67.0,0.16666666666666666,AITraining,5.0,0,0
21242,RegionB,RegionB,2390,2390,2391.1,1.0,1.1,RealTimeInference,5.0,0,0
37033,RegionC,RegionC,2390,2390,2394.883333333333,3.0,4.883333333333334,RealTimeInference,5.0,0,0
4354,RegionC,RegionC,2390,2390,2395.95,4.0,5.95,RealTimeInference,5.0,0,0
34531,RegionB,RegionB,2390,2390,2395.766666666667,7.0,5.766666666666667,RealTimeInference,5.0,0,0
57,RegionE,RegionE,2390,2390,2393.0,16.0,3.0,BatchInference,5.0,0,0
165,RegionB,RegionB,2390,2390,2391.75,18.0,1.75,BatchInference,5.0,0,0
1136,RegionB,RegionB,2390,2390,2393.0333333333333,12.0,3.033333333333333,BatchInference,5.0,0,0
4851,RegionD,RegionD,2390,2390,2393.8333333333335,8.0,3.8333333333333335,BatchInference,5.0,0,0
10184,RegionD,RegionD,2390,2390,2392.7833333333333,15.0,2.783333333333333,BatchInference,5.0,0,0
19682,RegionD,RegionD,2390,2390,2395.233333333333,11.0,5.233333333333333,BatchInference,5.0,0,0
24572,RegionA,RegionA,2390,2390,2395.05,9.0,5.05,BatchInference,5.0,0,0
30199,RegionF,RegionF,2390,2390,2396.233333333333,15.0,6.233333333333333,BatchInference,5.0,0,0
39397,RegionA,RegionA,2390,2390,2396.4666666666667,7.0,6.466666666666667,BatchInference,5.0,0,0
47967,RegionD,RegionD,2390,2390,2393.1833333333334,20.0,3.183333333333333,BatchInference,5.0,0,0
2167,RegionD,RegionD,2390,2390,2394.15,57.0,4.15,AITraining,5.0,0,0
3782,RegionE,RegionE,2390,2390,2395.766666666667,89.0,5.766666666666667,AITraining,5.0,0,0
8760,RegionE,RegionE,2390,2390,2394.5833333333335,44.0,4.583333333333333,AITraining,5.0,0,0
15675,RegionF,RegionF,2390,2390,2392.983333333333,87.0,2.9833333333333334,AITraining,5.0,0,0
16513,RegionE,RegionE,2390,2390,2395.8333333333335,107.0,5.833333333333333,AITraining,5.0,0,0
17233,RegionD,RegionD,2390,2390,2393.8,122.0,3.8,AITraining,5.0,0,0
25795,RegionE,RegionE,2390,2390,2391.7166666666667,46.0,1.7166666666666666,AITraining,5.0,0,0
26136,RegionE,RegionE,2390,2390,2390.866666666667,120.0,0.8666666666666667,AITraining,5.0,0,0
29364,RegionE,RegionE,2390,2390,2391.2833333333333,111.0,1.2833333333333334,AITraining,5.0,0,0
46424,RegionD,RegionD,2390,2390,2396.0666666666666,120.0,6.066666666666666,AITraining,5.0,0,0
22706,RegionC,RegionC,2391,2391,2391.75,2.0,0.75,RealTimeInference,5.0,0,0
39380,RegionB,RegionB,2391,2391,2391.733333333333,3.0,0.7333333333333333,RealTimeInference,5.0,0,0
18687,RegionE,RegionE,2391,2391,2392.45,5.0,1.45,RealTimeInference,5.0,0,0
49684,RegionB,RegionB,2391,2391,2392.75,1.0,1.75,RealTimeInference,5.0,0,0
4943,RegionC,RegionC,2391,2391,2394.0,4.0,3.0,RealTimeInference,5.0,0,0
25215,RegionA,RegionA,2391,2391,2394.4333333333334,5.0,3.433333333333333,RealTimeInference,5.0,0,0
14305,RegionD,RegionD,2391,2391,2395.6666666666665,2.0,4.666666666666667,RealTimeInference,5.0,0,0
35181,RegionB,RegionB,2391,2391,2395.2,4.0,4.2,RealTimeInference,5.0,0,0
35783,RegionA,RegionA,2391,2391,2395.616666666667,3.0,4.616666666666666,RealTimeInference,5.0,0,0
45363,RegionC,RegionC,2391,2391,2396.0833333333335,2.0,5.083333333333333,RealTimeInference,5.0,0,0
4113,RegionA,RegionA,2391,2391,2395.2,15.0,4.2,BatchInference,5.0,0,0
18367,RegionA,RegionA,2391,2391,2396.766666666667,19.0,5.766666666666667,BatchInference,5.0,0,0
18847,RegionB,RegionB,2391,2391,2395.516666666667,8.0,4.516666666666667,BatchInference,5.0,0,0
31688,RegionF,RegionF,2391,2391,2392.9666666666667,21.0,1.9666666666666666,BatchInference,5.0,0,0
33573,RegionB,RegionB,2391,2391,2392.4166666666665,21.0,1.4166666666666667,BatchInference,5.0,0,0
45731,RegionE,RegionE,2391,2391,2395.2,14.0,4.2,BatchInference,5.0,0,0
4930,RegionE,RegionE,2391,2391,2396.866666666667,50.0,5.866666666666666,AITraining,5.0,0,0
6876,RegionD,RegionD,2391,2391,2397.5,52.0,6.5,AITraining,5.0,0,0
12397,RegionA,RegionA,2391,2391,2391.616666666667,101.0,0.6166666666666667,AITraining,5.0,0,0
13836,RegionD,RegionD,2391,2391,2397.4,40.0,6.4,AITraining,5.0,0,0
17898,RegionE,RegionE,2391,2391,2393.65,78.0,2.65,AITraining,5.0,0,0
25763,RegionE,RegionE,2391,2391,2395.8333333333335,114.0,4.833333333333333,AITraining,5.0,0,0
27637,RegionD,RegionD,2391,2391,2391.516666666667,50.0,0.5166666666666667,AITraining,5.0,0,0
30452,RegionE,RegionE,2391,2391,2394.3,55.0,3.3,AITraining,5.0,0,0
31011,RegionF,RegionF,2391,2391,2393.016666666667,58.0,2.0166666666666666,AITraining,5.0,0,0
38937,RegionB,RegionB,2391,2391,2396.266666666667,31.0,5.266666666666667,AITraining,5.0,0,0
41410,RegionB,RegionB,2391,2391,2397.5666666666666,23.0,6.566666666666666,AITraining,5.0,0,0
6235,RegionB,RegionB,2392,2392,2393.733333333333,1.0,1.7333333333333334,RealTimeInference,5.0,0,0
23364,RegionE,RegionE,2392,2392,2393.9166666666665,5.0,1.9166666666666667,RealTimeInference,5.0,0,0
32917,RegionA,RegionA,2392,2392,2394.883333333333,2.0,2.8833333333333333,RealTimeInference,5.0,0,0
16024,RegionF,RegionF,2392,2392,2395.35,1.0,3.35,RealTimeInference,5.0,0,0
2412,RegionC,RegionC,2392,2392,2396.266666666667,2.0,4.266666666666667,RealTimeInference,5.0,0,0
21792,RegionA,RegionA,2392,2392,2397.266666666667,4.0,5.266666666666667,RealTimeInference,5.0,0,0
44811,RegionB,RegionB,2392,2392,2397.5666666666666,2.0,5.566666666666666,RealTimeInference,5.0,0,0
315,RegionA,RegionA,2392,2392,2393.45,17.0,1.45,BatchInference,5.0,0,0
3566,RegionE,RegionE,2392,2392,2392.9,9.0,0.9,BatchInference,5.0,0,0
18826,RegionA,RegionA,2392,2392,2396.5333333333333,17.0,4.533333333333333,BatchInference,5.0,0,0
25631,RegionD,RegionD,2392,2392,2396.7166666666667,18.0,4.716666666666667,BatchInference,5.0,0,0
27301,RegionA,RegionA,2392,2392,2395.2,5.0,3.2,BatchInference,5.0,0,0
28488,RegionA,RegionA,2392,2392,2392.65,14.0,0.65,BatchInference,5.0,0,0
28923,RegionC,RegionC,2392,2392,2393.85,14.0,1.85,BatchInference,5.0,0,0
37668,RegionD,RegionD,2392,2392,2396.116666666667,11.0,4.116666666666666,BatchInference,5.0,0,0
47787,RegionB,RegionB,2392,2392,2395.2166666666667,8.0,3.216666666666667,BatchInference,5.0,0,0
1371,RegionC,RegionC,2392,2392,2397.5833333333335,18.0,5.583333333333333,AITraining,5.0,0,0
2517,RegionF,RegionF,2392,2392,2394.733333333333,30.0,2.7333333333333334,AITraining,5.0,0,0
8915,RegionD,RegionD,2392,2392,2392.8166666666666,97.0,0.8166666666666667,AITraining,5.0,0,0
17673,RegionD,RegionD,2392,2392,2398.616666666667,124.0,6.616666666666666,AITraining,5.0,0,0
19387,RegionE,RegionE,2392,2392,2395.766666666667,104.0,3.7666666666666666,AITraining,5.0,0,0
38208,RegionF,RegionF,2392,2392,2393.766666666667,122.0,1.7666666666666666,AITraining,5.0,0,0
47090,RegionF,RegionF,2392,2392,2397.2166666666667,98.0,5.216666666666667,AITraining,5.0,0,0
21897,RegionA,RegionA,2393,2393,2394.5333333333333,3.0,1.5333333333333334,RealTimeInference,5.0,0,0
23544,RegionB,RegionB,2393,2393,2395.25,1.0,2.25,RealTimeInference,5.0,0,0
27485,RegionA,RegionA,2393,2393,2395.4333333333334,5.0,2.433333333333333,RealTimeInference,5.0,0,0
7484,RegionA,RegionA,2393,2393,2396.95,3.0,3.95,RealTimeInference,5.0,0,0
38021,RegionB,RegionB,2393,2393,2396.5333333333333,6.0,3.533333333333333,RealTimeInference,5.0,0,0
5663,RegionB,RegionB,2393,2393,2397.25,6.0,4.25,RealTimeInference,5.0,0,0
31748,RegionA,RegionA,2393,2393,2398.5333333333333,4.0,5.533333333333333,RealTimeInference,5.0,0,0
44602,RegionC,RegionC,2393,2393,2398.6666666666665,4.0,5.666666666666667,RealTimeInference,5.0,0,0
45529,RegionA,RegionA,2393,2393,2399.1,4.0,6.1,RealTimeInference,5.0,0,0
4611,RegionA,RegionA,2393,2393,2395.05,15.0,2.05,BatchInference,5.0,0,0
12184,RegionD,RegionD,2393,2393,2393.25,5.0,0.25,BatchInference,5.0,0,0
16345,RegionF,RegionF,2393,2393,2396.233333333333,9.0,3.2333333333333334,BatchInference,5.0,0,0
24477,RegionD,RegionD,2393,2393,2394.133333333333,16.0,1.1333333333333333,BatchInference,5.0,0,0
43531,RegionC,RegionC,2393,2393,2395.4666666666667,18.0,2.466666666666667,BatchInference,5.0,0,0
48651,RegionF,RegionF,2393,2393,2394.233333333333,14.0,1.2333333333333334,BatchInference,5.0,0,0
16699,RegionF,RegionF,2393,2393,2394.7,127.0,1.7,AITraining,5.0,0,0
28664,RegionF,RegionF,2393,2393,2399.25,96.0,6.25,AITraining,5.0,0,0
41990,RegionD,RegionD,2393,2393,2393.4166666666665,22.0,0.4166666666666667,AITraining,5.0,0,0
1843,RegionA,RegionA,2394,2394,2394.8166666666666,1.0,0.8166666666666667,RealTimeInference,5.0,0,0
13174,RegionB,RegionB,2394,2394,2394.1666666666665,6.0,0.16666666666666666,RealTimeInference,5.0,0,0
16041,RegionB,RegionB,2394,2394,2394.9166666666665,5.0,0.9166666666666666,RealTimeInference,5.0,0,0
42258,RegionB,RegionB,2394,2394,2396.733333333333,6.0,2.7333333333333334,RealTimeInference,5.0,0,0
12444,RegionA,RegionA,2394,2394,2398.483333333333,1.0,4.483333333333333,RealTimeInference,5.0,0,0
34439,RegionA,RegionA,2394,2394,2399.0666666666666,2.0,5.066666666666666,RealTimeInference,5.0,0,0
4848,RegionB,RegionB,2394,2394,2397.6,17.0,3.6,BatchInference,5.0,0,0
6508,RegionB,RegionB,2394,2394,2398.983333333333,23.0,4.983333333333333,BatchInference,5.0,0,0
11351,RegionD,RegionD,2394,2394,2398.35,16.0,4.35,BatchInference,5.0,0,0
14327,RegionB,RegionB,2394,2394,2399.55,21.0,5.55,BatchInference,5.0,0,0
23381,RegionD,RegionD,2394,2394,2398.0,15.0,4.0,BatchInference,5.0,0,0
37834,RegionF,RegionF,2394,2394,2400.65,17.0,6.65,BatchInference,5.0,0,0
39468,RegionA,RegionA,2394,2394,2395.116666666667,16.0,1.1166666666666667,BatchInference,5.0,0,0
40831,RegionE,RegionE,2394,2394,2399.9166666666665,17.0,5.916666666666667,BatchInference,5.0,0,0
45887,RegionD,RegionD,2394,2394,2399.4333333333334,10.0,5.433333333333334,BatchInference,5.0,0,0
56,RegionE,RegionE,2394,2394,2398.0,19.0,4.0,AITraining,5.0,0,0
6438,RegionE,RegionE,2394,2394,2398.95,98.0,4.95,AITraining,5.0,0,0
13376,RegionD,RegionD,2394,2394,2396.383333333333,53.0,2.3833333333333333,AITraining,5.0,0,0
14619,RegionF,RegionF,2394,2394,2400.616666666667,117.0,6.616666666666666,AITraining,5.0,0,0
15921,RegionD,RegionD,2394,2394,2397.9166666666665,127.0,3.9166666666666665,AITraining,5.0,0,0
21451,RegionD,RegionD,2394,2394,2398.2166666666667,34.0,4.216666666666667,AITraining,5.0,0,0
31076,RegionE,RegionE,2394,2394,2400.366666666667,67.0,6.366666666666666,AITraining,5.0,0,0
36863,RegionF,RegionF,2394,2394,2394.516666666667,101.0,0.5166666666666667,AITraining,5.0,0,0
39669,RegionE,RegionE,2394,2394,2398.5333333333333,77.0,4.533333333333333,AITraining,5.0,0,0
41146,RegionF,RegionF,2394,2394,2395.7166666666667,57.0,1.7166666666666666,AITraining,5.0,0,0
42018,RegionF,RegionF,2394,2394,2397.5666666666666,64.0,3.566666666666667,AITraining,5.0,0,0
13251,RegionA,RegionA,2395,2395,2395.7833333333333,6.0,0.7833333333333333,RealTimeInference,5.0,0,0
40599,RegionB,RegionB,2395,2395,2395.8333333333335,4.0,0.8333333333333334,RealTimeInference,5.0,0,0
12481,RegionC,RegionC,2395,2395,2397.9166666666665,5.0,2.9166666666666665,RealTimeInference,5.0,0,0
41247,RegionA,RegionA,2395,2395,2397.0666666666666,3.0,2.066666666666667,RealTimeInference,5.0,0,0
47260,RegionD,RegionD,2395,2395,2398.483333333333,3.0,3.4833333333333334,RealTimeInference,5.0,0,0
49617,RegionA,RegionA,2395,2395,2399.266666666667,3.0,4.266666666666667,RealTimeInference,5.0,0,0
8294,RegionC,RegionC,2395,2395,2396.0333333333333,8.0,1.0333333333333334,BatchInference,5.0,0,0
16494,RegionD,RegionD,2395,2395,2397.6833333333334,22.0,2.683333333333333,BatchInference,5.0,0,0
42958,RegionA,RegionA,2395,2395,2401.016666666667,19.0,6.016666666666667,BatchInference,5.0,0,0
45986,RegionD,RegionD,2395,2395,2399.1833333333334,20.0,4.183333333333334,BatchInference,5.0,0,0
5435,RegionE,RegionE,2395,2395,2397.95,116.0,2.95,AITraining,5.0,0,0
6767,RegionF,RegionF,2395,2395,2395.7,29.0,0.7,AITraining,5.0,0,0
7372,RegionF,RegionF,2395,2395,2399.1,104.0,4.1,AITraining,5.0,0,0
22576,RegionF,RegionF,2395,2395,2398.0833333333335,16.0,3.0833333333333335,AITraining,5.0,0,0
24073,RegionB,RegionB,2395,2395,2396.5333333333333,110.0,1.5333333333333334,AITraining,5.0,0,0
32241,RegionD,RegionD,2395,2395,2395.233333333333,112.0,0.23333333333333334,AITraining,5.0,0,0
39773,RegionE,RegionE,2395,2395,2395.5666666666666,33.0,0.5666666666666667,AITraining,5.0,0,0
46011,RegionE,RegionE,2395,2395,2396.9666666666667,66.0,1.9666666666666666,AITraining,5.0,0,0
49640,RegionE,RegionE,2395,2395,2399.05,54.0,4.05,AITraining,5.0,0,0
38774,RegionA,RegionA,2396,2396,2396.55,4.0,0.55,RealTimeInference,5.0,0,0
28656,RegionC,RegionC,2396,2396,2397.3333333333335,4.0,1.3333333333333333,RealTimeInference,5.0,0,0
15175,RegionB,RegionB,2396,2396,2398.9166666666665,6.0,2.9166666666666665,RealTimeInference,5.0,0,0
23682,RegionB,RegionB,2396,2396,2400.616666666667,7.0,4.616666666666666,RealTimeInference,5.0,0,0
26836,RegionA,RegionA,2396,2396,2400.5333333333333,7.0,4.533333333333333,RealTimeInference,5.0,0,0
5138,RegionB,RegionB,2396,2396,2401.266666666667,1.0,5.266666666666667,RealTimeInference,5.0,0,0
18394,RegionA,RegionA,2396,2396,2401.4333333333334,3.0,5.433333333333334,RealTimeInference,5.0,0,0
49227,RegionC,RegionC,2396,2396,2401.25,3.0,5.25,RealTimeInference,5.0,0,0
40341,RegionA,RegionA,2396,2396,2402.4333333333334,2.0,6.433333333333334,RealTimeInference,5.0,0,0
3736,RegionD,RegionD,2396,2396,2402.6,19.0,6.6,BatchInference,5.0,0,0
7874,RegionC,RegionC,2396,2396,2396.45,21.0,0.45,BatchInference,5.0,0,0
10284,RegionF,RegionF,2396,2396,2398.2833333333333,14.0,2.283333333333333,BatchInference,5.0,0,0
10504,RegionC,RegionC,2396,2396,2397.15,4.0,1.15,BatchInference,5.0,0,0
12431,RegionB,RegionB,2396,2396,2399.2833333333333,17.0,3.283333333333333,BatchInference,5.0,0,0
20312,RegionD,RegionD,2396,2396,2400.133333333333,16.0,4.133333333333334,BatchInference,5.0,0,0
24995,RegionD,RegionD,2396,2396,2397.05,10.0,1.05,BatchInference,5.0,0,0
30715,RegionD,RegionD,2396,2396,2401.3166666666666,14.0,5.316666666666666,BatchInference,5.0,0,0
40505,RegionA,RegionA,2396,2396,2402.3333333333335,6.0,6.333333333333333,BatchInference,5.0,0,0
43993,RegionE,RegionE,2396,2396,2399.6666666666665,16.0,3.6666666666666665,BatchInference,5.0,0,0
14578,RegionE,RegionE,2396,2396,2402.25,31.0,6.25,AITraining,5.0,0,0
14844,RegionB,RegionB,2396,2396,2400.15,51.0,4.15,AITraining,5.0,0,0
14868,RegionF,RegionF,2396,2396,2402.45,22.0,6.45,AITraining,5.0,0,0
27964,RegionD,RegionD,2396,2396,2402.4166666666665,25.0,6.416666666666667,AITraining,5.0,0,0
28753,RegionE,RegionE,2396,2396,2397.75,74.0,1.75,AITraining,5.0,0,0
36157,RegionD,RegionD,2396,2396,2396.7833333333333,86.0,0.7833333333333333,AITraining,5.0,0,0
37857,RegionD,RegionD,2396,2396,2397.9166666666665,42.0,1.9166666666666667,AITraining,5.0,0,0
38786,RegionA,RegionA,2396,2396,2402.633333333333,95.0,6.633333333333334,AITraining,5.0,0,0
46184,RegionF,RegionF,2396,2396,2402.5,99.0,6.5,AITraining,5.0,0,0
48837,RegionD,RegionD,2396,2396,2399.85,23.0,3.85,AITraining,5.0,0,0
42220,RegionB,RegionB,2397,2397,2397.266666666667,2.0,0.26666666666666666,RealTimeInference,5.0,0,0
7165,RegionB,RegionB,2397,2397,2401.633333333333,5.0,4.633333333333334,RealTimeInference,5.0,0,0
701,RegionF,RegionF,2397,2397,2398.75,21.0,1.75,BatchInference,5.0,0,0
2648,RegionE,RegionE,2397,2397,2400.1833333333334,19.0,3.183333333333333,BatchInference,5.0,0,0
3928,RegionF,RegionF,2397,2397,2400.0333333333333,4.0,3.033333333333333,BatchInference,5.0,0,0
6392,RegionD,RegionD,2397,2397,2401.7833333333333,5.0,4.783333333333333,BatchInference,5.0,0,0
20799,RegionF,RegionF,2397,2397,2400.4,14.0,3.4,BatchInference,5.0,0,0
24255,RegionE,RegionE,2397,2397,2399.1,20.0,2.1,BatchInference,5.0,0,0
27547,RegionD,RegionD,2397,2397,2397.9666666666667,17.0,0.9666666666666667,BatchInference,5.0,0,0
29787,RegionA,RegionA,2397,2397,2401.1666666666665,7.0,4.166666666666667,BatchInference,5.0,0,0
34117,RegionB,RegionB,2397,2397,2397.6666666666665,19.0,0.6666666666666666,BatchInference,5.0,0,0
37081,RegionA,RegionA,2397,2397,2401.45,17.0,4.45,BatchInference,5.0,0,0
39629,RegionD,RegionD,2397,2397,2397.3166666666666,5.0,0.31666666666666665,BatchInference,5.0,0,0
46028,RegionA,RegionA,2397,2397,2398.116666666667,22.0,1.1166666666666667,BatchInference,5.0,0,0
46818,RegionC,RegionC,2397,2397,2399.8333333333335,16.0,2.8333333333333335,BatchInference,5.0,0,0
15916,RegionE,RegionE,2397,2397,2400.383333333333,81.0,3.3833333333333333,AITraining,5.0,0,0
21730,RegionF,RegionF,2397,2397,2401.8166666666666,49.0,4.816666666666666,AITraining,5.0,0,0
38408,RegionD,RegionD,2397,2397,2399.2833333333333,37.0,2.283333333333333,AITraining,5.0,0,0
47435,RegionE,RegionE,2397,2397,2403.516666666667,28.0,6.516666666666667,AITraining,5.0,0,0
49550,RegionA,RegionA,2397,2397,2399.0,120.0,2.0,AITraining,5.0,0,0
49575,RegionF,RegionF,2397,2397,2400.2166666666667,27.0,3.216666666666667,AITraining,5.0,0,0
49609,RegionA,RegionA,2397,2397,2398.1666666666665,38.0,1.1666666666666667,AITraining,5.0,0,0
17052,RegionC,RegionC,2398,2398,2398.55,2.0,0.55,RealTimeInference,5.0,0,0
22360,RegionD,RegionD,2398,2398,2398.1833333333334,6.0,0.18333333333333332,RealTimeInference,5.0,0,0
7530,RegionA,RegionA,2398,2398,2399.1666666666665,5.0,1.1666666666666667,RealTimeInference,5.0,0,0
40375,RegionA,RegionA,2398,2398,2399.3333333333335,4.0,1.3333333333333333,RealTimeInference,5.0,0,0
13381,RegionA,RegionA,2398,2398,2400.0833333333335,6.0,2.0833333333333335,RealTimeInference,5.0,0,0
30610,RegionB,RegionB,2398,2398,2400.6833333333334,7.0,2.683333333333333,RealTimeInference,5.0,0,0
4886,RegionF,RegionF,2398,2398,2401.3333333333335,3.0,3.3333333333333335,RealTimeInference,5.0,0,0
19172,RegionC,RegionC,2398,2398,2401.3166666666666,6.0,3.316666666666667,RealTimeInference,5.0,0,0
5272,RegionC,RegionC,2398,2398,2402.35,4.0,4.35,RealTimeInference,5.0,0,0
8972,RegionD,RegionD,2398,2398,2402.1,2.0,4.1,RealTimeInference,5.0,0,0
4418,RegionD,RegionD,2398,2398,2402.233333333333,11.0,4.233333333333333,BatchInference,5.0,0,0
8745,RegionB,RegionB,2398,2398,2400.1,21.0,2.1,BatchInference,5.0,0,0
11780,RegionF,RegionF,2398,2398,2398.5833333333335,21.0,0.5833333333333334,BatchInference,5.0,0,0
17421,RegionF,RegionF,2398,2398,2400.35,15.0,2.35,BatchInference,5.0,0,0
17938,RegionE,RegionE,2398,2398,2402.266666666667,23.0,4.266666666666667,BatchInference,5.0,0,0
22136,RegionE,RegionE,2398,2398,2399.3166666666666,7.0,1.3166666666666667,BatchInference,5.0,0,0
2473,RegionC,RegionC,2398,2398,2403.8333333333335,16.0,5.833333333333333,AITraining,5.0,0,0
4353,RegionE,RegionE,2398,2398,2401.7,21.0,3.7,AITraining,5.0,0,0
9572,RegionD,RegionD,2398,2398,2404.0666666666666,123.0,6.066666666666666,AITraining,5.0,0,0
19289,RegionE,RegionE,2398,2398,2404.016666666667,121.0,6.016666666666667,AITraining,5.0,0,0
23421,RegionE,RegionE,2398,2398,2402.4,19.0,4.4,AITraining,5.0,0,0
30449,RegionB,RegionB,2398,2398,2398.266666666667,44.0,0.26666666666666666,AITraining,5.0,0,0
33770,RegionD,RegionD,2398,2398,2400.3333333333335,88.0,2.3333333333333335,AITraining,5.0,0,0
37758,RegionD,RegionD,2398,2398,2402.7833333333333,25.0,4.783333333333333,AITraining,5.0,0,0
43423,RegionF,RegionF,2398,2398,2403.5,122.0,5.5,AITraining,5.0,0,0
46823,RegionD,RegionD,2398,2398,2400.983333333333,109.0,2.9833333333333334,AITraining,5.0,0,0
48528,RegionD,RegionD,2398,2398,2399.516666666667,36.0,1.5166666666666666,AITraining,5.0,0,0
16844,RegionF,RegionF,2399,2399,2399.85,1.0,0.85,RealTimeInference,5.0,0,0
9621,RegionC,RegionC,2399,2399,2400.3333333333335,6.0,1.3333333333333333,RealTimeInference,5.0,0,0
21400,RegionB,RegionB,2399,2399,2400.6833333333334,1.0,1.6833333333333333,RealTimeInference,5.0,0,0
7890,RegionE,RegionE,2399,2399,2403.4166666666665,4.0,4.416666666666667,RealTimeInference,5.0,0,0
39788,RegionC,RegionC,2399,2399,2403.383333333333,7.0,4.383333333333334,RealTimeInference,5.0,0,0
41451,RegionA,RegionA,2399,2399,2405.6,4.0,6.6,RealTimeInference,5.0,0,0
15242,RegionE,RegionE,2399,2399,2403.05,7.0,4.05,BatchInference,5.0,0,0
37062,RegionB,RegionB,2399,2399,2401.4666666666667,12.0,2.466666666666667,BatchInference,5.0,0,0
38165,RegionB,RegionB,2399,2399,2403.75,10.0,4.75,BatchInference,5.0,0,0
40966,RegionB,RegionB,2399,2399,2404.0833333333335,20.0,5.083333333333333,BatchInference,5.0,0,0
43786,RegionB,RegionB,2399,2399,2401.1,17.0,2.1,BatchInference,5.0,0,0
44439,RegionE,RegionE,2399,2399,2404.616666666667,6.0,5.616666666666666,BatchInference,5.0,0,0
46942,RegionC,RegionC,2399,2399,2404.7,11.0,5.7,BatchInference,5.0,0,0
49525,RegionB,RegionB,2399,2399,2402.116666666667,16.0,3.1166666666666667,BatchInference,5.0,0,0
1455,RegionF,RegionF,2399,2399,2401.733333333333,37.0,2.7333333333333334,AITraining,5.0,0,0
7857,RegionF,RegionF,2399,2399,2400.2833333333333,115.0,1.2833333333333334,AITraining,5.0,0,0
38894,RegionE,RegionE,2399,2399,2405.15,115.0,6.15,AITraining,5.0,0,0
