TaskType,GPU_Demand,EstimatedDuration_min,Count,Probability
AITraining,24,346,1,6.039012017633915e-05
AITraining,24,348,1,6.039012017633915e-05
AITraining,24,353,1,6.039012017633915e-05
AITraining,24,356,2,0.0001207802403526783
AITraining,24,359,1,6.039012017633915e-05
AITraining,24,360,1,6.039012017633915e-05
AITraining,24,361,2,0.0001207802403526783
AITraining,24,365,2,0.0001207802403526783
AITraining,24,367,1,6.039012017633915e-05
AITraining,24,370,1,6.039012017633915e-05
AITraining,24,375,2,0.0001207802403526783
AITraining,24,380,1,6.039012017633915e-05
AITraining,24,383,1,6.039012017633915e-05
AITraining,24,393,1,6.039012017633915e-05
AITraining,24,396,1,6.039012017633915e-05
AITraining,24,397,2,0.0001207802403526783
AITraining,25,10,1,6.039012017633915e-05
AITraining,25,19,1,6.039012017633915e-05
AITraining,25,20,1,6.039012017633915e-05
AITraining,25,24,1,6.039012017633915e-05
AITraining,25,26,1,6.039012017633915e-05
AITraining,25,31,1,6.039012017633915e-05
AITraining,25,33,1,6.039012017633915e-05
AITraining,25,34,1,6.039012017633915e-05
AITraining,25,36,2,0.0001207802403526783
AITraining,25,37,1,6.039012017633915e-05
AITraining,25,45,1,6.039012017633915e-05
AITraining,25,49,1,6.039012017633915e-05
AITraining,25,52,1,6.039012017633915e-05
AITraining,25,57,1,6.039012017633915e-05
AITraining,25,60,1,6.039012017633915e-05
AITraining,25,63,1,6.039012017633915e-05
AITraining,25,67,1,6.039012017633915e-05
AITraining,25,70,1,6.039012017633915e-05
AITraining,25,72,1,6.039012017633915e-05
AITraining,25,75,1,6.039012017633915e-05
AITraining,25,79,2,0.0001207802403526783
AITraining,25,91,1,6.039012017633915e-05
AITraining,25,102,1,6.039012017633915e-05
AITraining,25,105,2,0.0001207802403526783
AITraining,25,107,2,0.0001207802403526783
AITraining,25,109,1,6.039012017633915e-05
AITraining,25,111,1,6.039012017633915e-05
AITraining,25,113,1,6.039012017633915e-05
AITraining,25,115,2,0.0001207802403526783
AITraining,25,117,1,6.039012017633915e-05
AITraining,25,119,1,6.039012017633915e-05
AITraining,25,122,1,6.039012017633915e-05
AITraining,25,123,2,0.0001207802403526783
AITraining,25,126,2,0.0001207802403526783
AITraining,25,129,1,6.039012017633915e-05
AITraining,25,130,1,6.039012017633915e-05
AITraining,25,131,1,6.039012017633915e-05
AITraining,25,133,2,0.0001207802403526783
AITraining,25,134,1,6.039012017633915e-05
AITraining,25,141,2,0.0001207802403526783
AITraining,25,145,1,6.039012017633915e-05
AITraining,25,147,2,0.0001207802403526783
AITraining,25,150,1,6.039012017633915e-05
AITraining,25,156,1,6.039012017633915e-05
AITraining,25,157,1,6.039012017633915e-05
AITraining,25,158,1,6.039012017633915e-05
AITraining,25,163,1,6.039012017633915e-05
AITraining,25,164,1,6.039012017633915e-05
AITraining,25,165,1,6.039012017633915e-05
AITraining,25,169,1,6.039012017633915e-05
AITraining,25,170,2,0.0001207802403526783
AITraining,25,173,1,6.039012017633915e-05
AITraining,25,174,1,6.039012017633915e-05
AITraining,25,179,1,6.039012017633915e-05
AITraining,25,183,1,6.039012017633915e-05
AITraining,25,188,1,6.039012017633915e-05
AITraining,25,189,1,6.039012017633915e-05
AITraining,25,190,1,6.039012017633915e-05
AITraining,25,203,1,6.039012017633915e-05
AITraining,25,212,2,0.0001207802403526783
AITraining,25,217,1,6.039012017633915e-05
AITraining,25,218,1,6.039012017633915e-05
AITraining,25,222,1,6.039012017633915e-05
AITraining,25,223,1,6.039012017633915e-05
AITraining,25,224,1,6.039012017633915e-05
AITraining,25,226,1,6.039012017633915e-05
AITraining,25,227,1,6.039012017633915e-05
AITraining,25,231,1,6.039012017633915e-05
AITraining,25,232,1,6.039012017633915e-05
AITraining,25,233,1,6.039012017633915e-05
AITraining,25,235,1,6.039012017633915e-05
AITraining,25,242,2,0.0001207802403526783
AITraining,25,246,3,0.00018117036052901745
AITraining,25,250,1,6.039012017633915e-05
AITraining,25,254,1,6.039012017633915e-05
AITraining,25,258,1,6.039012017633915e-05
AITraining,25,259,1,6.039012017633915e-05
AITraining,25,260,1,6.039012017633915e-05
AITraining,25,268,1,6.039012017633915e-05
AITraining,25,270,1,6.039012017633915e-05
AITraining,25,271,1,6.039012017633915e-05
AITraining,25,274,1,6.039012017633915e-05
AITraining,25,276,1,6.039012017633915e-05
AITraining,25,278,1,6.039012017633915e-05
AITraining,25,279,2,0.0001207802403526783
AITraining,25,286,1,6.039012017633915e-05
AITraining,25,287,1,6.039012017633915e-05
AITraining,25,288,1,6.039012017633915e-05
AITraining,25,289,2,0.0001207802403526783
AITraining,25,290,1,6.039012017633915e-05
AITraining,25,294,2,0.0001207802403526783
AITraining,25,298,1,6.039012017633915e-05
AITraining,25,302,1,6.039012017633915e-05
AITraining,25,303,1,6.039012017633915e-05
AITraining,25,305,1,6.039012017633915e-05
AITraining,25,307,1,6.039012017633915e-05
AITraining,25,309,1,6.039012017633915e-05
AITraining,25,311,1,6.039012017633915e-05
AITraining,25,317,2,0.0001207802403526783
AITraining,25,320,2,0.0001207802403526783
AITraining,25,322,1,6.039012017633915e-05
AITraining,25,324,1,6.039012017633915e-05
AITraining,25,327,1,6.039012017633915e-05
AITraining,25,330,1,6.039012017633915e-05
AITraining,25,332,1,6.039012017633915e-05
AITraining,25,334,1,6.039012017633915e-05
AITraining,25,338,1,6.039012017633915e-05
AITraining,25,339,1,6.039012017633915e-05
AITraining,25,341,2,0.0001207802403526783
AITraining,25,347,1,6.039012017633915e-05
AITraining,25,349,1,6.039012017633915e-05
AITraining,25,355,1,6.039012017633915e-05
AITraining,25,356,1,6.039012017633915e-05
AITraining,25,360,1,6.039012017633915e-05
AITraining,25,361,1,6.039012017633915e-05
AITraining,25,363,2,0.0001207802403526783
AITraining,25,367,2,0.0001207802403526783
AITraining,25,368,1,6.039012017633915e-05
AITraining,25,369,1,6.039012017633915e-05
AITraining,25,372,1,6.039012017633915e-05
AITraining,25,375,2,0.0001207802403526783
AITraining,25,380,2,0.0001207802403526783
AITraining,25,381,1,6.039012017633915e-05
AITraining,25,385,2,0.0001207802403526783
AITraining,25,386,1,6.039012017633915e-05
AITraining,25,389,1,6.039012017633915e-05
AITraining,25,393,1,6.039012017633915e-05
AITraining,25,396,1,6.039012017633915e-05
AITraining,25,399,1,6.039012017633915e-05
AITraining,26,11,1,6.039012017633915e-05
AITraining,26,16,1,6.039012017633915e-05
AITraining,26,18,1,6.039012017633915e-05
AITraining,26,19,1,6.039012017633915e-05
AITraining,26,21,2,0.0001207802403526783
AITraining,26,22,1,6.039012017633915e-05
AITraining,26,23,1,6.039012017633915e-05
AITraining,26,24,1,6.039012017633915e-05
AITraining,26,25,2,0.0001207802403526783
AITraining,26,26,1,6.039012017633915e-05
AITraining,26,28,1,6.039012017633915e-05
AITraining,26,30,1,6.039012017633915e-05
AITraining,26,31,1,6.039012017633915e-05
AITraining,26,32,2,0.0001207802403526783
AITraining,26,33,1,6.039012017633915e-05
AITraining,26,37,1,6.039012017633915e-05
AITraining,26,38,1,6.039012017633915e-05
AITraining,26,41,1,6.039012017633915e-05
AITraining,26,52,2,0.0001207802403526783
AITraining,26,59,1,6.039012017633915e-05
AITraining,26,60,1,6.039012017633915e-05
AITraining,26,62,1,6.039012017633915e-05
AITraining,26,65,1,6.039012017633915e-05
AITraining,26,69,1,6.039012017633915e-05
AITraining,26,71,1,6.039012017633915e-05
AITraining,26,76,1,6.039012017633915e-05
AITraining,26,77,1,6.039012017633915e-05
AITraining,26,79,1,6.039012017633915e-05
AITraining,26,80,2,0.0001207802403526783
AITraining,26,83,1,6.039012017633915e-05
AITraining,26,91,3,0.00018117036052901745
AITraining,26,92,1,6.039012017633915e-05
AITraining,26,96,1,6.039012017633915e-05
AITraining,26,98,1,6.039012017633915e-05
AITraining,26,99,1,6.039012017633915e-05
AITraining,26,101,2,0.0001207802403526783
AITraining,26,102,1,6.039012017633915e-05
AITraining,26,114,1,6.039012017633915e-05
AITraining,26,115,1,6.039012017633915e-05
AITraining,26,116,1,6.039012017633915e-05
AITraining,26,117,1,6.039012017633915e-05
AITraining,26,118,1,6.039012017633915e-05
AITraining,26,120,1,6.039012017633915e-05
AITraining,26,125,1,6.039012017633915e-05
AITraining,26,129,1,6.039012017633915e-05
AITraining,26,133,1,6.039012017633915e-05
AITraining,26,136,1,6.039012017633915e-05
AITraining,26,147,1,6.039012017633915e-05
AITraining,26,148,1,6.039012017633915e-05
AITraining,26,155,1,6.039012017633915e-05
AITraining,26,157,2,0.0001207802403526783
AITraining,26,159,1,6.039012017633915e-05
AITraining,26,162,1,6.039012017633915e-05
AITraining,26,164,2,0.0001207802403526783
AITraining,26,165,1,6.039012017633915e-05
AITraining,26,167,2,0.0001207802403526783
AITraining,26,168,1,6.039012017633915e-05
AITraining,26,170,1,6.039012017633915e-05
AITraining,26,172,1,6.039012017633915e-05
AITraining,26,173,1,6.039012017633915e-05
AITraining,26,174,1,6.039012017633915e-05
AITraining,26,175,1,6.039012017633915e-05
AITraining,26,176,1,6.039012017633915e-05
AITraining,26,180,1,6.039012017633915e-05
AITraining,26,181,1,6.039012017633915e-05
AITraining,26,183,1,6.039012017633915e-05
AITraining,26,186,1,6.039012017633915e-05
AITraining,26,190,1,6.039012017633915e-05
AITraining,26,191,2,0.0001207802403526783
AITraining,26,194,1,6.039012017633915e-05
AITraining,26,195,1,6.039012017633915e-05
AITraining,26,196,1,6.039012017633915e-05
AITraining,26,199,1,6.039012017633915e-05
AITraining,26,201,1,6.039012017633915e-05
AITraining,26,205,1,6.039012017633915e-05
AITraining,26,208,1,6.039012017633915e-05
AITraining,26,211,1,6.039012017633915e-05
AITraining,26,214,1,6.039012017633915e-05
AITraining,26,217,1,6.039012017633915e-05
AITraining,26,223,1,6.039012017633915e-05
AITraining,26,227,2,0.0001207802403526783
AITraining,26,229,1,6.039012017633915e-05
AITraining,26,231,2,0.0001207802403526783
AITraining,26,239,1,6.039012017633915e-05
AITraining,26,243,2,0.0001207802403526783
AITraining,26,244,2,0.0001207802403526783
AITraining,26,248,1,6.039012017633915e-05
AITraining,26,249,1,6.039012017633915e-05
AITraining,26,250,1,6.039012017633915e-05
AITraining,26,255,1,6.039012017633915e-05
AITraining,26,256,1,6.039012017633915e-05
AITraining,26,259,1,6.039012017633915e-05
AITraining,26,260,1,6.039012017633915e-05
AITraining,26,262,1,6.039012017633915e-05
AITraining,26,271,1,6.039012017633915e-05
AITraining,26,273,1,6.039012017633915e-05
AITraining,26,277,2,0.0001207802403526783
AITraining,26,282,1,6.039012017633915e-05
AITraining,26,283,1,6.039012017633915e-05
AITraining,26,284,1,6.039012017633915e-05
AITraining,26,289,1,6.039012017633915e-05
AITraining,26,291,1,6.039012017633915e-05
AITraining,26,293,1,6.039012017633915e-05
AITraining,26,300,2,0.0001207802403526783
AITraining,26,304,1,6.039012017633915e-05
AITraining,26,305,1,6.039012017633915e-05
AITraining,26,306,1,6.039012017633915e-05
AITraining,26,309,1,6.039012017633915e-05
AITraining,26,315,1,6.039012017633915e-05
AITraining,26,317,1,6.039012017633915e-05
AITraining,26,320,1,6.039012017633915e-05
AITraining,26,321,2,0.0001207802403526783
AITraining,26,325,2,0.0001207802403526783
AITraining,26,331,1,6.039012017633915e-05
AITraining,26,332,1,6.039012017633915e-05
AITraining,26,333,2,0.0001207802403526783
AITraining,26,344,1,6.039012017633915e-05
AITraining,26,347,1,6.039012017633915e-05
AITraining,26,349,2,0.0001207802403526783
AITraining,26,350,1,6.039012017633915e-05
AITraining,26,351,1,6.039012017633915e-05
AITraining,26,356,2,0.0001207802403526783
AITraining,26,358,1,6.039012017633915e-05
AITraining,26,359,1,6.039012017633915e-05
AITraining,26,361,1,6.039012017633915e-05
AITraining,26,362,2,0.0001207802403526783
AITraining,26,364,1,6.039012017633915e-05
AITraining,26,365,2,0.0001207802403526783
AITraining,26,366,1,6.039012017633915e-05
AITraining,26,370,1,6.039012017633915e-05
AITraining,26,372,2,0.0001207802403526783
AITraining,26,373,2,0.0001207802403526783
AITraining,26,376,1,6.039012017633915e-05
AITraining,26,378,1,6.039012017633915e-05
AITraining,26,379,1,6.039012017633915e-05
AITraining,26,380,1,6.039012017633915e-05
AITraining,26,383,1,6.039012017633915e-05
AITraining,26,388,1,6.039012017633915e-05
AITraining,26,392,1,6.039012017633915e-05
AITraining,26,393,1,6.039012017633915e-05
AITraining,26,397,1,6.039012017633915e-05
AITraining,27,10,2,0.0001207802403526783
AITraining,27,12,1,6.039012017633915e-05
AITraining,27,23,1,6.039012017633915e-05
AITraining,27,30,1,6.039012017633915e-05
AITraining,27,37,1,6.039012017633915e-05
AITraining,27,39,1,6.039012017633915e-05
AITraining,27,46,1,6.039012017633915e-05
AITraining,27,47,2,0.0001207802403526783
AITraining,27,53,1,6.039012017633915e-05
AITraining,27,55,2,0.0001207802403526783
AITraining,27,66,1,6.039012017633915e-05
AITraining,27,67,2,0.0001207802403526783
AITraining,27,74,1,6.039012017633915e-05
AITraining,27,76,2,0.0001207802403526783
AITraining,27,83,1,6.039012017633915e-05
AITraining,27,85,1,6.039012017633915e-05
AITraining,27,89,2,0.0001207802403526783
AITraining,27,90,1,6.039012017633915e-05
AITraining,27,92,1,6.039012017633915e-05
AITraining,27,98,1,6.039012017633915e-05
AITraining,27,100,2,0.0001207802403526783
AITraining,27,112,1,6.039012017633915e-05
AITraining,27,118,1,6.039012017633915e-05
AITraining,27,121,1,6.039012017633915e-05
AITraining,27,124,2,0.0001207802403526783
AITraining,27,125,1,6.039012017633915e-05
AITraining,27,128,1,6.039012017633915e-05
AITraining,27,129,1,6.039012017633915e-05
AITraining,27,131,2,0.0001207802403526783
AITraining,27,132,1,6.039012017633915e-05
AITraining,27,133,1,6.039012017633915e-05
AITraining,27,138,1,6.039012017633915e-05
AITraining,27,139,1,6.039012017633915e-05
AITraining,27,141,2,0.0001207802403526783
AITraining,27,142,1,6.039012017633915e-05
AITraining,27,145,1,6.039012017633915e-05
AITraining,27,146,1,6.039012017633915e-05
AITraining,27,147,1,6.039012017633915e-05
AITraining,27,149,1,6.039012017633915e-05
AITraining,27,150,1,6.039012017633915e-05
AITraining,27,151,1,6.039012017633915e-05
AITraining,27,153,1,6.039012017633915e-05
AITraining,27,157,1,6.039012017633915e-05
AITraining,27,160,1,6.039012017633915e-05
AITraining,27,162,1,6.039012017633915e-05
AITraining,27,164,1,6.039012017633915e-05
AITraining,27,169,2,0.0001207802403526783
AITraining,27,170,1,6.039012017633915e-05
AITraining,27,178,1,6.039012017633915e-05
AITraining,27,179,1,6.039012017633915e-05
AITraining,27,180,1,6.039012017633915e-05
AITraining,27,183,1,6.039012017633915e-05
AITraining,27,185,1,6.039012017633915e-05
AITraining,27,190,1,6.039012017633915e-05
AITraining,27,191,1,6.039012017633915e-05
AITraining,27,193,1,6.039012017633915e-05
AITraining,27,198,2,0.0001207802403526783
AITraining,27,199,1,6.039012017633915e-05
AITraining,27,205,1,6.039012017633915e-05
AITraining,27,207,2,0.0001207802403526783
AITraining,27,212,2,0.0001207802403526783
AITraining,27,223,1,6.039012017633915e-05
AITraining,27,224,1,6.039012017633915e-05
AITraining,27,225,1,6.039012017633915e-05
AITraining,27,226,1,6.039012017633915e-05
AITraining,27,229,1,6.039012017633915e-05
AITraining,27,234,1,6.039012017633915e-05
AITraining,27,238,1,6.039012017633915e-05
AITraining,27,241,1,6.039012017633915e-05
AITraining,27,243,1,6.039012017633915e-05
AITraining,27,245,1,6.039012017633915e-05
AITraining,27,246,1,6.039012017633915e-05
AITraining,27,253,1,6.039012017633915e-05
AITraining,27,265,1,6.039012017633915e-05
AITraining,27,267,1,6.039012017633915e-05
AITraining,27,269,1,6.039012017633915e-05
AITraining,27,270,2,0.0001207802403526783
AITraining,27,271,2,0.0001207802403526783
AITraining,27,273,1,6.039012017633915e-05
AITraining,27,274,1,6.039012017633915e-05
AITraining,27,276,1,6.039012017633915e-05
AITraining,27,277,1,6.039012017633915e-05
AITraining,27,278,1,6.039012017633915e-05
AITraining,27,288,2,0.0001207802403526783
AITraining,27,295,1,6.039012017633915e-05
AITraining,27,296,1,6.039012017633915e-05
AITraining,27,297,1,6.039012017633915e-05
AITraining,27,299,1,6.039012017633915e-05
AITraining,27,300,1,6.039012017633915e-05
AITraining,27,302,1,6.039012017633915e-05
AITraining,27,316,1,6.039012017633915e-05
AITraining,27,317,1,6.039012017633915e-05
AITraining,27,318,1,6.039012017633915e-05
AITraining,27,328,1,6.039012017633915e-05
AITraining,27,333,1,6.039012017633915e-05
AITraining,27,334,1,6.039012017633915e-05
AITraining,27,335,1,6.039012017633915e-05
AITraining,27,336,1,6.039012017633915e-05
AITraining,27,338,1,6.039012017633915e-05
AITraining,27,344,2,0.0001207802403526783
AITraining,27,349,1,6.039012017633915e-05
AITraining,27,350,2,0.0001207802403526783
AITraining,27,352,1,6.039012017633915e-05
AITraining,27,354,2,0.0001207802403526783
AITraining,27,358,1,6.039012017633915e-05
AITraining,27,366,1,6.039012017633915e-05
AITraining,27,367,1,6.039012017633915e-05
AITraining,27,369,1,6.039012017633915e-05
AITraining,27,379,1,6.039012017633915e-05
AITraining,27,385,1,6.039012017633915e-05
AITraining,27,394,2,0.0001207802403526783
AITraining,28,10,1,6.039012017633915e-05
AITraining,28,15,1,6.039012017633915e-05
AITraining,28,16,1,6.039012017633915e-05
AITraining,28,19,1,6.039012017633915e-05
AITraining,28,22,1,6.039012017633915e-05
AITraining,28,23,1,6.039012017633915e-05
AITraining,28,25,1,6.039012017633915e-05
AITraining,28,27,2,0.0001207802403526783
AITraining,28,29,1,6.039012017633915e-05
AITraining,28,30,1,6.039012017633915e-05
AITraining,28,33,1,6.039012017633915e-05
AITraining,28,34,1,6.039012017633915e-05
AITraining,28,39,1,6.039012017633915e-05
AITraining,28,43,1,6.039012017633915e-05
AITraining,28,46,1,6.039012017633915e-05
AITraining,28,52,2,0.0001207802403526783
AITraining,28,61,2,0.0001207802403526783
AITraining,28,65,1,6.039012017633915e-05
AITraining,28,68,2,0.0001207802403526783
AITraining,28,71,1,6.039012017633915e-05
AITraining,28,75,1,6.039012017633915e-05
AITraining,28,77,1,6.039012017633915e-05
AITraining,28,80,1,6.039012017633915e-05
AITraining,28,88,1,6.039012017633915e-05
AITraining,28,93,2,0.0001207802403526783
AITraining,28,95,2,0.0001207802403526783
AITraining,28,99,1,6.039012017633915e-05
AITraining,28,101,1,6.039012017633915e-05
AITraining,28,102,2,0.0001207802403526783
AITraining,28,104,1,6.039012017633915e-05
AITraining,28,115,1,6.039012017633915e-05
AITraining,28,118,1,6.039012017633915e-05
AITraining,28,120,2,0.0001207802403526783
AITraining,28,121,2,0.0001207802403526783
AITraining,28,132,1,6.039012017633915e-05
AITraining,28,133,2,0.0001207802403526783
AITraining,28,136,1,6.039012017633915e-05
AITraining,28,137,1,6.039012017633915e-05
AITraining,28,144,1,6.039012017633915e-05
AITraining,28,159,1,6.039012017633915e-05
AITraining,28,163,1,6.039012017633915e-05
AITraining,28,164,1,6.039012017633915e-05
AITraining,28,167,1,6.039012017633915e-05
AITraining,28,169,1,6.039012017633915e-05
AITraining,28,170,1,6.039012017633915e-05
AITraining,28,172,1,6.039012017633915e-05
AITraining,28,173,2,0.0001207802403526783
AITraining,28,175,1,6.039012017633915e-05
AITraining,28,180,1,6.039012017633915e-05
AITraining,28,182,1,6.039012017633915e-05
AITraining,28,187,1,6.039012017633915e-05
AITraining,28,191,1,6.039012017633915e-05
AITraining,28,193,2,0.0001207802403526783
AITraining,28,194,1,6.039012017633915e-05
AITraining,28,197,1,6.039012017633915e-05
AITraining,28,198,2,0.0001207802403526783
AITraining,28,206,1,6.039012017633915e-05
AITraining,28,207,1,6.039012017633915e-05
AITraining,28,210,1,6.039012017633915e-05
AITraining,28,211,1,6.039012017633915e-05
AITraining,28,213,1,6.039012017633915e-05
AITraining,28,217,1,6.039012017633915e-05
AITraining,28,219,1,6.039012017633915e-05
AITraining,28,220,1,6.039012017633915e-05
AITraining,28,223,2,0.0001207802403526783
AITraining,28,225,3,0.00018117036052901745
AITraining,28,227,1,6.039012017633915e-05
AITraining,28,228,1,6.039012017633915e-05
AITraining,28,230,2,0.0001207802403526783
AITraining,28,231,1,6.039012017633915e-05
AITraining,28,233,1,6.039012017633915e-05
AITraining,28,237,1,6.039012017633915e-05
AITraining,28,238,1,6.039012017633915e-05
AITraining,28,246,1,6.039012017633915e-05
AITraining,28,249,1,6.039012017633915e-05
AITraining,28,250,1,6.039012017633915e-05
AITraining,28,251,1,6.039012017633915e-05
AITraining,28,252,1,6.039012017633915e-05
AITraining,28,255,1,6.039012017633915e-05
AITraining,28,258,2,0.0001207802403526783
AITraining,28,266,1,6.039012017633915e-05
AITraining,28,271,1,6.039012017633915e-05
AITraining,28,272,1,6.039012017633915e-05
AITraining,28,275,1,6.039012017633915e-05
AITraining,28,276,2,0.0001207802403526783
AITraining,28,279,1,6.039012017633915e-05
AITraining,28,280,2,0.0001207802403526783
AITraining,28,285,1,6.039012017633915e-05
AITraining,28,289,1,6.039012017633915e-05
AITraining,28,294,2,0.0001207802403526783
AITraining,28,296,1,6.039012017633915e-05
AITraining,28,297,1,6.039012017633915e-05
AITraining,28,302,1,6.039012017633915e-05
AITraining,28,306,1,6.039012017633915e-05
AITraining,28,307,1,6.039012017633915e-05
AITraining,28,308,1,6.039012017633915e-05
AITraining,28,316,1,6.039012017633915e-05
AITraining,28,317,2,0.0001207802403526783
AITraining,28,318,1,6.039012017633915e-05
AITraining,28,319,1,6.039012017633915e-05
AITraining,28,320,1,6.039012017633915e-05
AITraining,28,321,1,6.039012017633915e-05
AITraining,28,323,2,0.0001207802403526783
AITraining,28,327,1,6.039012017633915e-05
AITraining,28,334,1,6.039012017633915e-05
AITraining,28,335,1,6.039012017633915e-05
AITraining,28,342,1,6.039012017633915e-05
AITraining,28,343,1,6.039012017633915e-05
AITraining,28,344,1,6.039012017633915e-05
AITraining,28,345,1,6.039012017633915e-05
AITraining,28,349,1,6.039012017633915e-05
AITraining,28,364,1,6.039012017633915e-05
AITraining,28,368,1,6.039012017633915e-05
AITraining,28,373,2,0.0001207802403526783
AITraining,28,374,1,6.039012017633915e-05
AITraining,28,382,1,6.039012017633915e-05
AITraining,28,385,2,0.0001207802403526783
AITraining,28,387,1,6.039012017633915e-05
AITraining,28,389,1,6.039012017633915e-05
AITraining,28,391,1,6.039012017633915e-05
AITraining,28,396,1,6.039012017633915e-05
AITraining,28,397,1,6.039012017633915e-05
AITraining,29,12,1,6.039012017633915e-05
AITraining,29,22,1,6.039012017633915e-05
AITraining,29,23,1,6.039012017633915e-05
AITraining,29,27,1,6.039012017633915e-05
AITraining,29,30,1,6.039012017633915e-05
AITraining,29,35,1,6.039012017633915e-05
AITraining,29,37,2,0.0001207802403526783
AITraining,29,38,2,0.0001207802403526783
AITraining,29,42,1,6.039012017633915e-05
AITraining,29,43,1,6.039012017633915e-05
AITraining,29,53,2,0.0001207802403526783
AITraining,29,54,1,6.039012017633915e-05
AITraining,29,60,1,6.039012017633915e-05
AITraining,29,66,1,6.039012017633915e-05
AITraining,29,67,2,0.0001207802403526783
AITraining,29,68,1,6.039012017633915e-05
AITraining,29,69,2,0.0001207802403526783
AITraining,29,75,1,6.039012017633915e-05
AITraining,29,81,1,6.039012017633915e-05
AITraining,29,82,2,0.0001207802403526783
AITraining,29,83,1,6.039012017633915e-05
AITraining,29,87,1,6.039012017633915e-05
AITraining,29,91,1,6.039012017633915e-05
AITraining,29,92,1,6.039012017633915e-05
AITraining,29,94,1,6.039012017633915e-05
AITraining,29,95,1,6.039012017633915e-05
AITraining,29,96,1,6.039012017633915e-05
AITraining,29,98,1,6.039012017633915e-05
AITraining,29,101,1,6.039012017633915e-05
AITraining,29,107,1,6.039012017633915e-05
AITraining,29,108,1,6.039012017633915e-05
AITraining,29,113,1,6.039012017633915e-05
AITraining,29,114,1,6.039012017633915e-05
AITraining,29,116,1,6.039012017633915e-05
AITraining,29,121,2,0.0001207802403526783
AITraining,29,124,1,6.039012017633915e-05
AITraining,29,126,1,6.039012017633915e-05
AITraining,29,136,2,0.0001207802403526783
AITraining,29,138,1,6.039012017633915e-05
AITraining,29,140,1,6.039012017633915e-05
AITraining,29,145,2,0.0001207802403526783
AITraining,29,146,1,6.039012017633915e-05
AITraining,29,148,1,6.039012017633915e-05
AITraining,29,152,1,6.039012017633915e-05
AITraining,29,154,1,6.039012017633915e-05
AITraining,29,156,1,6.039012017633915e-05
AITraining,29,159,1,6.039012017633915e-05
AITraining,29,160,1,6.039012017633915e-05
AITraining,29,163,1,6.039012017633915e-05
AITraining,29,167,1,6.039012017633915e-05
AITraining,29,168,1,6.039012017633915e-05
AITraining,29,172,1,6.039012017633915e-05
AITraining,29,176,1,6.039012017633915e-05
AITraining,29,177,1,6.039012017633915e-05
AITraining,29,183,1,6.039012017633915e-05
AITraining,29,184,1,6.039012017633915e-05
AITraining,29,186,1,6.039012017633915e-05
AITraining,29,189,1,6.039012017633915e-05
AITraining,29,191,1,6.039012017633915e-05
AITraining,29,196,1,6.039012017633915e-05
AITraining,29,216,2,0.0001207802403526783
AITraining,29,219,1,6.039012017633915e-05
AITraining,29,220,1,6.039012017633915e-05
AITraining,29,227,2,0.0001207802403526783
AITraining,29,230,1,6.039012017633915e-05
AITraining,29,233,1,6.039012017633915e-05
AITraining,29,238,1,6.039012017633915e-05
AITraining,29,239,2,0.0001207802403526783
AITraining,29,248,1,6.039012017633915e-05
AITraining,29,250,1,6.039012017633915e-05
AITraining,29,252,1,6.039012017633915e-05
AITraining,29,257,1,6.039012017633915e-05
AITraining,29,259,1,6.039012017633915e-05
AITraining,29,265,1,6.039012017633915e-05
AITraining,29,268,1,6.039012017633915e-05
AITraining,29,270,1,6.039012017633915e-05
AITraining,29,271,1,6.039012017633915e-05
AITraining,29,273,1,6.039012017633915e-05
AITraining,29,274,1,6.039012017633915e-05
AITraining,29,281,1,6.039012017633915e-05
AITraining,29,282,1,6.039012017633915e-05
AITraining,29,288,2,0.0001207802403526783
AITraining,29,289,1,6.039012017633915e-05
AITraining,29,291,1,6.039012017633915e-05
AITraining,29,294,2,0.0001207802403526783
AITraining,29,298,1,6.039012017633915e-05
AITraining,29,310,1,6.039012017633915e-05
AITraining,29,315,1,6.039012017633915e-05
AITraining,29,319,1,6.039012017633915e-05
AITraining,29,330,1,6.039012017633915e-05
AITraining,29,332,1,6.039012017633915e-05
AITraining,29,333,1,6.039012017633915e-05
AITraining,29,336,1,6.039012017633915e-05
AITraining,29,337,2,0.0001207802403526783
AITraining,29,341,2,0.0001207802403526783
AITraining,29,342,1,6.039012017633915e-05
AITraining,29,345,1,6.039012017633915e-05
AITraining,29,346,3,0.00018117036052901745
AITraining,29,350,1,6.039012017633915e-05
AITraining,29,352,1,6.039012017633915e-05
AITraining,29,353,2,0.0001207802403526783
AITraining,29,354,1,6.039012017633915e-05
AITraining,29,356,1,6.039012017633915e-05
AITraining,29,357,1,6.039012017633915e-05
AITraining,29,362,1,6.039012017633915e-05
AITraining,29,364,1,6.039012017633915e-05
AITraining,29,366,1,6.039012017633915e-05
AITraining,29,367,1,6.039012017633915e-05
AITraining,29,375,1,6.039012017633915e-05
AITraining,29,376,1,6.039012017633915e-05
AITraining,29,383,1,6.039012017633915e-05
AITraining,29,384,1,6.039012017633915e-05
AITraining,29,385,1,6.039012017633915e-05
AITraining,29,386,1,6.039012017633915e-05
AITraining,29,387,1,6.039012017633915e-05
AITraining,29,389,1,6.039012017633915e-05
AITraining,29,390,1,6.039012017633915e-05
AITraining,29,394,1,6.039012017633915e-05
AITraining,29,395,1,6.039012017633915e-05
AITraining,29,398,1,6.039012017633915e-05
AITraining,29,399,2,0.0001207802403526783
