TaskID,区域,开工小时
25016,RegionA,934
25019,RegionA,2145
25024,RegionC,1966
25051,RegionB,1824
25060,RegionA,1458
25063,RegionF,1080
25075,RegionA,1395
25093,RegionB,1361
25116,RegionB,1222
25133,RegionA,1285
25148,RegionE,1515
25193,RegionB,2077
25194,RegionE,698
25197,RegionA,1527
25231,RegionA,991
25241,RegionB,20
25300,RegionB,2204
25365,RegionA,2145
25393,RegionC,772
25400,RegionC,2350
25405,RegionB,2170
25435,RegionB,2156
25443,RegionD,1814
25469,RegionC,258
25471,RegionB,466
25487,RegionB,1823
25489,RegionD,966
25498,RegionA,1069
25506,RegionA,1109
25540,RegionC,2122
25560,RegionB,1656
25594,RegionD,1880
25595,RegionC,1320
25605,RegionC,2076
25622,RegionB,1489
25678,RegionB,2289
25682,RegionC,229
25780,RegionA,1281
25871,RegionB,888
25890,RegionA,287
25913,RegionB,1800
25929,RegionF,131
25958,RegionC,2116
25968,RegionF,1466
26011,RegionA,534
26015,RegionC,2044
26016,RegionB,646
26039,RegionB,1165
26090,RegionA,1553
26109,RegionC,603
26132,RegionF,2092
26156,RegionA,1971
26186,RegionA,1826
26258,RegionC,77
26279,RegionA,570
26301,RegionC,1711
26353,RegionA,1341
26373,RegionC,256
26389,RegionC,2025
26407,RegionA,8
26419,RegionB,137
26438,RegionB,2345
26486,RegionD,912
26596,RegionC,14
26612,RegionA,2289
26623,RegionB,480
26651,RegionB,99
26654,RegionC,1857
26664,RegionC,1625
26666,RegionB,798
26703,RegionF,1621
26727,RegionA,378
26730,RegionC,496
26733,RegionC,922
26745,RegionA,1537
26755,RegionD,1596
26764,RegionA,1766
26768,RegionD,41
26779,RegionB,2384
26782,RegionB,1214
26799,RegionA,1069
26809,RegionC,2015
26826,RegionA,1839
26832,RegionB,836
26835,RegionC,2224
26852,RegionC,2349
26862,RegionB,1027
26863,RegionA,2165
26898,RegionB,1787
26934,RegionB,1450
26939,RegionF,973
26954,RegionA,267
27004,RegionA,1849
27013,RegionA,331
27052,RegionB,360
27055,RegionA,2175
27081,RegionB,264
27093,RegionC,1167
27097,RegionC,876
27131,RegionA,2194
27139,RegionA,1100
27151,RegionC,1794
27167,RegionA,2031
27171,RegionA,523
27173,RegionB,681
27183,RegionA,608
27199,RegionA,324
27245,RegionC,808
27249,RegionB,1947
27299,RegionC,2208
27314,RegionA,1368
27320,RegionB,1006
27344,RegionB,2124
27380,RegionC,96
27395,RegionB,1283
27409,RegionB,81
27450,RegionC,1016
27474,RegionC,1344
27487,RegionA,2355
27508,RegionC,995
27543,RegionB,541
27566,RegionB,1628
27572,RegionB,1606
27583,RegionC,789
27584,RegionB,21
27592,RegionB,1569
27614,RegionC,2225
27631,RegionA,921
27646,RegionA,792
27657,RegionA,1778
27664,RegionB,788
27670,RegionA,2228
27685,RegionA,1657
27692,RegionA,349
27703,RegionB,1191
27773,RegionA,84
27795,RegionA,535
27831,RegionF,732
27833,RegionB,2029
27843,RegionA,774
27849,RegionA,1073
27864,RegionE,1878
27879,RegionA,2203
27889,RegionC,1902
27894,RegionA,2149
27901,RegionA,1495
27907,RegionC,1
27934,RegionA,2288
27947,RegionC,1472
27976,RegionB,290
28045,RegionA,797
28061,RegionB,1745
28184,RegionB,2149
28192,RegionF,743
28214,RegionC,1591
28251,RegionF,2148
28285,RegionC,630
28332,RegionB,1543
28353,RegionC,762
28360,RegionC,1383
28375,RegionB,2356
28413,RegionB,1502
28429,RegionA,585
28438,RegionB,1017
28467,RegionD,1781
28478,RegionC,553
28483,RegionB,429
28484,RegionC,2085
28525,RegionA,639
28530,RegionC,481
28560,RegionA,406
28581,RegionB,608
28615,RegionB,1586
28617,RegionA,337
28623,RegionC,2302
28633,RegionB,1687
28653,RegionA,1439
28690,RegionD,2289
28700,RegionB,1292
28783,RegionC,830
28817,RegionA,1656
28821,RegionC,1411
28830,RegionB,310
28884,RegionC,1584
28885,RegionB,1066
28889,RegionC,1547
28897,RegionC,1827
28939,RegionA,2302
28975,RegionB,1398
29005,RegionF,1867
29020,RegionC,1808
29064,RegionF,764
29083,RegionA,111
29105,RegionA,1511
29120,RegionB,1123
29170,RegionB,1230
29179,RegionB,1363
29193,RegionC,296
29207,RegionC,2229
29218,RegionA,252
29239,RegionB,2386
29258,RegionC,394
29260,RegionC,645
29280,RegionA,2246
29288,RegionB,1993
29295,RegionA,2149
29335,RegionC,134
29389,RegionA,1980
29394,RegionC,566
29396,RegionC,1247
29398,RegionC,1664
29399,RegionC,1766
29408,RegionB,482
29411,RegionA,982
29414,RegionB,1318
29419,RegionB,861
29482,RegionC,80
29486,RegionC,1928
29510,RegionD,14
29514,RegionB,1540
29526,RegionA,658
29545,RegionB,698
29648,RegionF,1423
29684,RegionC,1971
29689,RegionB,586
29790,RegionC,808
29809,RegionA,441
29864,RegionB,1238
29877,RegionB,927
29881,RegionC,520
29886,RegionA,442
29933,RegionA,474
29943,RegionE,2098
29966,RegionB,250
29984,RegionB,1275
30030,RegionC,114
30081,RegionE,575
30095,RegionB,2057
30111,RegionB,2360
30115,RegionA,901
30151,RegionA,720
30152,RegionC,1123
30153,RegionF,213
30163,RegionC,228
30183,RegionB,2375
30188,RegionB,1222
30221,RegionA,1226
30225,RegionD,2077
30236,RegionC,918
30249,RegionB,1346
30265,RegionC,2340
30271,RegionE,259
30317,RegionF,865
30321,RegionA,1555
30359,RegionA,2298
30368,RegionB,681
30392,RegionC,1191
30416,RegionC,664
30424,RegionB,1578
30473,RegionB,2095
30483,RegionA,973
30516,RegionB,926
30536,RegionB,2299
30556,RegionC,331
30558,RegionA,457
30591,RegionA,1745
30631,RegionB,1804
30647,RegionC,1576
30674,RegionC,774
30684,RegionA,1302
30693,RegionC,2175
30742,RegionC,1303
30766,RegionC,1868
30767,RegionB,776
30799,RegionB,2046
30801,RegionA,25
30802,RegionA,575
30809,RegionF,313
30820,RegionB,334
30829,RegionC,1772
30831,RegionC,257
30859,RegionC,68
30901,RegionF,714
30916,RegionA,410
30926,RegionA,1429
30947,RegionE,1558
30962,RegionB,1518
30969,RegionB,569
30981,RegionC,675
30995,RegionA,1541
31066,RegionA,1391
31092,RegionC,1933
31095,RegionA,1626
31115,RegionA,696
31122,RegionB,945
31126,RegionC,592
31139,RegionB,1901
31146,RegionC,2053
31149,RegionC,716
31152,RegionB,162
31190,RegionA,882
31202,RegionC,1906
31218,RegionB,1653
31285,RegionC,1390
31298,RegionC,954
31318,RegionC,44
31333,RegionA,1197
31341,RegionA,2207
31361,RegionC,1381
31379,RegionC,465
31385,RegionC,1410
31420,RegionA,331
31449,RegionC,2356
31451,RegionC,353
31454,RegionB,2004
31463,RegionA,0
31499,RegionB,1417
31514,RegionA,1037
31518,RegionC,2057
31519,RegionB,1971
31542,RegionA,1832
31547,RegionC,581
31589,RegionB,620
31611,RegionB,1904
31641,RegionC,1758
31654,RegionA,2201
31687,RegionC,1297
31712,RegionC,2069
31714,RegionD,766
31717,RegionC,306
31783,RegionA,1263
31812,RegionC,1366
31859,RegionC,1561
31864,RegionA,1278
31867,RegionC,1654
31868,RegionC,1372
31872,RegionA,1477
31873,RegionB,817
31874,RegionA,806
31876,RegionA,447
31889,RegionC,1418
31923,RegionB,273
31962,RegionB,1614
31986,RegionB,864
32067,RegionB,919
32104,RegionC,664
32110,RegionC,1710
32134,RegionF,731
32148,RegionC,2324
32162,RegionC,2389
32181,RegionA,709
32200,RegionB,285
32201,RegionB,1577
32219,RegionD,2282
32228,RegionB,408
32240,RegionC,2352
32256,RegionA,703
32264,RegionC,1629
32285,RegionF,1999
32287,RegionA,1917
32345,RegionB,2109
32347,RegionB,570
32401,RegionC,903
32405,RegionB,387
32419,RegionA,2231
32428,RegionB,1256
32442,RegionD,911
32456,RegionB,602
32477,RegionC,533
32494,RegionB,206
32498,RegionB,2120
32509,RegionC,1861
32560,RegionA,2256
32563,RegionA,384
32600,RegionE,882
32601,RegionC,322
32645,RegionA,1150
32689,RegionC,428
32708,RegionC,2064
32717,RegionA,13
32749,RegionC,1558
32778,RegionA,1319
32788,RegionA,2363
32830,RegionA,1906
32831,RegionC,2352
32834,RegionC,1438
32841,RegionB,1419
32849,RegionF,1533
32855,RegionA,1847
32896,RegionA,1836
32917,RegionC,2392
32919,RegionB,791
32922,RegionC,2036
32975,RegionC,651
32994,RegionB,521
33011,RegionB,776
33024,RegionB,1706
33043,RegionB,566
33087,RegionA,1111
33090,RegionB,1457
33114,RegionA,1222
33129,RegionB,767
33154,RegionA,773
33156,RegionC,705
33194,RegionB,977
33196,RegionA,1250
33201,RegionB,1127
33214,RegionC,20
33216,RegionD,1816
33242,RegionB,2169
33257,RegionA,77
33263,RegionC,2084
33311,RegionA,71
33320,RegionC,462
33365,RegionB,1165
33379,RegionA,978
33414,RegionC,1539
33423,RegionA,1577
33517,RegionA,29
33541,RegionB,1393
33547,RegionA,804
33553,RegionC,1828
33555,RegionB,1333
33575,RegionA,1417
33577,RegionF,1087
33606,RegionA,549
33613,RegionC,2092
33615,RegionC,108
33618,RegionA,2098
33653,RegionB,396
33670,RegionA,1394
33705,RegionC,1752
33710,RegionC,1231
33715,RegionE,1154
33763,RegionC,2009
33764,RegionC,1421
33765,RegionB,1555
33775,RegionB,765
33778,RegionA,88
33802,RegionA,1373
33814,RegionA,1501
33826,RegionB,1114
33842,RegionA,1613
33847,RegionA,892
33892,RegionE,1379
33913,RegionB,770
33932,RegionC,1901
33940,RegionB,1801
33961,RegionA,1041
34001,RegionA,937
34004,RegionA,1888
34013,RegionB,1853
34027,RegionA,952
34045,RegionB,1549
34075,RegionB,1683
34093,RegionA,889
34098,RegionC,270
34110,RegionC,164
34126,RegionC,1881
34130,RegionA,1394
34215,RegionC,1416
34241,RegionC,512
34257,RegionC,162
34275,RegionB,1496
34282,RegionA,484
34297,RegionC,303
34312,RegionF,1894
34420,RegionB,347
34426,RegionC,1283
34433,RegionB,1054
34439,RegionB,2394
34440,RegionB,1889
34474,RegionC,566
34496,RegionB,705
34507,RegionB,495
34553,RegionA,130
34587,RegionD,628
34590,RegionB,1146
34630,RegionB,795
34633,RegionD,1512
34695,RegionC,1091
34724,RegionC,1333
34728,RegionB,130
34735,RegionA,2211
34748,RegionB,1817
34766,RegionC,2297
34778,RegionC,1496
34782,RegionB,698
34786,RegionB,1298
34816,RegionA,1241
34861,RegionC,973
34916,RegionC,136
34928,RegionA,1936
34936,RegionA,2352
34948,RegionF,1625
34982,RegionB,977
35032,RegionA,1182
35034,RegionC,2173
35051,RegionC,1306
35055,RegionA,2007
35061,RegionA,1555
35078,RegionB,2321
35084,RegionC,30
35093,RegionA,1064
35096,RegionA,153
35106,RegionA,138
35136,RegionC,984
35155,RegionC,2287
35169,RegionA,2171
35172,RegionA,2217
35177,RegionB,80
35187,RegionC,2166
35203,RegionB,2024
35234,RegionC,893
35239,RegionB,255
35264,RegionB,1421
35266,RegionB,177
35276,RegionF,2059
35327,RegionB,1308
35362,RegionB,661
35378,RegionA,31
35394,RegionF,1275
35401,RegionC,745
35549,RegionA,1970
35578,RegionF,1639
35653,RegionC,2219
35686,RegionA,945
35689,RegionD,1237
35703,RegionC,732
35732,RegionA,963
35742,RegionF,1308
35746,RegionA,1630
35758,RegionC,2291
35784,RegionA,2076
35789,RegionA,383
35818,RegionA,382
35824,RegionB,193
35857,RegionB,302
35890,RegionA,888
35940,RegionB,1807
35993,RegionC,1028
36009,RegionC,86
36010,RegionA,82
36029,RegionA,2108
36035,RegionA,1872
36042,RegionC,1259
36115,RegionA,0
36124,RegionC,929
36133,RegionC,237
36137,RegionB,2208
36151,RegionB,2131
36152,RegionA,1220
36178,RegionA,763
36193,RegionA,1884
36224,RegionB,150
36257,RegionB,1921
36269,RegionB,2262
36288,RegionA,809
36338,RegionA,444
36388,RegionB,411
36397,RegionB,1030
36405,RegionB,1035
36435,RegionC,727
36447,RegionC,1360
36462,RegionA,538
36471,RegionA,2106
36488,RegionC,1554
36533,RegionA,2373
36541,RegionB,598
36543,RegionA,2339
36546,RegionA,1414
36581,RegionA,527
36735,RegionC,2387
36745,RegionB,1325
36749,RegionC,1550
36757,RegionA,104
36760,RegionA,2057
36761,RegionA,1980
36788,RegionB,1188
36840,RegionA,1347
36861,RegionA,458
36890,RegionC,770
36966,RegionA,214
36972,RegionB,230
36986,RegionA,2002
36991,RegionA,963
36992,RegionC,1086
37010,RegionC,2338
37039,RegionA,419
37055,RegionB,1616
37065,RegionB,454
37066,RegionC,2252
37100,RegionA,1144
37115,RegionA,1086
37124,RegionB,2017
37147,RegionA,399
37148,RegionB,2189
37164,RegionA,943
37171,RegionB,167
37198,RegionF,1065
37222,RegionB,2094
37226,RegionC,1509
37257,RegionE,1311
37290,RegionE,2056
37350,RegionB,675
37361,RegionA,482
37365,RegionA,1321
37370,RegionC,1086
37456,RegionB,1007
37496,RegionA,1314
37567,RegionA,84
37589,RegionB,2222
37604,RegionA,2223
37610,RegionB,1103
37621,RegionC,1995
37686,RegionC,1593
37701,RegionC,1176
37718,RegionA,1255
37721,RegionC,864
37725,RegionB,2105
37727,RegionC,2239
37741,RegionA,288
37748,RegionA,671
37755,RegionC,971
37775,RegionD,1136
37776,RegionC,912
37798,RegionC,887
37849,RegionB,2113
37852,RegionA,270
37868,RegionA,1033
37886,RegionA,435
37890,RegionA,1109
37895,RegionA,831
37903,RegionC,2307
37914,RegionA,1799
37943,RegionA,146
37966,RegionC,145
37972,RegionE,441
37975,RegionC,971
38024,RegionA,1542
38028,RegionC,193
38060,RegionB,1153
38082,RegionB,525
38120,RegionC,870
38123,RegionE,1733
38151,RegionA,1046
38184,RegionA,1019
38188,RegionA,1175
38200,RegionB,2021
38220,RegionC,1544
38226,RegionA,1193
38315,RegionC,449
38334,RegionA,1886
38366,RegionB,2222
38369,RegionB,447
38391,RegionC,1771
38407,RegionB,1494
38417,RegionB,2366
38443,RegionC,2034
38458,RegionA,2176
38475,RegionC,1527
38499,RegionC,123
38515,RegionB,2296
38516,RegionC,1573
38601,RegionA,549
38625,RegionB,655
38630,RegionA,1142
38654,RegionD,81
38679,RegionB,2243
38720,RegionF,375
38725,RegionA,896
38744,RegionC,254
38777,RegionA,110
38829,RegionC,1585
38839,RegionC,184
38871,RegionC,962
38901,RegionA,191
38970,RegionC,1941
39062,RegionA,1158
39066,RegionB,2251
39072,RegionA,450
39098,RegionC,778
39112,RegionC,1617
39124,RegionB,277
39151,RegionC,442
39170,RegionA,1533
39177,RegionC,1244
39197,RegionA,1985
39203,RegionA,726
39223,RegionC,524
39236,RegionB,1534
39244,RegionB,104
39301,RegionA,1866
39316,RegionA,1016
39337,RegionC,1307
39339,RegionC,1402
39349,RegionA,1398
39362,RegionC,85
39407,RegionA,1139
39430,RegionB,1
39451,RegionC,1734
39507,RegionF,834
39540,RegionF,1092
39549,RegionB,2368
39568,RegionA,1627
39575,RegionC,795
39602,RegionA,1229
39633,RegionA,2293
39650,RegionA,1514
39666,RegionA,488
39688,RegionB,670
39693,RegionA,1750
39734,RegionB,2079
39743,RegionE,1504
39756,RegionD,27
39769,RegionD,2108
39817,RegionA,130
39818,RegionC,1393
39832,RegionB,1466
39838,RegionC,1683
39916,RegionB,2131
39968,RegionC,1947
39987,RegionA,2355
40022,RegionB,1588
40038,RegionD,1493
40069,RegionB,1208
40076,RegionC,1924
40091,RegionF,1624
40100,RegionA,1188
40116,RegionC,313
40117,RegionF,2023
40125,RegionB,25
40177,RegionC,792
40188,RegionB,1670
40190,RegionB,88
40195,RegionC,1250
40198,RegionB,2060
40206,RegionA,305
40241,RegionC,1425
40255,RegionF,310
40296,RegionB,1544
40301,RegionA,411
40310,RegionA,238
40315,RegionC,1936
40339,RegionA,1696
40341,RegionC,2396
40359,RegionA,2017
40366,RegionD,239
40400,RegionC,131
40403,RegionA,229
40408,RegionC,1058
40427,RegionC,226
40454,RegionC,934
40456,RegionA,240
40487,RegionA,2093
40521,RegionB,324
40558,RegionB,2362
40561,RegionC,66
40593,RegionB,2297
40594,RegionA,2386
40615,RegionA,2325
40617,RegionC,2365
40618,RegionB,2256
40641,RegionC,288
40663,RegionA,1932
40670,RegionC,689
40680,RegionA,1583
40693,RegionC,1735
40699,RegionB,1551
40718,RegionC,1459
40727,RegionF,108
40740,RegionE,1754
40752,RegionA,438
40775,RegionA,319
40778,RegionA,524
40782,RegionB,516
40784,RegionC,1625
40796,RegionB,2359
40817,RegionA,971
40864,RegionC,398
40882,RegionA,1571
40899,RegionC,1700
40996,RegionF,1282
41007,RegionC,157
41093,RegionC,1706
41170,RegionC,576
41175,RegionB,1125
41236,RegionB,2194
41248,RegionC,213
41253,RegionC,605
41276,RegionC,614
41278,RegionF,1687
41282,RegionC,2319
41286,RegionB,301
41309,RegionA,1946
41326,RegionA,1411
41349,RegionC,2094
41360,RegionA,780
41380,RegionC,179
41402,RegionA,1821
41408,RegionA,771
41426,RegionA,1809
41506,RegionC,767
41509,RegionB,666
41516,RegionC,336
41537,RegionB,1851
41539,RegionC,1451
41540,RegionB,1819
41549,RegionB,1766
41580,RegionF,1294
41600,RegionA,113
41607,RegionC,1663
41608,RegionC,1987
41616,RegionA,95
41655,RegionC,1344
41657,RegionA,91
41675,RegionB,1245
41693,RegionC,1238
41726,RegionC,2132
41731,RegionC,1912
41736,RegionB,1374
41742,RegionA,674
41792,RegionA,1300
41799,RegionA,1418
41815,RegionC,2030
41822,RegionC,2032
41841,RegionC,881
41847,RegionB,1491
41859,RegionB,231
41874,RegionC,204
41882,RegionB,1997
41907,RegionB,1577
41916,RegionA,1942
41924,RegionA,426
41941,RegionB,576
41948,RegionC,1619
42015,RegionC,1247
42030,RegionC,1174
42051,RegionC,223
42065,RegionF,1790
42069,RegionA,1820
42078,RegionD,2219
42138,RegionA,2275
42145,RegionB,361
42179,RegionC,1374
42213,RegionB,1202
42220,RegionA,2397
42221,RegionA,1128
42224,RegionA,63
42251,RegionB,1644
42330,RegionB,1282
42337,RegionB,191
42351,RegionA,623
42363,RegionC,1450
42369,RegionA,643
42378,RegionA,1655
42382,RegionA,742
42429,RegionA,287
42453,RegionA,2341
42562,RegionA,1696
42564,RegionC,1248
42589,RegionA,749
42605,RegionC,801
42614,RegionB,1107
42634,RegionB,478
42644,RegionB,1035
42661,RegionA,2210
42664,RegionA,1107
42673,RegionA,1298
42682,RegionF,1973
42694,RegionB,119
42706,RegionC,1269
42720,RegionA,1662
42722,RegionB,735
42728,RegionA,1242
42743,RegionB,2162
42790,RegionB,77
42814,RegionC,2254
42832,RegionB,2167
42834,RegionB,1784
42840,RegionB,2339
42869,RegionA,476
42894,RegionB,1583
42901,RegionC,2260
42908,RegionC,1768
42915,RegionB,159
42922,RegionB,903
42934,RegionA,101
42941,RegionB,2183
42968,RegionB,287
42988,RegionC,1070
43063,RegionB,1460
43064,RegionB,373
43073,RegionA,997
43085,RegionB,965
43089,RegionA,674
43116,RegionB,144
43179,RegionC,1536
43182,RegionA,599
43188,RegionC,2182
43218,RegionC,488
43230,RegionA,917
43237,RegionA,570
43353,RegionC,1100
43358,RegionB,398
43400,RegionA,1459
43445,RegionC,1886
43464,RegionB,1472
43471,RegionB,1724
43487,RegionC,1105
43512,RegionC,1350
43521,RegionB,425
43522,RegionC,1777
43524,RegionA,1167
43575,RegionB,1138
43663,RegionB,1572
43689,RegionC,1634
43716,RegionA,425
43724,RegionA,2177
43768,RegionA,929
43775,RegionA,574
43813,RegionA,1863
43893,RegionC,2211
43904,RegionC,1839
43919,RegionB,1901
43937,RegionA,1799
43940,RegionA,1179
43971,RegionA,334
43998,RegionA,2361
44003,RegionA,1716
44005,RegionB,1105
44017,RegionB,444
44022,RegionB,1079
44030,RegionB,1238
44037,RegionA,553
44047,RegionB,1822
44049,RegionA,2287
44119,RegionA,152
44197,RegionE,554
44221,RegionA,1494
44226,RegionA,1965
44250,RegionA,440
44251,RegionA,1756
44275,RegionA,317
44304,RegionC,1578
44358,RegionB,539
44374,RegionF,2306
44377,RegionC,1821
44380,RegionA,1439
44408,RegionA,1436
44410,RegionB,952
44447,RegionB,2283
44449,RegionC,1815
44461,RegionA,2192
44486,RegionB,1142
44502,RegionC,904
44505,RegionD,858
44511,RegionB,1904
44565,RegionC,1848
44569,RegionA,1470
44580,RegionC,1066
44585,RegionB,990
44620,RegionA,608
44627,RegionB,901
44643,RegionE,1930
44644,RegionC,1012
44685,RegionC,937
44691,RegionA,285
44695,RegionB,2309
44701,RegionB,326
44734,RegionC,570
44735,RegionF,2111
44739,RegionA,1192
44756,RegionA,474
44768,RegionA,1839
44769,RegionB,1449
44798,RegionB,1217
44811,RegionA,2392
44819,RegionC,1780
44835,RegionC,2254
44848,RegionB,1845
44868,RegionC,434
44871,RegionB,1000
44895,RegionB,215
44897,RegionB,363
44908,RegionA,2063
44923,RegionC,2242
44990,RegionC,340
45005,RegionC,1976
45047,RegionB,1530
45054,RegionB,327
45057,RegionC,2371
45059,RegionB,212
45061,RegionC,2383
45074,RegionC,1116
45092,RegionA,362
45122,RegionF,403
45146,RegionC,1469
45155,RegionA,1844
45162,RegionB,1755
45185,RegionA,2093
45192,RegionC,2161
45206,RegionC,2151
45273,RegionF,725
45320,RegionA,2156
45324,RegionB,1023
45347,RegionB,405
45354,RegionC,1064
45360,RegionA,1837
45363,RegionB,2391
45417,RegionF,537
45420,RegionA,253
45442,RegionC,1023
45451,RegionA,2163
45473,RegionA,303
45477,RegionC,753
45484,RegionC,851
45489,RegionD,1106
45567,RegionB,41
45576,RegionC,626
45641,RegionB,154
45717,RegionC,1453
45743,RegionA,2377
45744,RegionC,16
45751,RegionC,1398
45860,RegionC,1312
45874,RegionA,1591
45892,RegionC,447
45941,RegionB,2204
45976,RegionA,1295
46008,RegionB,2352
46046,RegionC,1948
46079,RegionB,71
46084,RegionA,1406
46121,RegionB,120
46127,RegionA,2298
46133,RegionB,2204
46140,RegionA,1388
46187,RegionC,446
46193,RegionA,1835
46220,RegionA,39
46226,RegionA,371
46257,RegionA,435
46268,RegionC,1223
46272,RegionC,92
46284,RegionA,1807
46308,RegionA,395
46312,RegionC,947
46353,RegionC,1802
46361,RegionC,939
46401,RegionE,388
46415,RegionA,576
46422,RegionA,1353
46431,RegionA,1646
46442,RegionB,1412
46491,RegionB,1518
46531,RegionB,1710
46557,RegionA,1391
46559,RegionB,1366
46581,RegionB,717
46592,RegionC,77
46598,RegionE,736
46600,RegionB,1945
46602,RegionA,1589
46606,RegionC,704
46665,RegionB,2061
46696,RegionD,2042
46719,RegionB,1587
46792,RegionB,49
46794,RegionB,1987
46803,RegionC,1389
46805,RegionA,370
46810,RegionA,1423
46831,RegionA,47
46838,RegionC,2296
46873,RegionD,946
46888,RegionC,433
46933,RegionC,464
46937,RegionC,1776
46945,RegionA,809
46961,RegionB,1354
46970,RegionB,1527
46989,RegionA,634
47019,RegionA,817
47056,RegionC,2333
47068,RegionC,212
47074,RegionC,1493
47103,RegionE,328
47126,RegionB,2351
47168,RegionC,978
47176,RegionB,2043
47178,RegionB,1329
47182,RegionB,1307
47233,RegionA,214
47249,RegionB,503
47296,RegionC,262
47298,RegionA,240
47300,RegionB,1664
47301,RegionB,260
47328,RegionA,292
47352,RegionF,1108
47368,RegionA,79
47376,RegionA,1019
47412,RegionC,502
47447,RegionB,1877
47463,RegionC,637
47474,RegionA,301
47488,RegionC,626
47510,RegionB,1098
47517,RegionB,2011
47545,RegionC,555
47563,RegionA,2123
47590,RegionC,48
47645,RegionB,657
47652,RegionB,1433
47740,RegionA,1222
47752,RegionD,2205
47760,RegionB,2172
47774,RegionA,361
47833,RegionA,1690
47852,RegionB,1069
47880,RegionB,2081
47900,RegionA,1741
47943,RegionA,90
47968,RegionC,694
47986,RegionA,1820
47994,RegionC,861
48007,RegionB,2386
48063,RegionA,1714
48126,RegionF,1106
48127,RegionA,1945
48156,RegionA,279
48162,RegionB,1864
48176,RegionC,812
48188,RegionB,101
48197,RegionC,2170
48199,RegionA,730
48207,RegionA,2288
48219,RegionA,439
48226,RegionA,1881
48238,RegionC,1661
48239,RegionC,1039
48257,RegionD,1398
48258,RegionB,111
48283,RegionB,2044
48369,RegionE,2325
48376,RegionA,1656
48386,RegionA,324
48396,RegionA,2386
48411,RegionB,1501
48421,RegionD,633
48437,RegionB,43
48442,RegionC,1000
48471,RegionA,1680
48535,RegionB,111
48556,RegionC,1410
48576,RegionA,1245
48588,RegionB,1071
48610,RegionB,623
48614,RegionA,2335
48620,RegionA,812
48629,RegionA,1514
48642,RegionC,1075
48687,RegionB,1297
48713,RegionB,1693
48728,RegionA,2097
48732,RegionA,1069
48737,RegionC,1636
48747,RegionB,137
48783,RegionC,357
48817,RegionA,624
48843,RegionB,2087
48853,RegionB,1760
48874,RegionF,560
48967,RegionC,1802
48971,RegionA,1353
49053,RegionA,1496
49059,RegionC,1632
49073,RegionA,272
49086,RegionC,12
49135,RegionB,1659
49173,RegionC,692
49175,RegionC,709
49258,RegionC,1072
49277,RegionC,1306
49301,RegionB,882
49304,RegionA,289
49402,RegionC,731
49422,RegionB,1127
49424,RegionA,1813
49471,RegionF,2042
49479,RegionA,247
49480,RegionC,1993
49508,RegionA,1068
49527,RegionC,672
49540,RegionA,407
49583,RegionB,1681
49587,RegionC,88
49608,RegionB,950
49666,RegionB,2373
49672,RegionC,2029
49723,RegionB,866
49724,RegionB,1791
49749,RegionB,876
49763,RegionA,2374
49836,RegionC,1151
49852,RegionA,1488
49882,RegionA,667
49898,RegionB,1853
49905,RegionA,854
49936,RegionC,1460
49991,RegionC,315
49993,RegionC,1509
9,RegionB,2069
62,RegionB,626
73,RegionA,1202
98,RegionB,2208
107,RegionA,902
120,RegionA,397
126,RegionB,1649
131,RegionA,1728
137,RegionB,382
152,RegionA,1284
181,RegionA,1794
195,RegionB,1734
199,RegionC,1809
226,RegionC,913
307,RegionD,1568
314,RegionE,1720
346,RegionB,281
358,RegionB,2370
363,RegionA,1235
462,RegionA,956
486,RegionC,1927
517,RegionE,2262
519,RegionA,464
546,RegionC,1303
558,RegionB,1923
573,RegionC,188
616,RegionC,1208
664,RegionB,1862
667,RegionA,1366
677,RegionC,105
694,RegionD,1961
698,RegionC,330
718,RegionA,373
756,RegionB,637
772,RegionA,1046
800,RegionB,312
806,RegionE,1048
838,RegionA,1014
862,RegionC,1485
867,RegionB,316
889,RegionA,566
915,RegionB,2247
922,RegionC,454
929,RegionA,2337
954,RegionB,179
972,RegionA,1763
982,RegionC,1444
1024,RegionA,2023
1034,RegionA,513
1086,RegionB,654
1096,RegionC,2389
1125,RegionA,1343
1134,RegionB,1508
1145,RegionA,992
1195,RegionB,2254
1204,RegionA,1711
1207,RegionC,1185
1230,RegionC,27
1275,RegionC,892
1283,RegionC,1721
1289,RegionC,731
1304,RegionD,844
1321,RegionC,2280
1392,RegionB,895
1406,RegionA,2147
1411,RegionA,1528
1422,RegionD,2047
1458,RegionC,301
1465,RegionC,1262
1468,RegionD,357
1536,RegionA,43
1547,RegionE,1210
1567,RegionB,1659
1569,RegionB,1770
1575,RegionC,1140
1594,RegionC,749
1635,RegionA,859
1639,RegionE,847
1643,RegionC,1325
1652,RegionE,599
1680,RegionC,1807
1709,RegionB,2172
1729,RegionC,1604
1742,RegionC,276
1762,RegionA,1857
1835,RegionB,1781
1843,RegionA,2394
1853,RegionA,1246
1869,RegionA,535
1873,RegionA,89
1894,RegionA,1717
1897,RegionA,1566
1935,RegionA,605
1948,RegionC,718
1970,RegionC,5
2023,RegionB,1408
2040,RegionB,174
2063,RegionA,705
2092,RegionC,1476
2103,RegionB,1059
2127,RegionA,2095
2154,RegionC,1203
2184,RegionC,2360
2198,RegionA,1410
2203,RegionE,1221
2239,RegionA,1466
2261,RegionA,187
2268,RegionB,466
2282,RegionC,1684
2319,RegionC,1868
2332,RegionB,672
