TaskID,TaskType,ArrivalHour,GPU_Demand,Duration_h,SourceRegion,ExecutionRegion,StartHour,FinishHour,MaxLatency_ms,Latency_ms,LatestFinishHour
3234,AITraining,1486,120.0,4.45,RegionC,RegionF,1505,1509.45,150.0,76.0,2406.0
3235,RealTimeInference,2145,4.0,4.516666666666667,RegionA,RegionA,2145,2149.516666666667,20.0,5.0,2150.0
3236,AITraining,1573,122.0,3.8333333333333335,RegionD,RegionB,1576,1579.8333333333333,150.0,60.0,2406.0
3237,AITraining,2095,109.0,3.5,RegionE,RegionD,2097,2100.5,150.0,22.0,2406.0
3238,AITraining,654,126.0,3.9,RegionF,RegionD,656,659.9,150.0,25.0,2406.0
3239,BatchInference,2254,13.0,4.083333333333333,RegionF,RegionB,2264,2268.0833333333335,80.0,79.0,2406.0
3240,BatchInference,179,11.0,4.25,RegionA,RegionC,224,228.25,80.0,15.0,2406.0
3241,RealTimeInference,1372,4.0,4.083333333333333,RegionA,RegionA,1372,1376.0833333333333,20.0,5.0,1377.0
3242,AITraining,614,119.0,2.7333333333333334,RegionD,RegionD,617,619.7333333333333,150.0,5.0,2406.0
3243,RealTimeInference,592,1.0,0.8166666666666667,RegionB,RegionC,592,592.8166666666667,20.0,14.0,593.0
3244,RealTimeInference,210,5.0,6.516666666666667,RegionC,RegionC,210,216.51666666666668,20.0,5.0,217.0
3245,BatchInference,1261,11.0,5.116666666666666,RegionE,RegionA,1261,1266.1166666666666,80.0,78.0,2406.0
3246,BatchInference,1827,5.0,6.416666666666667,RegionF,RegionB,1831,1837.4166666666667,80.0,79.0,2406.0
3247,BatchInference,740,6.0,3.466666666666667,RegionA,RegionB,753,756.4666666666667,80.0,12.0,2406.0
3248,RealTimeInference,538,7.0,5.316666666666666,RegionA,RegionA,538,543.3166666666667,20.0,5.0,544.0
3249,RealTimeInference,14,4.0,5.533333333333333,RegionB,RegionB,14,19.53333333333333,20.0,5.0,20.0
3250,AITraining,1036,77.0,2.683333333333333,RegionE,RegionD,1042,1044.6833333333334,150.0,22.0,2406.0
3251,RealTimeInference,1878,2.0,4.783333333333333,RegionC,RegionC,1878,1882.7833333333333,20.0,5.0,1883.0
3252,BatchInference,2042,14.0,0.2833333333333333,RegionF,RegionC,2043,2043.2833333333333,80.0,76.0,2406.0
3253,AITraining,23,54.0,2.8666666666666667,RegionA,RegionD,41,43.86666666666667,150.0,65.0,2406.0
3254,AITraining,2021,64.0,0.7833333333333333,RegionD,RegionA,2022,2022.7833333333333,150.0,65.0,2406.0
3255,RealTimeInference,888,6.0,3.8,RegionA,RegionA,888,891.8,20.0,5.0,892.0
3256,AITraining,1948,107.0,0.7166666666666667,RegionE,RegionA,1957,1957.7166666666667,150.0,78.0,2406.0
3257,BatchInference,1679,18.0,6.533333333333333,RegionD,RegionE,1928,1934.5333333333333,80.0,22.0,2406.0
3258,BatchInference,325,20.0,3.066666666666667,RegionE,RegionA,325,328.06666666666666,80.0,78.0,2406.0
3259,AITraining,26,125.0,6.383333333333334,RegionF,RegionF,34,40.38333333333333,150.0,5.0,2406.0
3260,RealTimeInference,2241,5.0,4.966666666666667,RegionA,RegionA,2241,2245.9666666666667,20.0,5.0,2246.0
3261,BatchInference,2283,20.0,3.566666666666667,RegionB,RegionB,2284,2287.5666666666666,80.0,5.0,2406.0
3262,RealTimeInference,200,5.0,5.833333333333333,RegionB,RegionB,200,205.83333333333334,20.0,5.0,206.0
3263,RealTimeInference,607,5.0,4.516666666666667,RegionB,RegionB,607,611.5166666666667,20.0,5.0,612.0
3264,RealTimeInference,1429,3.0,1.2333333333333334,RegionC,RegionC,1429,1430.2333333333333,20.0,5.0,1431.0
3265,RealTimeInference,595,4.0,4.133333333333334,RegionC,RegionB,595,599.1333333333333,20.0,14.0,600.0
3266,RealTimeInference,2367,6.0,0.31666666666666665,RegionA,RegionA,2367,2367.3166666666666,20.0,5.0,2368.0
3267,AITraining,1222,88.0,4.033333333333333,RegionD,RegionF,1529,1533.0333333333333,150.0,25.0,2406.0
3268,BatchInference,359,6.0,0.35,RegionB,RegionC,361,361.35,80.0,14.0,2406.0
3269,RealTimeInference,446,2.0,3.1,RegionB,RegionB,446,449.1,20.0,5.0,450.0
3270,BatchInference,730,20.0,0.3333333333333333,RegionD,RegionC,730,730.3333333333334,80.0,58.0,2406.0
3271,RealTimeInference,1164,6.0,0.8,RegionC,RegionC,1164,1164.8,20.0,5.0,1165.0
3272,AITraining,2344,68.0,3.5833333333333335,RegionF,RegionC,2344,2347.5833333333335,150.0,76.0,2406.0
3273,AITraining,726,118.0,6.15,RegionB,RegionD,735,741.15,150.0,60.0,2406.0
3274,BatchInference,2371,4.0,2.1166666666666667,RegionB,RegionC,2389,2391.116666666667,80.0,14.0,2406.0
3275,BatchInference,146,7.0,4.916666666666667,RegionB,RegionD,151,155.91666666666666,80.0,60.0,2406.0
3276,RealTimeInference,1225,4.0,5.7,RegionB,RegionB,1225,1230.7,20.0,5.0,1231.0
3277,BatchInference,1509,23.0,6.116666666666666,RegionD,RegionD,1527,1533.1166666666666,80.0,5.0,2406.0
3278,BatchInference,277,14.0,3.4166666666666665,RegionE,RegionB,277,280.4166666666667,80.0,74.0,2406.0
3279,BatchInference,2254,23.0,2.4,RegionA,RegionA,2314,2316.4,80.0,5.0,2406.0
3280,RealTimeInference,1199,6.0,3.9,RegionA,RegionC,1199,1202.9,20.0,15.0,1203.0
3281,BatchInference,551,10.0,0.26666666666666666,RegionB,RegionC,554,554.2666666666667,80.0,14.0,2406.0
3282,RealTimeInference,1124,3.0,4.0,RegionB,RegionA,1124,1128.0,20.0,12.0,1128.0
3283,BatchInference,2158,13.0,4.15,RegionD,RegionD,2166,2170.15,80.0,5.0,2406.0
3284,BatchInference,2148,11.0,4.033333333333333,RegionE,RegionA,2148,2152.0333333333333,80.0,78.0,2406.0
3285,RealTimeInference,856,2.0,6.4,RegionD,RegionD,856,862.4,20.0,5.0,863.0
3286,AITraining,238,51.0,2.683333333333333,RegionB,RegionA,242,244.68333333333334,150.0,12.0,2406.0
3287,RealTimeInference,2340,4.0,2.316666666666667,RegionA,RegionA,2340,2342.3166666666666,20.0,5.0,2343.0
3288,AITraining,2166,28.0,1.7,RegionD,RegionC,2166,2167.7,150.0,58.0,2406.0
3289,RealTimeInference,1981,2.0,2.533333333333333,RegionB,RegionB,1981,1983.5333333333333,20.0,5.0,1984.0
3290,AITraining,1176,110.0,0.7,RegionE,RegionB,1192,1192.7,150.0,74.0,2406.0
3291,BatchInference,1296,23.0,2.4833333333333334,RegionE,RegionB,1324,1326.4833333333333,80.0,74.0,2406.0
3292,BatchInference,2152,8.0,0.5333333333333333,RegionF,RegionC,2153,2153.5333333333333,80.0,76.0,2406.0
3293,AITraining,1449,87.0,4.65,RegionC,RegionC,1449,1453.65,150.0,5.0,2406.0
3294,RealTimeInference,2304,3.0,5.7,RegionA,RegionA,2304,2309.7,20.0,5.0,2310.0
3295,BatchInference,2128,16.0,3.966666666666667,RegionC,RegionA,2128,2131.9666666666667,80.0,15.0,2406.0
3296,AITraining,2038,127.0,6.2,RegionE,RegionF,2049,2055.2,150.0,18.0,2406.0
3297,BatchInference,736,8.0,2.75,RegionE,RegionB,752,754.75,80.0,74.0,2406.0
3298,AITraining,953,58.0,6.333333333333333,RegionF,RegionA,953,959.3333333333334,150.0,82.0,2406.0
3299,AITraining,1189,114.0,5.6,RegionB,RegionB,1189,1194.6,150.0,5.0,2406.0
3300,RealTimeInference,6,6.0,1.1833333333333333,RegionA,RegionC,6,7.183333333333334,20.0,15.0,8.0
3301,RealTimeInference,98,5.0,0.7666666666666667,RegionB,RegionB,98,98.76666666666667,20.0,5.0,99.0
3302,BatchInference,483,21.0,6.516666666666667,RegionC,RegionA,483,489.51666666666665,80.0,15.0,2406.0
3303,AITraining,849,23.0,1.6666666666666667,RegionE,RegionC,852,853.6666666666666,150.0,70.0,2406.0
3304,AITraining,1698,48.0,5.766666666666667,RegionF,RegionE,1856,1861.7666666666667,150.0,18.0,2406.0
3305,BatchInference,186,13.0,6.283333333333333,RegionF,RegionC,199,205.28333333333333,80.0,76.0,2406.0
3306,BatchInference,1432,17.0,2.7333333333333334,RegionA,RegionA,1521,1523.7333333333333,80.0,5.0,2406.0
3307,AITraining,869,127.0,6.183333333333334,RegionD,RegionD,872,878.1833333333333,150.0,5.0,2406.0
3308,RealTimeInference,824,5.0,2.2,RegionB,RegionB,824,826.2,20.0,5.0,827.0
3309,AITraining,1153,108.0,0.48333333333333334,RegionE,RegionC,1175,1175.4833333333333,150.0,70.0,2406.0
3310,BatchInference,277,19.0,3.6166666666666667,RegionD,RegionC,280,283.6166666666667,80.0,58.0,2406.0
3311,BatchInference,1229,22.0,2.9166666666666665,RegionF,RegionB,1233,1235.9166666666667,80.0,79.0,2406.0
3312,AITraining,2252,53.0,1.9,RegionA,RegionA,2252,2253.9,150.0,5.0,2406.0
3313,BatchInference,25,7.0,5.15,RegionA,RegionA,32,37.15,80.0,5.0,2406.0
3314,RealTimeInference,1365,4.0,1.4666666666666666,RegionA,RegionA,1365,1366.4666666666667,20.0,5.0,1367.0
3315,BatchInference,1622,12.0,3.0833333333333335,RegionC,RegionA,1622,1625.0833333333333,80.0,15.0,2406.0
3316,AITraining,2330,27.0,5.9,RegionE,RegionB,2331,2336.9,150.0,74.0,2406.0
3317,AITraining,119,118.0,3.8833333333333333,RegionF,RegionD,134,137.88333333333333,150.0,25.0,2406.0
3318,RealTimeInference,794,6.0,2.0833333333333335,RegionE,RegionE,794,796.0833333333334,20.0,5.0,797.0
3319,BatchInference,1384,6.0,3.9833333333333334,RegionA,RegionC,1424,1427.9833333333333,80.0,15.0,2406.0
3320,AITraining,1962,69.0,3.65,RegionD,RegionD,1962,1965.65,150.0,5.0,2406.0
3321,BatchInference,145,19.0,5.9,RegionC,RegionF,161,166.9,80.0,76.0,2406.0
3322,AITraining,556,111.0,5.916666666666667,RegionE,RegionD,560,565.9166666666666,150.0,22.0,2406.0
3323,BatchInference,636,23.0,3.216666666666667,RegionD,RegionC,636,639.2166666666667,80.0,58.0,2406.0
3324,AITraining,1886,91.0,1.6833333333333333,RegionF,RegionB,1886,1887.6833333333334,150.0,79.0,2406.0
3325,AITraining,1372,85.0,2.3666666666666667,RegionA,RegionD,1375,1377.3666666666666,150.0,65.0,2406.0
3326,BatchInference,1695,12.0,3.2666666666666666,RegionA,RegionA,1701,1704.2666666666667,80.0,5.0,2406.0
3327,AITraining,229,108.0,0.9166666666666666,RegionD,RegionC,1146,1146.9166666666667,150.0,58.0,2406.0
3328,AITraining,1226,37.0,0.2833333333333333,RegionD,RegionC,1226,1226.2833333333333,150.0,58.0,2406.0
3329,AITraining,1292,35.0,5.716666666666667,RegionE,RegionF,1313,1318.7166666666667,150.0,18.0,2406.0
3330,AITraining,2194,54.0,3.1166666666666667,RegionF,RegionA,2198,2201.116666666667,150.0,82.0,2406.0
3331,RealTimeInference,853,2.0,6.383333333333334,RegionE,RegionF,853,859.3833333333333,20.0,18.0,860.0
3332,AITraining,1358,119.0,4.933333333333334,RegionB,RegionF,1361,1365.9333333333334,150.0,79.0,2406.0
3333,BatchInference,271,15.0,4.183333333333334,RegionB,RegionB,271,275.18333333333334,80.0,5.0,2406.0
3334,RealTimeInference,1148,7.0,0.5333333333333333,RegionB,RegionB,1148,1148.5333333333333,20.0,5.0,1149.0
3335,RealTimeInference,1389,6.0,2.4,RegionB,RegionB,1389,1391.4,20.0,5.0,1392.0
3336,BatchInference,2188,6.0,3.683333333333333,RegionD,RegionB,2194,2197.6833333333334,80.0,60.0,2406.0
3337,RealTimeInference,2338,2.0,2.283333333333333,RegionC,RegionC,2338,2340.2833333333333,20.0,5.0,2341.0
3338,AITraining,1595,123.0,4.7,RegionA,RegionA,1595,1599.7,150.0,5.0,2406.0
3339,RealTimeInference,478,3.0,6.066666666666666,RegionA,RegionA,478,484.06666666666666,20.0,5.0,485.0
3340,BatchInference,1288,23.0,0.9,RegionB,RegionC,1288,1288.9,80.0,14.0,2406.0
3341,AITraining,129,123.0,5.45,RegionD,RegionD,129,134.45,150.0,5.0,2406.0
3342,BatchInference,1695,20.0,3.3333333333333335,RegionD,RegionC,1696,1699.3333333333333,80.0,58.0,2406.0
3343,RealTimeInference,2035,7.0,4.6,RegionC,RegionB,2035,2039.6,20.0,14.0,2040.0
3344,RealTimeInference,1522,6.0,6.466666666666667,RegionD,RegionD,1522,1528.4666666666667,20.0,5.0,1529.0
3345,BatchInference,1239,12.0,3.066666666666667,RegionA,RegionC,1377,1380.0666666666666,80.0,15.0,2406.0
3346,RealTimeInference,2150,2.0,4.016666666666667,RegionA,RegionA,2150,2154.016666666667,20.0,5.0,2155.0
3347,BatchInference,716,11.0,3.55,RegionB,RegionD,785,788.55,80.0,60.0,2406.0
3348,RealTimeInference,1532,5.0,4.733333333333333,RegionB,RegionC,1532,1536.7333333333333,20.0,14.0,1537.0
3349,RealTimeInference,827,3.0,3.1666666666666665,RegionC,RegionC,827,830.1666666666666,20.0,5.0,831.0
3350,RealTimeInference,1817,3.0,1.5333333333333334,RegionC,RegionC,1817,1818.5333333333333,20.0,5.0,1819.0
3351,AITraining,102,62.0,4.683333333333334,RegionF,RegionD,105,109.68333333333334,150.0,25.0,2406.0
3352,BatchInference,2048,11.0,3.15,RegionA,RegionA,2049,2052.15,80.0,5.0,2406.0
3353,RealTimeInference,779,3.0,3.1,RegionA,RegionA,779,782.1,20.0,5.0,783.0
3354,BatchInference,1980,20.0,4.1,RegionC,RegionA,1980,1984.1,80.0,15.0,2406.0
3355,AITraining,2144,25.0,6.25,RegionE,RegionD,2144,2150.25,150.0,22.0,2406.0
3356,BatchInference,1340,4.0,2.8833333333333333,RegionD,RegionC,1346,1348.8833333333334,80.0,58.0,2406.0
3357,RealTimeInference,402,5.0,2.0833333333333335,RegionC,RegionC,402,404.0833333333333,20.0,5.0,405.0
3358,AITraining,543,39.0,0.5666666666666667,RegionB,RegionC,548,548.5666666666667,150.0,14.0,2406.0
3359,RealTimeInference,149,7.0,1.7,RegionA,RegionA,149,150.7,20.0,5.0,151.0
3360,BatchInference,1587,10.0,6.45,RegionB,RegionA,1587,1593.45,80.0,12.0,2406.0
3361,AITraining,2139,39.0,5.633333333333334,RegionE,RegionA,2139,2144.633333333333,150.0,78.0,2406.0
3362,RealTimeInference,16,4.0,3.95,RegionC,RegionC,16,19.95,20.0,5.0,20.0
3363,BatchInference,180,16.0,1.5333333333333334,RegionE,RegionA,180,181.53333333333333,80.0,78.0,2406.0
3364,AITraining,356,121.0,5.883333333333334,RegionF,RegionE,368,373.8833333333333,150.0,18.0,2406.0
3365,BatchInference,1912,19.0,4.983333333333333,RegionA,RegionC,1952,1956.9833333333333,80.0,15.0,2406.0
3366,RealTimeInference,422,7.0,2.8,RegionA,RegionA,422,424.8,20.0,5.0,425.0
3367,AITraining,1279,108.0,3.316666666666667,RegionD,RegionD,1281,1284.3166666666666,150.0,5.0,2406.0
3368,RealTimeInference,2365,5.0,6.583333333333333,RegionB,RegionB,2365,2371.5833333333335,20.0,5.0,2372.0
3369,BatchInference,859,10.0,5.366666666666666,RegionD,RegionB,870,875.3666666666667,80.0,60.0,2406.0
3370,BatchInference,821,14.0,6.133333333333334,RegionE,RegionD,824,830.1333333333333,80.0,22.0,2406.0
3371,RealTimeInference,1173,4.0,0.6333333333333333,RegionA,RegionC,1173,1173.6333333333334,20.0,15.0,1174.0
3372,BatchInference,2180,5.0,1.4333333333333333,RegionA,RegionC,2227,2228.4333333333334,80.0,15.0,2406.0
3373,BatchInference,1806,8.0,2.216666666666667,RegionB,RegionB,1808,1810.2166666666667,80.0,5.0,2406.0
3374,AITraining,481,34.0,1.85,RegionD,RegionB,497,498.85,150.0,60.0,2406.0
3375,BatchInference,611,11.0,3.966666666666667,RegionD,RegionC,611,614.9666666666667,80.0,58.0,2406.0
3376,RealTimeInference,1120,2.0,3.533333333333333,RegionC,RegionC,1120,1123.5333333333333,20.0,5.0,1124.0
3377,RealTimeInference,62,6.0,0.5833333333333334,RegionE,RegionE,62,62.583333333333336,20.0,5.0,63.0
3378,AITraining,2292,86.0,1.8666666666666667,RegionB,RegionA,2292,2293.866666666667,150.0,12.0,2406.0
3379,AITraining,419,98.0,6.2,RegionD,RegionD,419,425.2,150.0,5.0,2406.0
3380,RealTimeInference,2222,5.0,4.733333333333333,RegionB,RegionB,2222,2226.733333333333,20.0,5.0,2227.0
3381,BatchInference,2250,7.0,5.583333333333333,RegionD,RegionB,2266,2271.5833333333335,80.0,60.0,2406.0
3382,BatchInference,1110,20.0,2.9,RegionD,RegionA,1188,1190.9,80.0,65.0,2406.0
3383,RealTimeInference,1160,5.0,2.7,RegionC,RegionC,1160,1162.7,20.0,5.0,1163.0
3384,AITraining,1002,112.0,3.3666666666666667,RegionA,RegionA,1002,1005.3666666666667,150.0,5.0,2406.0
3385,RealTimeInference,291,3.0,0.45,RegionA,RegionC,291,291.45,20.0,15.0,292.0
3386,BatchInference,1387,13.0,2.466666666666667,RegionB,RegionC,1394,1396.4666666666667,80.0,14.0,2406.0
3387,AITraining,1817,112.0,5.7,RegionD,RegionD,1817,1822.7,150.0,5.0,2406.0
3388,RealTimeInference,532,5.0,1.0166666666666666,RegionB,RegionB,532,533.0166666666667,20.0,5.0,534.0
3389,RealTimeInference,1928,3.0,3.5833333333333335,RegionC,RegionC,1928,1931.5833333333333,20.0,5.0,1932.0
3390,AITraining,206,46.0,6.25,RegionF,RegionB,206,212.25,150.0,79.0,2406.0
3391,RealTimeInference,1571,5.0,5.3,RegionA,RegionA,1571,1576.3,20.0,5.0,1577.0
3392,RealTimeInference,352,1.0,2.7,RegionA,RegionA,352,354.7,20.0,5.0,355.0
3393,BatchInference,1605,5.0,6.633333333333334,RegionB,RegionD,1642,1648.6333333333334,80.0,60.0,2406.0
3394,RealTimeInference,1826,4.0,0.25,RegionB,RegionC,1826,1826.25,20.0,14.0,1827.0
3395,AITraining,1456,36.0,2.1166666666666667,RegionE,RegionC,1456,1458.1166666666666,150.0,70.0,2406.0
3396,BatchInference,1361,8.0,2.716666666666667,RegionE,RegionB,1361,1363.7166666666667,80.0,74.0,2406.0
3397,RealTimeInference,2185,7.0,2.8333333333333335,RegionF,RegionE,2185,2187.8333333333335,20.0,18.0,2188.0
3398,RealTimeInference,1907,6.0,3.95,RegionA,RegionA,1907,1910.95,20.0,5.0,1911.0
3399,AITraining,539,96.0,0.9166666666666666,RegionD,RegionC,548,548.9166666666666,150.0,58.0,2406.0
3400,RealTimeInference,1918,6.0,2.15,RegionB,RegionC,1918,1920.15,20.0,14.0,1921.0
3401,RealTimeInference,1866,4.0,3.816666666666667,RegionB,RegionB,1866,1869.8166666666666,20.0,5.0,1870.0
3402,BatchInference,1906,11.0,6.6,RegionE,RegionD,1907,1913.6,80.0,22.0,2406.0
3403,BatchInference,949,22.0,1.25,RegionF,RegionC,954,955.25,80.0,76.0,2406.0
3404,RealTimeInference,588,7.0,2.216666666666667,RegionA,RegionA,588,590.2166666666667,20.0,5.0,591.0
3405,AITraining,1056,89.0,2.65,RegionD,RegionD,1061,1063.65,150.0,5.0,2406.0
3406,BatchInference,1605,17.0,1.6666666666666667,RegionB,RegionC,1634,1635.6666666666667,80.0,14.0,2406.0
3407,RealTimeInference,1353,5.0,6.633333333333334,RegionB,RegionB,1353,1359.6333333333334,20.0,5.0,1360.0
3408,BatchInference,1856,16.0,6.433333333333334,RegionD,RegionD,1856,1862.4333333333334,80.0,5.0,2406.0
3409,BatchInference,123,17.0,5.533333333333333,RegionE,RegionC,125,130.53333333333333,80.0,70.0,2406.0
3410,RealTimeInference,1946,7.0,6.3,RegionF,RegionE,1946,1952.3,20.0,18.0,1953.0
3411,RealTimeInference,1439,6.0,3.3333333333333335,RegionA,RegionB,1439,1442.3333333333333,20.0,12.0,1443.0
3412,BatchInference,1889,17.0,2.75,RegionB,RegionB,1889,1891.75,80.0,5.0,2406.0
3413,RealTimeInference,1156,4.0,5.083333333333333,RegionB,RegionB,1156,1161.0833333333333,20.0,5.0,1162.0
3414,BatchInference,2353,20.0,1.1,RegionD,RegionB,2353,2354.1,80.0,60.0,2406.0
3415,RealTimeInference,2080,7.0,3.533333333333333,RegionC,RegionC,2080,2083.5333333333333,20.0,5.0,2084.0
3416,RealTimeInference,1661,1.0,5.65,RegionC,RegionC,1661,1666.65,20.0,5.0,1667.0
3417,AITraining,438,122.0,6.083333333333333,RegionA,RegionE,1352,1358.0833333333333,150.0,78.0,2406.0
3418,BatchInference,2277,15.0,6.4,RegionA,RegionA,2287,2293.4,80.0,5.0,2406.0
3419,AITraining,290,38.0,3.25,RegionD,RegionD,305,308.25,150.0,5.0,2406.0
3420,BatchInference,2182,16.0,2.3833333333333333,RegionC,RegionA,2282,2284.383333333333,80.0,15.0,2406.0
3421,BatchInference,1641,4.0,0.5166666666666667,RegionD,RegionC,1643,1643.5166666666667,80.0,58.0,2406.0
3422,AITraining,1693,120.0,2.7,RegionF,RegionC,1693,1695.7,150.0,76.0,2406.0
3423,RealTimeInference,998,5.0,5.916666666666667,RegionE,RegionE,998,1003.9166666666666,20.0,5.0,1004.0
3424,AITraining,651,87.0,3.75,RegionC,RegionC,651,654.75,150.0,5.0,2406.0
3425,BatchInference,1572,19.0,4.366666666666666,RegionB,RegionB,1572,1576.3666666666666,80.0,5.0,2406.0
3426,RealTimeInference,1395,6.0,5.416666666666667,RegionB,RegionB,1395,1400.4166666666667,20.0,5.0,1401.0
3427,RealTimeInference,1765,6.0,3.55,RegionB,RegionB,1765,1768.55,20.0,5.0,1769.0
3428,BatchInference,2323,9.0,4.616666666666666,RegionD,RegionF,2337,2341.616666666667,80.0,25.0,2406.0
3429,BatchInference,2230,13.0,2.466666666666667,RegionE,RegionA,2283,2285.4666666666667,80.0,78.0,2406.0
3430,AITraining,967,51.0,4.933333333333334,RegionA,RegionD,975,979.9333333333333,150.0,65.0,2406.0
3431,RealTimeInference,319,1.0,2.5833333333333335,RegionA,RegionA,319,321.5833333333333,20.0,5.0,322.0
3432,AITraining,2351,56.0,3.216666666666667,RegionD,RegionD,2357,2360.2166666666667,150.0,5.0,2406.0
3433,BatchInference,468,12.0,4.933333333333334,RegionC,RegionA,468,472.93333333333334,80.0,15.0,2406.0
3434,AITraining,1896,70.0,4.583333333333333,RegionE,RegionD,1908,1912.5833333333333,150.0,22.0,2406.0
3435,BatchInference,2273,5.0,4.666666666666667,RegionE,RegionB,2283,2287.6666666666665,80.0,74.0,2406.0
3436,RealTimeInference,1823,3.0,3.45,RegionE,RegionE,1823,1826.45,20.0,5.0,1827.0
3437,RealTimeInference,1261,3.0,5.466666666666667,RegionA,RegionA,1261,1266.4666666666667,20.0,5.0,1267.0
3438,BatchInference,285,14.0,1.9666666666666666,RegionB,RegionC,362,363.96666666666664,80.0,14.0,2406.0
3439,AITraining,445,107.0,5.2,RegionD,RegionD,445,450.2,150.0,5.0,2406.0
3440,AITraining,1552,72.0,1.3333333333333333,RegionE,RegionB,1552,1553.3333333333333,150.0,74.0,2406.0
3441,BatchInference,2024,18.0,1.5166666666666666,RegionD,RegionC,2027,2028.5166666666667,80.0,58.0,2406.0
3442,AITraining,251,120.0,0.18333333333333332,RegionF,RegionC,251,251.18333333333334,150.0,76.0,2406.0
3443,RealTimeInference,891,4.0,2.716666666666667,RegionA,RegionA,891,893.7166666666667,20.0,5.0,894.0
3444,RealTimeInference,2378,7.0,1.7166666666666666,RegionA,RegionA,2378,2379.7166666666667,20.0,5.0,2380.0
3445,AITraining,0,57.0,1.2333333333333334,RegionD,RegionD,11,12.233333333333334,150.0,5.0,2406.0
3446,RealTimeInference,611,2.0,6.583333333333333,RegionB,RegionB,611,617.5833333333334,20.0,5.0,618.0
3447,BatchInference,2176,23.0,2.6333333333333333,RegionD,RegionC,2176,2178.633333333333,80.0,58.0,2406.0
3448,BatchInference,1597,7.0,4.783333333333333,RegionE,RegionA,1597,1601.7833333333333,80.0,78.0,2406.0
3449,AITraining,2367,35.0,2.3,RegionF,RegionA,2367,2369.3,150.0,82.0,2406.0
3450,BatchInference,801,4.0,4.65,RegionA,RegionA,801,805.65,80.0,5.0,2406.0
3451,RealTimeInference,1296,4.0,3.533333333333333,RegionA,RegionA,1296,1299.5333333333333,20.0,5.0,1300.0
3452,BatchInference,2335,16.0,4.816666666666666,RegionB,RegionB,2335,2339.8166666666666,80.0,5.0,2406.0
3453,AITraining,1247,92.0,0.5833333333333334,RegionE,RegionA,1247,1247.5833333333333,150.0,78.0,2406.0
3454,BatchInference,1410,5.0,4.116666666666666,RegionD,RegionA,1427,1431.1166666666666,80.0,65.0,2406.0
3455,RealTimeInference,2386,1.0,2.8666666666666667,RegionC,RegionC,2386,2388.866666666667,20.0,5.0,2389.0
3456,RealTimeInference,2090,3.0,2.9,RegionF,RegionE,2090,2092.9,20.0,18.0,2093.0
3457,BatchInference,522,20.0,1.05,RegionA,RegionC,522,523.05,80.0,15.0,2406.0
3458,BatchInference,255,10.0,4.9,RegionB,RegionD,255,259.9,80.0,60.0,2406.0
3459,BatchInference,2248,14.0,2.45,RegionC,RegionC,2248,2250.45,80.0,5.0,2406.0
3460,RealTimeInference,3,3.0,3.55,RegionB,RegionB,3,6.55,20.0,5.0,7.0
3461,AITraining,2293,62.0,4.95,RegionF,RegionC,2293,2297.95,150.0,76.0,2406.0
3462,BatchInference,449,13.0,0.5833333333333334,RegionF,RegionC,451,451.5833333333333,80.0,76.0,2406.0
3463,BatchInference,127,22.0,1.0833333333333333,RegionA,RegionC,139,140.08333333333334,80.0,15.0,2406.0
3464,RealTimeInference,1768,5.0,5.766666666666667,RegionA,RegionA,1768,1773.7666666666667,20.0,5.0,1774.0
3465,AITraining,1614,45.0,4.0,RegionD,RegionD,1617,1621.0,150.0,5.0,2406.0
3466,AITraining,1303,86.0,1.6666666666666667,RegionE,RegionD,1304,1305.6666666666667,150.0,22.0,2406.0
3467,AITraining,1567,24.0,1.9833333333333334,RegionE,RegionA,1571,1572.9833333333333,150.0,78.0,2406.0
3468,BatchInference,1562,20.0,1.3666666666666667,RegionE,RegionA,1562,1563.3666666666666,80.0,78.0,2406.0
3469,BatchInference,2232,23.0,6.083333333333333,RegionF,RegionB,2239,2245.0833333333335,80.0,79.0,2406.0
3470,RealTimeInference,710,4.0,0.9,RegionA,RegionA,710,710.9,20.0,5.0,711.0
3471,BatchInference,569,7.0,1.9,RegionB,RegionC,581,582.9,80.0,14.0,2406.0
3472,RealTimeInference,2275,6.0,3.55,RegionB,RegionC,2275,2278.55,20.0,14.0,2279.0
3473,BatchInference,1475,13.0,2.933333333333333,RegionD,RegionB,1475,1477.9333333333334,80.0,60.0,2406.0
3474,BatchInference,631,12.0,3.6666666666666665,RegionD,RegionC,635,638.6666666666666,80.0,58.0,2406.0
3475,BatchInference,514,19.0,4.133333333333334,RegionF,RegionC,1256,1260.1333333333334,80.0,76.0,2406.0
3476,RealTimeInference,47,7.0,4.683333333333334,RegionA,RegionC,47,51.68333333333334,20.0,15.0,52.0
3477,RealTimeInference,64,1.0,3.6666666666666665,RegionA,RegionA,64,67.66666666666667,20.0,5.0,68.0
3478,RealTimeInference,1993,6.0,2.2333333333333334,RegionA,RegionA,1993,1995.2333333333333,20.0,5.0,1996.0
3479,AITraining,1788,96.0,3.783333333333333,RegionD,RegionA,1788,1791.7833333333333,150.0,65.0,2406.0
3480,RealTimeInference,346,6.0,5.616666666666666,RegionB,RegionB,346,351.6166666666667,20.0,5.0,352.0
3481,RealTimeInference,1703,5.0,1.25,RegionC,RegionA,1703,1704.25,20.0,15.0,1705.0
3482,BatchInference,1743,18.0,3.283333333333333,RegionF,RegionB,1762,1765.2833333333333,80.0,79.0,2406.0
