TaskID,任务类型,源区域,目标区域,到达小时,开工小时,等待_h,时延_ms,是否迁移
11037,RealTimeInference,RegionC,RegionB,1401,1401,0.0,14.0,True
11040,RealTimeInference,RegionA,RegionC,865,865,0.0,15.0,True
11056,RealTimeInference,RegionB,RegionB,1972,1972,0.0,5.0,False
11072,RealTimeInference,RegionA,RegionC,134,134,0.0,15.0,True
11138,RealTimeInference,RegionA,RegionA,2020,2020,0.0,5.0,False
11151,RealTimeInference,RegionA,RegionB,97,97,0.0,12.0,True
11153,RealTimeInference,RegionB,RegionC,1290,1290,0.0,14.0,True
11172,RealTimeInference,RegionA,RegionA,1899,1899,0.0,5.0,False
11187,RealTimeInference,RegionB,RegionA,2074,2074,0.0,12.0,True
11218,RealTimeInference,RegionA,RegionA,84,84,0.0,5.0,False
11223,RealTimeInference,RegionA,RegionA,892,892,0.0,5.0,False
11224,RealTimeInference,RegionA,RegionC,1425,1425,0.0,15.0,True
11225,RealTimeInference,RegionB,RegionC,298,298,0.0,14.0,True
11245,RealTimeInference,RegionB,RegionA,2215,2215,0.0,12.0,True
11248,RealTimeInference,RegionC,RegionA,57,57,0.0,15.0,True
11249,RealTimeInference,RegionA,RegionB,477,477,0.0,12.0,True
11252,RealTimeInference,RegionB,RegionB,557,557,0.0,5.0,False
11325,RealTimeInference,RegionB,RegionA,1726,1726,0.0,12.0,True
11352,RealTimeInference,RegionC,RegionA,2200,2200,0.0,15.0,True
11362,RealTimeInference,RegionA,RegionB,488,488,0.0,12.0,True
11369,RealTimeInference,RegionA,RegionC,831,831,0.0,15.0,True
11398,RealTimeInference,RegionC,RegionB,362,362,0.0,14.0,True
11423,RealTimeInference,RegionB,RegionC,921,921,0.0,14.0,True
11431,RealTimeInference,RegionC,RegionB,1531,1531,0.0,14.0,True
11482,RealTimeInference,RegionB,RegionC,427,427,0.0,14.0,True
11494,RealTimeInference,RegionB,RegionA,1485,1485,0.0,12.0,True
11545,RealTimeInference,RegionA,RegionC,1408,1408,0.0,15.0,True
11549,RealTimeInference,RegionC,RegionC,607,607,0.0,5.0,False
11560,RealTimeInference,RegionB,RegionA,2077,2077,0.0,12.0,True
11574,RealTimeInference,RegionB,RegionC,1450,1450,0.0,14.0,True
11584,RealTimeInference,RegionA,RegionA,1328,1328,0.0,5.0,False
11596,RealTimeInference,RegionE,RegionE,754,754,0.0,5.0,False
11613,RealTimeInference,RegionB,RegionC,2289,2289,0.0,14.0,True
11619,RealTimeInference,RegionB,RegionA,1643,1643,0.0,12.0,True
11698,RealTimeInference,RegionB,RegionA,574,574,0.0,12.0,True
11725,RealTimeInference,RegionB,RegionA,1315,1315,0.0,12.0,True
11759,RealTimeInference,RegionC,RegionC,598,598,0.0,5.0,False
11777,RealTimeInference,RegionB,RegionA,1175,1175,0.0,12.0,True
11783,RealTimeInference,RegionB,RegionA,175,175,0.0,12.0,True
11793,RealTimeInference,RegionE,RegionF,835,835,0.0,18.0,True
11811,RealTimeInference,RegionC,RegionB,912,912,0.0,14.0,True
11824,RealTimeInference,RegionC,RegionC,1233,1233,0.0,5.0,False
11841,RealTimeInference,RegionA,RegionA,1237,1237,0.0,5.0,False
11854,RealTimeInference,RegionA,RegionA,957,957,0.0,5.0,False
11862,RealTimeInference,RegionB,RegionB,1038,1038,0.0,5.0,False
11880,RealTimeInference,RegionA,RegionC,118,118,0.0,15.0,True
11883,RealTimeInference,RegionC,RegionA,520,520,0.0,15.0,True
11947,RealTimeInference,RegionB,RegionB,462,462,0.0,5.0,False
11969,RealTimeInference,RegionC,RegionC,1835,1835,0.0,5.0,False
11979,RealTimeInference,RegionA,RegionB,655,655,0.0,12.0,True
11981,RealTimeInference,RegionB,RegionC,71,71,0.0,14.0,True
11989,RealTimeInference,RegionC,RegionB,292,292,0.0,14.0,True
12050,RealTimeInference,RegionA,RegionA,791,791,0.0,5.0,False
12054,RealTimeInference,RegionC,RegionC,1036,1036,0.0,5.0,False
12056,RealTimeInference,RegionA,RegionB,1152,1152,0.0,12.0,True
12060,RealTimeInference,RegionC,RegionC,1929,1929,0.0,5.0,False
12073,RealTimeInference,RegionC,RegionB,22,22,0.0,14.0,True
12112,RealTimeInference,RegionB,RegionB,823,823,0.0,5.0,False
12139,RealTimeInference,RegionC,RegionA,68,68,0.0,15.0,True
12147,RealTimeInference,RegionE,RegionF,1325,1325,0.0,18.0,True
12241,RealTimeInference,RegionA,RegionC,945,945,0.0,15.0,True
12249,RealTimeInference,RegionB,RegionC,1232,1232,0.0,14.0,True
12250,RealTimeInference,RegionB,RegionB,1547,1547,0.0,5.0,False
12252,RealTimeInference,RegionE,RegionE,1325,1325,0.0,5.0,False
12257,RealTimeInference,RegionC,RegionA,511,511,0.0,15.0,True
12276,RealTimeInference,RegionB,RegionB,416,416,0.0,5.0,False
12281,RealTimeInference,RegionB,RegionB,278,278,0.0,5.0,False
12336,RealTimeInference,RegionC,RegionA,1444,1444,0.0,15.0,True
12344,RealTimeInference,RegionE,RegionE,1823,1823,0.0,5.0,False
12354,RealTimeInference,RegionB,RegionB,1198,1198,0.0,5.0,False
12359,RealTimeInference,RegionA,RegionB,1628,1628,0.0,12.0,True
12374,RealTimeInference,RegionB,RegionC,2176,2176,0.0,14.0,True
12404,RealTimeInference,RegionA,RegionA,1344,1344,0.0,5.0,False
12410,RealTimeInference,RegionA,RegionB,2142,2142,0.0,12.0,True
12415,RealTimeInference,RegionC,RegionB,2163,2163,0.0,14.0,True
12424,RealTimeInference,RegionA,RegionB,2346,2346,0.0,12.0,True
12428,RealTimeInference,RegionC,RegionB,1517,1517,0.0,14.0,True
12447,RealTimeInference,RegionC,RegionC,2349,2349,0.0,5.0,False
12453,RealTimeInference,RegionB,RegionB,2175,2175,0.0,5.0,False
12455,RealTimeInference,RegionC,RegionA,2057,2057,0.0,15.0,True
12485,RealTimeInference,RegionB,RegionB,1555,1555,0.0,5.0,False
12518,RealTimeInference,RegionB,RegionB,1078,1078,0.0,5.0,False
12540,RealTimeInference,RegionC,RegionA,1857,1857,0.0,15.0,True
12584,RealTimeInference,RegionB,RegionB,2256,2256,0.0,5.0,False
12619,RealTimeInference,RegionC,RegionB,2339,2339,0.0,14.0,True
12651,RealTimeInference,RegionC,RegionA,1862,1862,0.0,15.0,True
12669,RealTimeInference,RegionB,RegionB,748,748,0.0,5.0,False
12684,RealTimeInference,RegionC,RegionA,2355,2355,0.0,15.0,True
12747,RealTimeInference,RegionB,RegionC,1663,1663,0.0,14.0,True
12748,RealTimeInference,RegionB,RegionA,94,94,0.0,12.0,True
12773,RealTimeInference,RegionB,RegionA,2143,2143,0.0,12.0,True
12774,RealTimeInference,RegionB,RegionB,1303,1303,0.0,5.0,False
12775,RealTimeInference,RegionC,RegionC,2274,2274,0.0,5.0,False
12779,RealTimeInference,RegionA,RegionA,2348,2348,0.0,5.0,False
12811,RealTimeInference,RegionA,RegionC,1915,1915,0.0,15.0,True
12815,RealTimeInference,RegionC,RegionA,910,910,0.0,15.0,True
12869,RealTimeInference,RegionA,RegionA,1301,1301,0.0,5.0,False
12889,RealTimeInference,RegionA,RegionA,2090,2090,0.0,5.0,False
12900,RealTimeInference,RegionC,RegionC,617,617,0.0,5.0,False
12938,RealTimeInference,RegionB,RegionA,2034,2034,0.0,12.0,True
12974,RealTimeInference,RegionA,RegionB,2286,2286,0.0,12.0,True
12994,RealTimeInference,RegionA,RegionB,745,745,0.0,12.0,True
13000,RealTimeInference,RegionF,RegionF,1052,1052,0.0,5.0,False
13002,RealTimeInference,RegionA,RegionA,552,552,0.0,5.0,False
13004,RealTimeInference,RegionB,RegionB,664,664,0.0,5.0,False
13018,RealTimeInference,RegionC,RegionA,472,472,0.0,15.0,True
13031,RealTimeInference,RegionC,RegionB,1181,1181,0.0,14.0,True
13047,RealTimeInference,RegionA,RegionA,1351,1351,0.0,5.0,False
13094,RealTimeInference,RegionA,RegionA,1811,1811,0.0,5.0,False
13140,RealTimeInference,RegionA,RegionC,1317,1317,0.0,15.0,True
13150,RealTimeInference,RegionC,RegionA,1953,1953,0.0,15.0,True
13179,RealTimeInference,RegionA,RegionB,391,391,0.0,12.0,True
13233,RealTimeInference,RegionB,RegionC,1854,1854,0.0,14.0,True
13241,RealTimeInference,RegionC,RegionC,2234,2234,0.0,5.0,False
13256,RealTimeInference,RegionA,RegionB,687,687,0.0,12.0,True
13265,RealTimeInference,RegionB,RegionB,1658,1658,0.0,5.0,False
13271,RealTimeInference,RegionA,RegionA,1206,1206,0.0,5.0,False
13273,RealTimeInference,RegionB,RegionB,1747,1747,0.0,5.0,False
13279,RealTimeInference,RegionB,RegionC,517,517,0.0,14.0,True
13293,RealTimeInference,RegionB,RegionC,60,60,0.0,14.0,True
13317,RealTimeInference,RegionA,RegionC,108,108,0.0,15.0,True
13325,RealTimeInference,RegionB,RegionA,1449,1449,0.0,12.0,True
13368,RealTimeInference,RegionA,RegionC,1313,1313,0.0,15.0,True
13372,RealTimeInference,RegionC,RegionC,73,73,0.0,5.0,False
13377,RealTimeInference,RegionB,RegionC,1484,1484,0.0,14.0,True
13437,RealTimeInference,RegionB,RegionA,60,60,0.0,12.0,True
13475,RealTimeInference,RegionB,RegionA,1823,1823,0.0,12.0,True
13506,RealTimeInference,RegionA,RegionB,1953,1953,0.0,12.0,True
13546,RealTimeInference,RegionA,RegionC,1623,1623,0.0,15.0,True
13573,RealTimeInference,RegionA,RegionA,483,483,0.0,5.0,False
13627,RealTimeInference,RegionB,RegionB,1582,1582,0.0,5.0,False
13634,RealTimeInference,RegionB,RegionC,1554,1554,0.0,14.0,True
13709,RealTimeInference,RegionA,RegionA,1262,1262,0.0,5.0,False
13723,RealTimeInference,RegionA,RegionB,2120,2120,0.0,12.0,True
13783,RealTimeInference,RegionA,RegionC,836,836,0.0,15.0,True
13808,RealTimeInference,RegionA,RegionC,1940,1940,0.0,15.0,True
13834,RealTimeInference,RegionA,RegionB,600,600,0.0,12.0,True
13863,RealTimeInference,RegionB,RegionC,1097,1097,0.0,14.0,True
13889,RealTimeInference,RegionB,RegionC,856,856,0.0,14.0,True
13908,RealTimeInference,RegionB,RegionB,819,819,0.0,5.0,False
13915,RealTimeInference,RegionB,RegionC,2070,2070,0.0,14.0,True
13961,RealTimeInference,RegionB,RegionC,564,564,0.0,14.0,True
13965,RealTimeInference,RegionA,RegionB,1531,1531,0.0,12.0,True
14029,RealTimeInference,RegionC,RegionC,1720,1720,0.0,5.0,False
14037,RealTimeInference,RegionA,RegionC,1447,1447,0.0,15.0,True
14040,RealTimeInference,RegionB,RegionC,290,290,0.0,14.0,True
14105,RealTimeInference,RegionB,RegionC,653,653,0.0,14.0,True
14149,RealTimeInference,RegionA,RegionC,975,975,0.0,15.0,True
14169,RealTimeInference,RegionA,RegionC,1003,1003,0.0,15.0,True
14198,RealTimeInference,RegionB,RegionA,2244,2244,0.0,12.0,True
14218,RealTimeInference,RegionC,RegionC,2102,2102,0.0,5.0,False
14249,RealTimeInference,RegionB,RegionC,1708,1708,0.0,14.0,True
14283,RealTimeInference,RegionB,RegionB,2167,2167,0.0,5.0,False
14343,RealTimeInference,RegionC,RegionB,2308,2308,0.0,14.0,True
14351,RealTimeInference,RegionE,RegionF,2103,2103,0.0,18.0,True
14369,RealTimeInference,RegionC,RegionC,1881,1881,0.0,5.0,False
14372,RealTimeInference,RegionA,RegionC,404,404,0.0,15.0,True
14396,RealTimeInference,RegionC,RegionA,1931,1931,0.0,15.0,True
14465,RealTimeInference,RegionA,RegionC,1385,1385,0.0,15.0,True
14486,RealTimeInference,RegionB,RegionA,1275,1275,0.0,12.0,True
14574,RealTimeInference,RegionD,RegionD,117,117,0.0,5.0,False
14605,RealTimeInference,RegionC,RegionB,1123,1123,0.0,14.0,True
14616,RealTimeInference,RegionA,RegionB,2005,2005,0.0,12.0,True
14623,RealTimeInference,RegionB,RegionA,748,748,0.0,12.0,True
14626,RealTimeInference,RegionC,RegionB,1223,1223,0.0,14.0,True
14663,RealTimeInference,RegionB,RegionB,2164,2164,0.0,5.0,False
14688,RealTimeInference,RegionA,RegionA,1752,1752,0.0,5.0,False
14710,RealTimeInference,RegionC,RegionA,78,78,0.0,15.0,True
14715,RealTimeInference,RegionB,RegionA,559,559,0.0,12.0,True
14717,RealTimeInference,RegionC,RegionA,1308,1308,0.0,15.0,True
14723,RealTimeInference,RegionB,RegionA,189,189,0.0,12.0,True
14733,RealTimeInference,RegionA,RegionA,879,879,0.0,5.0,False
14734,RealTimeInference,RegionA,RegionA,996,996,0.0,5.0,False
14748,RealTimeInference,RegionB,RegionB,223,223,0.0,5.0,False
14769,RealTimeInference,RegionC,RegionB,1091,1091,0.0,14.0,True
14774,RealTimeInference,RegionB,RegionC,1181,1181,0.0,14.0,True
14835,RealTimeInference,RegionC,RegionC,1324,1324,0.0,5.0,False
14837,RealTimeInference,RegionA,RegionB,2368,2368,0.0,12.0,True
14851,RealTimeInference,RegionA,RegionB,1694,1694,0.0,12.0,True
14865,RealTimeInference,RegionA,RegionA,1643,1643,0.0,5.0,False
14906,RealTimeInference,RegionB,RegionC,1742,1742,0.0,14.0,True
14925,RealTimeInference,RegionB,RegionC,542,542,0.0,14.0,True
14949,RealTimeInference,RegionA,RegionB,1683,1683,0.0,12.0,True
14971,RealTimeInference,RegionB,RegionB,125,125,0.0,5.0,False
14991,RealTimeInference,RegionB,RegionC,911,911,0.0,14.0,True
14995,RealTimeInference,RegionA,RegionB,2096,2096,0.0,12.0,True
15026,RealTimeInference,RegionC,RegionB,472,472,0.0,14.0,True
15034,RealTimeInference,RegionA,RegionA,1788,1788,0.0,5.0,False
15048,RealTimeInference,RegionA,RegionC,2091,2091,0.0,15.0,True
15072,RealTimeInference,RegionC,RegionC,1306,1306,0.0,5.0,False
15096,RealTimeInference,RegionB,RegionC,1819,1819,0.0,14.0,True
15152,RealTimeInference,RegionA,RegionB,1988,1988,0.0,12.0,True
15167,RealTimeInference,RegionA,RegionC,882,882,0.0,15.0,True
15174,RealTimeInference,RegionB,RegionB,1712,1712,0.0,5.0,False
15189,RealTimeInference,RegionC,RegionC,1394,1394,0.0,5.0,False
15192,RealTimeInference,RegionA,RegionC,2105,2105,0.0,15.0,True
15197,RealTimeInference,RegionD,RegionD,1,1,0.0,5.0,False
15204,RealTimeInference,RegionF,RegionF,1166,1166,0.0,5.0,False
15222,RealTimeInference,RegionC,RegionB,2268,2268,0.0,14.0,True
15225,RealTimeInference,RegionA,RegionB,1666,1666,0.0,12.0,True
15253,RealTimeInference,RegionB,RegionB,88,88,0.0,5.0,False
15308,RealTimeInference,RegionC,RegionC,222,222,0.0,5.0,False
15334,RealTimeInference,RegionC,RegionA,942,942,0.0,15.0,True
15381,RealTimeInference,RegionE,RegionE,2309,2309,0.0,5.0,False
15409,RealTimeInference,RegionA,RegionC,807,807,0.0,15.0,True
15417,RealTimeInference,RegionB,RegionA,373,373,0.0,12.0,True
15485,RealTimeInference,RegionC,RegionC,2275,2275,0.0,5.0,False
15497,RealTimeInference,RegionB,RegionB,1812,1812,0.0,5.0,False
15499,RealTimeInference,RegionE,RegionE,196,196,0.0,5.0,False
15560,RealTimeInference,RegionA,RegionA,1032,1032,0.0,5.0,False
15691,RealTimeInference,RegionA,RegionC,1805,1805,0.0,15.0,True
15695,RealTimeInference,RegionC,RegionB,2341,2341,0.0,14.0,True
15721,RealTimeInference,RegionC,RegionA,2341,2341,0.0,15.0,True
15725,RealTimeInference,RegionB,RegionC,930,930,0.0,14.0,True
15728,RealTimeInference,RegionC,RegionB,2297,2297,0.0,14.0,True
15760,RealTimeInference,RegionC,RegionA,1096,1096,0.0,15.0,True
15816,RealTimeInference,RegionA,RegionA,570,570,0.0,5.0,False
15862,RealTimeInference,RegionA,RegionC,711,711,0.0,15.0,True
15936,RealTimeInference,RegionB,RegionA,1626,1626,0.0,12.0,True
15941,RealTimeInference,RegionA,RegionA,110,110,0.0,5.0,False
15958,RealTimeInference,RegionD,RegionD,1268,1268,0.0,5.0,False
15989,RealTimeInference,RegionB,RegionB,1481,1481,0.0,5.0,False
16008,RealTimeInference,RegionB,RegionA,189,189,0.0,12.0,True
16043,RealTimeInference,RegionC,RegionC,550,550,0.0,5.0,False
16049,RealTimeInference,RegionC,RegionB,1879,1879,0.0,14.0,True
16057,RealTimeInference,RegionA,RegionB,1236,1236,0.0,12.0,True
16090,RealTimeInference,RegionA,RegionB,593,593,0.0,12.0,True
16129,RealTimeInference,RegionF,RegionF,1772,1772,0.0,5.0,False
16150,RealTimeInference,RegionA,RegionA,848,848,0.0,5.0,False
16234,RealTimeInference,RegionF,RegionF,961,961,0.0,5.0,False
16244,RealTimeInference,RegionB,RegionA,1506,1506,0.0,12.0,True
16245,RealTimeInference,RegionC,RegionC,1260,1260,0.0,5.0,False
16259,RealTimeInference,RegionC,RegionA,1310,1310,0.0,15.0,True
16262,RealTimeInference,RegionA,RegionA,228,228,0.0,5.0,False
16269,RealTimeInference,RegionA,RegionC,2367,2367,0.0,15.0,True
16271,RealTimeInference,RegionB,RegionB,714,714,0.0,5.0,False
16284,RealTimeInference,RegionB,RegionA,66,66,0.0,12.0,True
16306,RealTimeInference,RegionF,RegionE,2302,2302,0.0,18.0,True
16319,RealTimeInference,RegionE,RegionE,2331,2331,0.0,5.0,False
16348,RealTimeInference,RegionB,RegionC,330,330,0.0,14.0,True
16352,RealTimeInference,RegionF,RegionF,1379,1379,0.0,5.0,False
16404,RealTimeInference,RegionD,RegionD,1799,1799,0.0,5.0,False
16407,RealTimeInference,RegionB,RegionA,853,853,0.0,12.0,True
16418,RealTimeInference,RegionA,RegionB,1730,1730,0.0,12.0,True
16464,RealTimeInference,RegionA,RegionA,1262,1262,0.0,5.0,False
16488,RealTimeInference,RegionC,RegionC,55,55,0.0,5.0,False
16500,RealTimeInference,RegionB,RegionB,2243,2243,0.0,5.0,False
16538,RealTimeInference,RegionA,RegionA,361,361,0.0,5.0,False
16589,RealTimeInference,RegionA,RegionA,397,397,0.0,5.0,False
16615,RealTimeInference,RegionA,RegionA,257,257,0.0,5.0,False
16628,RealTimeInference,RegionA,RegionA,1251,1251,0.0,5.0,False
16690,RealTimeInference,RegionB,RegionB,1073,1073,0.0,5.0,False
16707,RealTimeInference,RegionA,RegionB,2108,2108,0.0,12.0,True
16735,RealTimeInference,RegionB,RegionA,499,499,0.0,12.0,True
16747,RealTimeInference,RegionA,RegionC,1613,1613,0.0,15.0,True
16758,RealTimeInference,RegionC,RegionC,2152,2152,0.0,5.0,False
16840,RealTimeInference,RegionB,RegionB,1416,1416,0.0,5.0,False
16846,RealTimeInference,RegionA,RegionC,1791,1791,0.0,15.0,True
16909,RealTimeInference,RegionD,RegionD,1769,1769,0.0,5.0,False
16914,RealTimeInference,RegionC,RegionC,576,576,0.0,5.0,False
16934,RealTimeInference,RegionC,RegionB,1443,1443,0.0,14.0,True
16946,RealTimeInference,RegionB,RegionC,973,973,0.0,14.0,True
16959,RealTimeInference,RegionB,RegionC,1681,1681,0.0,14.0,True
16960,RealTimeInference,RegionC,RegionB,976,976,0.0,14.0,True
16979,RealTimeInference,RegionB,RegionA,502,502,0.0,12.0,True
16983,RealTimeInference,RegionA,RegionB,1884,1884,0.0,12.0,True
17028,RealTimeInference,RegionA,RegionB,1097,1097,0.0,12.0,True
17037,RealTimeInference,RegionB,RegionA,1403,1403,0.0,12.0,True
17045,RealTimeInference,RegionB,RegionA,362,362,0.0,12.0,True
17068,RealTimeInference,RegionA,RegionC,875,875,0.0,15.0,True
17075,RealTimeInference,RegionA,RegionC,886,886,0.0,15.0,True
17090,RealTimeInference,RegionB,RegionB,2218,2218,0.0,5.0,False
17104,RealTimeInference,RegionB,RegionA,1979,1979,0.0,12.0,True
17159,RealTimeInference,RegionA,RegionA,579,579,0.0,5.0,False
17165,RealTimeInference,RegionD,RegionD,1672,1672,0.0,5.0,False
17176,RealTimeInference,RegionB,RegionB,616,616,0.0,5.0,False
17186,RealTimeInference,RegionA,RegionB,2018,2018,0.0,12.0,True
17194,RealTimeInference,RegionA,RegionA,1038,1038,0.0,5.0,False
17196,RealTimeInference,RegionC,RegionB,1351,1351,0.0,14.0,True
17208,RealTimeInference,RegionB,RegionA,38,38,0.0,12.0,True
17210,RealTimeInference,RegionC,RegionB,1270,1270,0.0,14.0,True
17214,RealTimeInference,RegionB,RegionC,182,182,0.0,14.0,True
17298,RealTimeInference,RegionA,RegionB,1396,1396,0.0,12.0,True
17304,RealTimeInference,RegionA,RegionB,1975,1975,0.0,12.0,True
17328,RealTimeInference,RegionC,RegionC,936,936,0.0,5.0,False
17404,RealTimeInference,RegionB,RegionA,391,391,0.0,12.0,True
17413,RealTimeInference,RegionC,RegionC,488,488,0.0,5.0,False
17417,RealTimeInference,RegionA,RegionA,611,611,0.0,5.0,False
17487,RealTimeInference,RegionA,RegionA,445,445,0.0,5.0,False
17517,RealTimeInference,RegionB,RegionC,174,174,0.0,14.0,True
17519,RealTimeInference,RegionC,RegionA,2305,2305,0.0,15.0,True
17524,RealTimeInference,RegionC,RegionB,1276,1276,0.0,14.0,True
17533,RealTimeInference,RegionA,RegionC,1640,1640,0.0,15.0,True
17545,RealTimeInference,RegionC,RegionC,750,750,0.0,5.0,False
17572,RealTimeInference,RegionF,RegionF,1018,1018,0.0,5.0,False
17573,RealTimeInference,RegionA,RegionA,1337,1337,0.0,5.0,False
17582,RealTimeInference,RegionB,RegionB,1225,1225,0.0,5.0,False
17598,RealTimeInference,RegionE,RegionF,1364,1364,0.0,18.0,True
17606,RealTimeInference,RegionA,RegionC,71,71,0.0,15.0,True
17614,RealTimeInference,RegionB,RegionA,37,37,0.0,12.0,True
17644,RealTimeInference,RegionE,RegionE,1669,1669,0.0,5.0,False
17658,RealTimeInference,RegionA,RegionA,1962,1962,0.0,5.0,False
17671,RealTimeInference,RegionA,RegionC,1639,1639,0.0,15.0,True
17688,RealTimeInference,RegionC,RegionB,2298,2298,0.0,14.0,True
17699,RealTimeInference,RegionA,RegionC,600,600,0.0,15.0,True
17707,RealTimeInference,RegionB,RegionB,819,819,0.0,5.0,False
17740,RealTimeInference,RegionB,RegionA,122,122,0.0,12.0,True
17748,RealTimeInference,RegionC,RegionB,1792,1792,0.0,14.0,True
17771,RealTimeInference,RegionA,RegionC,1511,1511,0.0,15.0,True
17781,RealTimeInference,RegionC,RegionC,736,736,0.0,5.0,False
17795,RealTimeInference,RegionF,RegionF,60,60,0.0,5.0,False
17802,RealTimeInference,RegionA,RegionC,1890,1890,0.0,15.0,True
17859,RealTimeInference,RegionC,RegionB,1863,1863,0.0,14.0,True
17916,RealTimeInference,RegionB,RegionB,2350,2350,0.0,5.0,False
17920,RealTimeInference,RegionA,RegionC,380,380,0.0,15.0,True
17935,RealTimeInference,RegionA,RegionA,959,959,0.0,5.0,False
17946,RealTimeInference,RegionF,RegionF,425,425,0.0,5.0,False
17992,RealTimeInference,RegionA,RegionB,1483,1483,0.0,12.0,True
18001,RealTimeInference,RegionB,RegionC,1338,1338,0.0,14.0,True
18008,RealTimeInference,RegionB,RegionB,570,570,0.0,5.0,False
18038,RealTimeInference,RegionA,RegionC,914,914,0.0,15.0,True
18039,RealTimeInference,RegionA,RegionA,637,637,0.0,5.0,False
18045,RealTimeInference,RegionA,RegionC,1297,1297,0.0,15.0,True
18049,RealTimeInference,RegionC,RegionB,998,998,0.0,14.0,True
18050,RealTimeInference,RegionC,RegionA,922,922,0.0,15.0,True
18097,RealTimeInference,RegionA,RegionA,597,597,0.0,5.0,False
18101,RealTimeInference,RegionB,RegionA,717,717,0.0,12.0,True
18110,RealTimeInference,RegionF,RegionF,2311,2311,0.0,5.0,False
18126,RealTimeInference,RegionB,RegionA,851,851,0.0,12.0,True
18142,RealTimeInference,RegionC,RegionB,703,703,0.0,14.0,True
18147,RealTimeInference,RegionB,RegionB,753,753,0.0,5.0,False
18150,RealTimeInference,RegionA,RegionA,1839,1839,0.0,5.0,False
18216,RealTimeInference,RegionA,RegionC,1469,1469,0.0,15.0,True
18221,RealTimeInference,RegionD,RegionD,799,799,0.0,5.0,False
18233,RealTimeInference,RegionC,RegionB,1432,1432,0.0,14.0,True
18271,RealTimeInference,RegionB,RegionB,771,771,0.0,5.0,False
18290,RealTimeInference,RegionB,RegionA,31,31,0.0,12.0,True
18389,RealTimeInference,RegionB,RegionB,1006,1006,0.0,5.0,False
18395,RealTimeInference,RegionB,RegionA,1462,1462,0.0,12.0,True
18399,RealTimeInference,RegionA,RegionC,167,167,0.0,15.0,True
18417,RealTimeInference,RegionC,RegionB,612,612,0.0,14.0,True
18482,RealTimeInference,RegionC,RegionB,2092,2092,0.0,14.0,True
18536,RealTimeInference,RegionE,RegionE,1399,1399,0.0,5.0,False
18543,RealTimeInference,RegionA,RegionA,824,824,0.0,5.0,False
18597,RealTimeInference,RegionA,RegionC,335,335,0.0,15.0,True
18611,RealTimeInference,RegionB,RegionA,1152,1152,0.0,12.0,True
18612,RealTimeInference,RegionB,RegionC,1656,1656,0.0,14.0,True
18636,RealTimeInference,RegionA,RegionC,1382,1382,0.0,15.0,True
18660,RealTimeInference,RegionC,RegionA,312,312,0.0,15.0,True
18741,RealTimeInference,RegionA,RegionB,537,537,0.0,12.0,True
18745,RealTimeInference,RegionC,RegionA,873,873,0.0,15.0,True
18754,RealTimeInference,RegionA,RegionC,313,313,0.0,15.0,True
18775,RealTimeInference,RegionB,RegionA,2143,2143,0.0,12.0,True
18787,RealTimeInference,RegionA,RegionA,324,324,0.0,5.0,False
18792,RealTimeInference,RegionE,RegionE,686,686,0.0,5.0,False
18794,RealTimeInference,RegionA,RegionC,851,851,0.0,15.0,True
18831,RealTimeInference,RegionD,RegionD,2255,2255,0.0,5.0,False
18897,RealTimeInference,RegionF,RegionF,529,529,0.0,5.0,False
18928,RealTimeInference,RegionC,RegionB,274,274,0.0,14.0,True
18960,RealTimeInference,RegionB,RegionC,110,110,0.0,14.0,True
19009,RealTimeInference,RegionA,RegionB,956,956,0.0,12.0,True
19014,RealTimeInference,RegionC,RegionB,891,891,0.0,14.0,True
19021,RealTimeInference,RegionC,RegionB,979,979,0.0,14.0,True
19097,RealTimeInference,RegionB,RegionA,985,985,0.0,12.0,True
19099,RealTimeInference,RegionC,RegionA,1057,1057,0.0,15.0,True
19111,RealTimeInference,RegionB,RegionA,1639,1639,0.0,12.0,True
19129,RealTimeInference,RegionA,RegionA,297,297,0.0,5.0,False
19156,RealTimeInference,RegionB,RegionA,353,353,0.0,12.0,True
19175,RealTimeInference,RegionB,RegionB,1664,1664,0.0,5.0,False
19187,RealTimeInference,RegionA,RegionB,1720,1720,0.0,12.0,True
19205,RealTimeInference,RegionD,RegionD,1699,1699,0.0,5.0,False
19222,RealTimeInference,RegionB,RegionB,370,370,0.0,5.0,False
19233,RealTimeInference,RegionA,RegionA,1181,1181,0.0,5.0,False
19237,RealTimeInference,RegionC,RegionB,873,873,0.0,14.0,True
19243,RealTimeInference,RegionC,RegionB,852,852,0.0,14.0,True
19254,RealTimeInference,RegionB,RegionA,2137,2137,0.0,12.0,True
19264,RealTimeInference,RegionD,RegionD,2386,2386,0.0,5.0,False
19307,RealTimeInference,RegionB,RegionA,1996,1996,0.0,12.0,True
19350,RealTimeInference,RegionA,RegionB,989,989,0.0,12.0,True
19354,RealTimeInference,RegionB,RegionA,1372,1372,0.0,12.0,True
19361,RealTimeInference,RegionC,RegionB,1403,1403,0.0,14.0,True
19374,RealTimeInference,RegionC,RegionB,2182,2182,0.0,14.0,True
19394,RealTimeInference,RegionC,RegionB,805,805,0.0,14.0,True
19444,RealTimeInference,RegionB,RegionB,1358,1358,0.0,5.0,False
19450,RealTimeInference,RegionA,RegionB,1219,1219,0.0,12.0,True
19460,RealTimeInference,RegionC,RegionC,2161,2161,0.0,5.0,False
